N	2gram	Losev_Prob_5	OGranits
1	и в	30	13
2	и его	6	12
3	прежде всего	6	9
4	может быть	7	8
5	не может	5	8
6	и не	12	8
7	в его	12	7
8	и их	5	7
9	точки зрения	10	7
10	только в	9	6
11	как бы	6	6
12	не только	18	6
13	то что	18	6
14	мы должны	1	6
15	таким образом	13	6
16	все же	9	5
17	и наконец	1	5
18	в поэзии	1	5
19	с точки	8	5
20	хотя бы	2	5
21	мы не	2	4
22	тех пор	1	4
23	еще и	4	4
24	на фоне	1	4
25	но в	9	4
26	вопроса о	1	4
27	мы можем	5	4
28	то же	2	4
29	в своей	22	4
30	было бы	4	4
31	все это	1	4
32	только и	3	4
33	в двух	1	4
34	и то	5	3
35	в ее	3	3
36	самом деле	2	3
37	так и	7	3
38	г в	1	3
39	для целей	2	3
40	в их	1	3
41	по отношению	2	3
42	только путем	1	3
43	с этим	1	3
44	в которой	5	3
45	в себе	4	3
46	не как	1	3
47	в одном	3	3
48	так как	6	3
49	здесь мы	1	3
50	но и	13	3
51	как и	7	3
52	со всей	2	3
53	не в	7	3
54	да и	2	3
55	но для	2	3
56	и для	6	3
57	никогда не	7	3
58	и все	9	3
59	превращается в	1	3
60	отношению к	2	3
61	не столько	1	3
62	что в	5	3
63	в искусстве	1	3
64	ничего общего	1	3
65	и наиболее	2	2
66	смысле слова	3	2
67	для себя	5	2
68	и др	1	2
69	данном случае	2	2
70	мы уже	1	2
71	те же	1	2
72	мог бы	1	2
73	является уже	1	2
74	и стиль	1	2
75	что иное	3	2
76	иное как	3	2
77	не что	3	2
78	с самого	1	2
79	и должно	1	2
80	в ней	3	2
81	ее в	2	2
82	а также	3	2
83	в чем	2	2
84	мы понимаем	1	2
85	между тем	2	2
86	нуждается в	1	2
87	что они	3	2
88	вслед за	2	2
89	и следовательно	1	2
90	его на	2	2
91	как в	2	2
92	в данном	2	2
93	в этом	17	2
94	в полном	1	2
95	в том	12	2
96	тот же	3	2
97	с ними	1	2
98	от этого	3	2
99	в этот	1	2
100	во времени	1	2
101	и тем	3	2
102	все эти	2	2
103	с одной	3	2
104	учение о	3	2
105	уже в	2	2
106	иным как	2	2
107	в нем	6	2
108	при этом	4	2
109	в другом	3	2
110	говорить об	1	2
111	вовсе не	8	2
112	тем что	2	2
113	в них	2	2
114	в области	2	2
115	с другой	6	2
116	всей своей	2	2
117	а как	1	2
118	в самом	5	2
119	входит в	1	2
120	того или	1	2
121	не чем	2	2
122	одной стороны	3	2
123	он только	1	2
124	не на	1	2
125	а не	5	2
126	другой стороны	6	2
127	между собою	1	2
128	представляет себе	1	2
129	там где	1	2
130	не мог	4	2
131	несмотря на	6	2
132	в связи	7	2
133	том что	17	2
134	с помощью	2	2
135	в г	1	2
136	от своего	1	2
137	и при	1	2
138	и ее	1	2
139	так же	5	2
140	в отношении	3	2
141	своего рода	1	2
142	который мы	1	2
143	в тех	1	2
144	с этой	2	2
145	не менее	5	2
146	что эта	1	2
147	самого начала	1	2
148	не имеет	1	2
149	собственно говоря	1	2
150	бы в	1	2
151	и является	2	2
152	во всем	1	2
153	возражать против	1	2
154	а в	6	2
155	еще в	5	2
156	в целях	2	2
157	героя и	1	2
158	и к	4	2
159	могут быть	1	2
160	чем иным	2	2
161	в своих	1	2
162	к тому	2	2
163	и это	1	1
164	не думает	1	1
165	также и	12	1
166	xvii века	1	1
167	человека и	4	1
168	в виду	3	1
169	того же	4	1
170	значительной мере	2	1
171	на основе	1	1
172	только потому	1	1
173	уже к	1	1
174	науки о	1	1
175	это и	1	1
176	но тем	2	1
177	работы но	1	1
178	и есть	1	1
179	познать его	1	1
180	и до	2	1
181	вспомнить о	1	1
182	едва ли	4	1
183	в образе	1	1
184	можно было	2	1
185	в борьбе	1	1
186	отсюда и	1	1
187	здесь нет	1	1
188	или на	1	1
189	мы имеем	2	1
190	когда в	1	1
191	даже у	1	1
192	на первом	3	1
193	остается только	1	1
194	и о	5	1
195	но у	1	1
196	является наиболее	2	1
197	вопрос о	1	1
198	на место	1	1
199	и философия	1	1
200	по себе	2	1
201	весьма характерное	1	1
202	же автора	1	1
203	как то	1	1
204	его за	2	1
205	на себя	1	1
206	с ее	1	1
207	и который	3	1
208	сводится к	1	1
209	но даже	4	1
210	ему в	1	1
211	и он	4	1
212	с большим	1	1
213	внимание на	3	1
214	другими словами	1	1
215	и что	6	1
216	почему же	1	1
217	еще не	3	1
218	нам представляется	1	1
219	время в	1	1
220	времени в	1	1
221	тем как	2	1
222	то мы	1	1
223	к нему	3	1
224	на самом	1	1
225	совсем не	3	1
226	но не	7	1
227	то он	1	1
228	вся эта	1	1
229	мысль что	1	1
230	борьбе с	2	1
231	отношение к	2	1
232	тут же	6	1
233	в едином	1	1
234	iii из	1	1
235	нет и	1	1
236	или иное	1	1
237	в другой	1	1
238	в свои	1	1
239	и речи	2	1
240	на то	2	1
241	в одной	2	1
242	нам вполне	1	1
243	не зная	1	1
244	в своем	11	1
245	как из	1	1
246	то или	1	1
247	по своей	2	1
248	что касается	3	1
249	один из	2	1
250	и как	6	1
251	и превращается	1	1
252	его к	1	1
253	одной из	1	1
254	этот вопрос	1	1
255	что он	7	1
256	поэтому вполне	1	1
257	или иную	1	1
258	творцу и	1	1
259	который в	9	1
260	в значительной	2	1
261	или же	2	1
262	под ним	1	1
263	весьма важная	1	1
264	платон в	1	1
265	чуть ли	1	1
266	со всеми	2	1
267	в этой	10	1
268	века однако	1	1
269	для всех	1	1
270	в дальнейшем	7	1
271	конечно не	2	1
272	и у	5	1
273	только на	1	1
274	если он	2	1
275	себя и	1	1
276	в нашей	2	1
277	и если	1	1
278	этот момент	1	1
279	что она	1	1
280	и других	1	1
281	на эту	1	1
282	ту или	1	1
283	всем своем	2	1
284	одно из	1	1
285	а вовсе	1	1
286	никто не	1	1
287	состоит в	1	1
288	в виде	10	1
289	содержания и	1	1
290	в конце	8	1
291	которое является	1	1
292	из него	1	1
293	и никогда	3	1
294	людей и	13	1
295	лишь с	1	1
296	имеется еще	2	1
297	или иных	2	1
298	и вместе	1	1
299	это конечно	2	1
300	даже и	4	1
301	для того	3	1
302	эпохи не	1	1
303	ни о	1	1
304	же не	4	1
305	на всю	1	1
306	что такой	2	1
307	к другому	1	1
308	говорить не	1	1
309	и здесь	1	1
310	его в	6	1
311	те или	1	1
312	искусства в	1	1
313	от одного	1	1
314	если только	2	1
315	же мотив	1	1
316	и дает	1	1
317	в предисловии	1	1
318	представляет собою	2	1
319	привести только	1	1
320	в природе	1	1
321	в античной	2	1
322	он все	2	1
323	все указанные	1	1
324	и находит	1	1
325	только одно	1	1
326	больше и	1	1
327	к более	1	1
328	для них	3	1
329	образом мы	1	1
330	не было	1	1
331	а на	1	1
332	которые не	1	1
333	поскольку она	1	1
334	далеко не	4	1
335	и самый	1	1
336	не всегда	3	1
337	он и	5	1
338	и превращения	1	1
339	все время	3	1
340	уже у	6	1
341	отнюдь не	4	1
342	для человека	1	1
343	него не	2	1
344	такой же	1	1
345	и тогда	2	1
346	если не	4	1
347	мало что	1	1
348	и вполне	4	1
349	на который	1	1
350	себе в	1	1
351	которую мы	1	1
352	при изучении	1	1
353	художественного творчества	8	1
354	не дается	2	1
355	в такой	1	1
356	как это	1	1
357	за которым	1	1
358	то можно	1	1
359	гнев и	1	1
360	о возможности	1	1
361	представление о	2	1
362	себе а	2	1
363	быть это	1	1
364	и глубоко	1	1
365	бы что	1	1
366	предисловии к	1	1
367	он говорит	2	1
368	и создавать	1	1
369	здесь он	1	1
370	к этому	2	1
371	такого рода	2	1
372	должно было	1	1
373	и вот	1	1
374	тем не	5	1
375	говорит как	1	1
376	в эпоху	3	1
377	сознание что	1	1
378	и более	2	1
379	их в	1	1
380	где нет	1	1
381	что такое	1	1
382	тому что	1	1
383	нет никакого	3	1
384	себе я	1	1
385	является для	1	1
386	до конца	1	1
387	о помощи	1	1
388	вплоть до	1	1
389	но это	1	1
390	и оно	1	1
391	в начале	3	1
392	и другое	3	1
393	и хозяйства	1	1
394	в то	4	1
395	как о	4	1
396	мысли в	1	1
397	от матери	2	1
398	в науке	2	1
399	она ни	1	1
400	работ в	1	1
401	тех или	2	1
402	весь этот	1	1
403	и структуру	1	1
404	которых он	1	1
405	того чтобы	2	1
406	но такой	1	1
407	как символа	6	1
408	или в	4	1
409	и указание	1	1
410	того как	5	1
411	в самой	3	1
412	именно с	1	1
413	который является	1	1
414	целей а	1	1
415	же время	1	1
416	является той	1	1
417	как весьма	2	1
418	же остается	1	1
419	тем более	1	1
420	от него	1	1
421	только что	1	1
422	потому что	13	1
423	общего не	1	1
424	французского просвещения	1	1
425	связи с	7	1
426	поэтической формы	1	1
427	до того	1	1
428	себе на	1	1
429	этом отношении	1	1
430	не вполне	1	1
431	об этом	4	1
432	это все	1	1
433	сказать что	9	1
434	одного автора	1	1
435	работы и	1	1
436	равно как	2	1
437	но когда	1	1
438	не входит	2	1
439	когда мы	1	1
440	возможности но	1	1
441	греции и	1	1
442	ли не	2	1
443	с его	1	1
444	только о	1	1
445	вместе с	7	1
446	как для	1	1
447	по поводу	2	1
448	им и	1	1
449	со времен	1	1
450	этой точки	1	1
451	они не	2	1
