N	3gram	Tiupa_Lite_3	Problemy
1	с точки зрения	3	13
2	то же время	7	9
3	в то же	7	9
4	по отношению к	4	8
5	в том что	4	6
6	на самом деле	1	4
7	между тем как	1	4
8	а не как	2	4
9	не может быть	3	4
10	подобно тому как	2	3
11	и т п	1	3
12	то что было	1	3
13	в этом отношении	5	3
14	с другой стороны	2	3
15	для него не	1	2
16	в самом деле	2	2
17	целом ряде других	1	2
18	хотя бы и	1	2
19	бы то ни	2	2
20	но это не	1	2
21	в данном случае	4	2
22	не только в	2	2
23	и в целом	1	2
24	в целом ряде	1	2
25	как бы в	1	2
26	но и не	2	2
27	в другом месте	1	1
28	хотя и не	1	1
29	то что я	2	1
30	к себе самому	2	1
31	точки зрения которого	1	1
32	в свою очередь	1	1
33	и наконец в	1	1
34	как и всякое	1	1
35	одно из самых	1	1
36	новые и новые	1	1
37	то же самое	2	1
38	сознания с его	1	1
39	он и не	1	1
40	от той же	1	1
41	в себе и	1	1
42	то что в	1	1
43	почти никогда не	1	1
44	может быть только	1	1
45	говорит сам себе	1	1
46	и в частности	2	1
47	а не только	1	1
48	то что для	1	1
49	но не только	1	1
50	в нас самих	1	1
51	тем что он	2	1
52	то ни было	2	1
53	на первый взгляд	1	1
54	как будто бы	1	1
55	но не в	1	1
56	и потому не	1	1
57	не тем что	1	1
58	из тех кто	1	1
59	не в одном	2	1
60	этой точки зрения	1	1
61	о том что	4	1
62	и вот в	1	1
63	более или менее	1	1
64	тому как в	1	1
65	в одном из	2	1
66	все новые и	1	1
67	начинается там где	1	1
68	все же остается	1	1
69	это и есть	1	1
70	не только не	1	1
71	мира а не	1	1
72	к тому что	1	1
73	за ним и	1	1
74	сама по себе	1	1
75	это не только	1	1
76	миры еще не	1	1
77	в отношении к	1	1
78	быть не может	1	1
79	для того чтобы	1	1
80	и только в	1	1
