N	3gram	Propp_Morf_1	Dialekti
1	и т д	39	15
2	с точки зрения	2	9
3	в том что	3	9
4	это значит что	1	7
5	не может быть	9	6
6	для того чтобы	2	5
7	подобно тому как	5	4
8	т е о	1	3
9	на то что	2	3
10	ясно что это	1	3
11	она не есть	1	3
12	в чем же	1	2
13	имеет ничего общего	1	2
14	т е не	1	2
15	того или другого	1	2
16	о том как	1	2
17	ни в коем	1	2
18	в собственном смысле	3	2
19	точно так же	1	2
20	в коем случае	1	2
21	т д все	1	2
22	иметь в виду	1	2
23	коем случае не	1	2
24	не имеет ничего	1	2
25	мы видим что	9	2
26	тем не менее	4	2
27	же может быть	2	1
28	из которых один	1	1
29	в обоих случаях	2	1
30	это так то	1	1
31	как это делается	1	1
32	но вот мы	1	1
33	вопрос в каком	1	1
34	и даже не	1	1
35	это нисколько не	1	1
36	можно говорить лишь	1	1
37	т е мы	1	1
38	и есть то	1	1
39	мы переходим к	1	1
40	не входит в	1	1
41	так как мы	1	1
42	можно сказать что	1	1
43	т д но	4	1
44	совершенно ясно что	1	1
45	мы должны теперь	1	1
46	т е все	1	1
47	в том случае	1	1
48	и тем не	1	1
49	если это так	2	1
50	она должна быть	1	1
51	в данном случае	1	1
52	т е берет	1	1
53	это было бы	1	1
54	и пр предметы	1	1
55	если она есть	1	1
56	мы будем говорить	1	1
57	в связи с	8	1
58	уже не может	1	1
59	не вызывает никаких	1	1
60	т д это	1	1
61	из которых каждый	1	1
62	теми или другими	1	1
63	в этом случае	8	1
64	связи с этим	4	1
65	о том что	1	1
66	которое может быть	2	1
67	если мы не	3	1
68	но все же	3	1
69	не более как	1	1
70	с другой стороны	4	1
71	когда мы их	1	1
72	которые могут быть	1	1
73	ни одна из	1	1
74	после того как	1	1
75	но это не	1	1
76	не значит что	2	1
77	она есть всегда	1	1
78	тех или иных	1	1
79	как же может	1	1
80	т д как	3	1
81	т д в	2	1
82	том случае если	1	1
83	т д он	2	1
