N	4gram	Tiupa_Anal_1	Narrotol
1	в том числе и	1	4
2	во времени и пространстве	3	4
3	обращает на себя внимание	1	3
4	бы то ни было	3	3
5	в то же время	6	3
6	в его событийной полноте	1	2
7	в той или иной	3	2
8	в том или ином	2	2
9	не что иное как	4	2
10	состоит в том что	3	2
11	данной фазы способна решить	1	1
12	в мужчину охотника воина	1	1
13	только ранней традиционной но	1	1
14	но о том что	1	1
15	бога однако символическая смерть	1	1
16	организующую роль по отношению	1	1
17	вредителей нередко здесь имеют	1	1
18	или до встречи со	1	1
19	коммуникативного события в качестве	1	1
20	частности до поединка а	1	1
21	а не трех как	1	1
22	формах ритуально-символической смерти героя	1	1
23	в той мере в	2	1
24	эксцессов и аномалий который	1	1
25	при наложении множества позднейших	1	1
26	бы достаточно подробная характеристика	1	1
27	обозначить как лиминальную пороговую	1	1
28	трактовали не об однократных	1	1
29	с прежним царем и	1	1
30	то что ни на	1	1
31	передаче средствами линейного повествования	1	1
32	уже необратимое превращение юноши	1	1
33	от отца к сыну	1	1
34	той или иной форме	1	1
35	мира и круговорот жизни	1	1
36	внезакономерных явлениях а о	1	1
37	том или ином отношении	1	1
38	бы именовать фазой обособления	1	1
39	отвечает представляется нам бессмысленным	1	1
40	не трех как иногда	1	1
41	и на заключительной стадии	1	1
42	она может выступать в	1	1
43	фоне которых акцентируется его	1	1
44	детях покидающих свою родину	1	1
45	или зрелище чужой смерти	1	1
46	но в таком случае	1	1
47	себя томлением разочарованием ожесточением	1	1
48	воскресающего бога однако символическая	1	1
49	историческом событии о перемене	1	1
50	событие о котором рассказано	1	1
51	этнографии терминологией а ван	1	1
52	встречи со смертью в	1	1
53	мира вокруг я героя	1	1
54	дж фрэзером при рассмотрении	1	1
55	протосюжету инициации предстает рассказ	1	1
56	геннепа и в тэрнера	1	1
57	месту своих прежних ранее	1	1
58	царской дочери эта широко	1	1
59	статус события мыслилась как	1	1
60	горизонталь устремленная от начала	1	1
61	которых акцентируется его новое	1	1
62	с установившейся в этнографии	1	1
63	вообще жизненной позицией предполагающей	1	1
64	археосюжетная фаза порой гипертрофируется	1	1
65	повлиявший на мифологическое мышление	1	1
66	норме и устройству хотя	1	1
67	архаических формах ритуально-символической смерти	1	1
68	страны мертвых может заостряться	1	1
69	правило проходит стадию умудрения	1	1
70	событии о перемене власти	1	1
71	разнородных структур мышления мифологическое	1	1
72	событие самого рассказывания в	1	1
73	какие-то вопросы то что	1	1
74	действующее лицо часто подвергается	1	1
75	литературе нового времени данная	1	1
76	трех как иногда представляют	1	1
77	ослабленных связей на фоне	1	1
78	это существо начинало мыслиться	1	1
79	можно выявить некую общую	1	1
80	особенно в новейшее время	1	1
81	четырех а не трех	1	1
82	как лиминальную пороговую фазу	2	1
83	фаза символической смерти фаза	1	1
84	мифологической модели умирающего и	1	1
85	рассказ о действительно необратимом	1	1
86	смертью в той или	1	1
87	и событие самого рассказывания	1	1
88	весной растительностью мировое древо	1	1
89	неотличимая от мифа даже	1	1
90	проходит стадию умудрения стадию	1	1
91	до поединка а может	1	1
92	символическая смерть и символическое	1	1
93	способна решить предыстория или	1	1
94	в последние десятилетия с	1	1
95	потусторонней страны мертвых может	1	1
96	символическое воскресение в новом	1	1
97	кто говорит и как	1	1
98	на фоне которых акцентируется	1	1
99	репродуцируемых испытаний наконец четвертая	1	1
100	миропорядка символизируя сакральный центр	1	1
101	о перемене власти о	1	1
102	связей в конечном счете	1	1
103	мужем царской дочери эта	1	1
104	царем и ставшего мужем	1	1
105	искушений и испытаний до	1	1
106	со смертью в той	1	1
107	одного и того же	2	1
108	модель исследованная дж фрэзером	1	1
109	сами участвуем как слушатели-читатели	1	1
110	о том что случилось	1	1
111	перемена статуса героя статуса	1	1
112	их внутреннюю структуру и	1	1
113	и внезакономерных явлениях а	1	1
114	такое перерождение символическое второе	1	1
115	особую организующую роль по	1	1
116	как зерно сюжетного повествования	1	1
117	новейшего времени также уходом	1	1
118	превращение юноши в мужчину	1	1
119	пробы жизненного поведения в	1	1
120	быть представлена избранничеством или	1	1
121	прежних ранее расторгнутых или	1	1
122	эта широко распространенная в	1	1
123	стадию умудрения стадию пробных	1	1
124	на заключительной стадии инициации	1	1
125	задачу данной фазы способна	1	1
126	смертельно опасном испытании порой	1	1
127	самого рассказывания в этом	1	1
128	даже в сказке обнаруживается	1	1
129	существенное ослабление прежних жизненных	1	1
130	какой бы то ни	2	1
131	искушенности в литературе нового	1	1
132	не безликой роевой единицей	1	1
133	этом последнем мы и	1	1
134	может редуцироваться до легкого	1	1
135	в литературе нового времени	1	1
136	уходом в себя томлением	1	1
137	столь архаическая фабула практически	1	1
138	пороговую фазу испытания смертью	2	1
139	предыстория или хотя бы	1	1
140	том что случилось однажды	1	1
141	мере в какой это	1	1
142	типологическом освещении было проведено	1	1
143	сюжетного мышления напротив горизонталь	1	1
144	всегда тогда как зерно	1	1
145	ранее расторгнутых или ослабленных	1	1
146	отвечает на какие-то вопросы	1	1
147	основные параметры соотносимое с	1	1
148	умудрение приобретение знаний и	1	1
149	индивидуальностью а не безликой	1	1
150	а может редуцироваться до	1	1
151	собой не что иное	1	1
152	распространенная в мировом фольклоре	1	1
153	навыков взрослой жизни накопленных	1	1
154	именовать фазой обособления помимо	1	1
155	пришельца доказавшего свою силу	1	1
156	зрелости человеческого существа приобретала	1	1
157	жизни накопленных предками фаза	1	1
158	сопровождается возвращением героя к	1	1
159	и все их основные	1	1
160	который окружал человека к	1	1
161	поиска побега погони или	1	1
162	приобретение знаний и навыков	1	1
163	третью фазу в соответствии	1	1
164	событий архитектоническим вектором мифологического	1	1
165	здесь как и на	1	1
166	том что бывает всегда	1	1
167	органический процесс существенно повлиявший	1	1
168	не только ранней традиционной	1	1
169	вид сюжетных сами по	1	1
170	смертью она может выступать	1	1
171	отношению к конкретным мифологическим	1	1
172	в себя томлением разочарованием	1	1
173	воцарении пришельца доказавшего свою	1	1
174	испытаний наконец четвертая фаза	1	1
175	предваряющие эффективное поведение героя	1	1
176	и искушенность в смертельно	1	1
177	случилось однажды но о	1	1
178	следует обозначить как лиминальную	1	1
179	залогом воспроизводимости нерушимого миропорядка	1	1
180	поединка а может редуцироваться	1	1
181	представляет собой не что	1	1
182	к конкретным мифологическим системам	1	1
183	символическое воскресение человека есть	1	1
184	начинало мыслиться индивидуальностью а	1	1
185	воспроизводимости нерушимого миропорядка символизируя	1	1
186	повествования размыкающего и выпрямляющего	1	1
187	как и на заключительной	1	1
188	или самозванством а в	1	1
189	погони или напротив затворничества	1	1
190	ван геннепа и в	1	1
191	власти о воцарении пришельца	1	1
192	или ослабленных связей на	1	1
193	силу и искушенность в	1	1
194	фаза возвращения символическое воскресение	1	1
195	мифологические тексты приобретают вид	1	1
196	испытании порой в поединке	1	1
197	сказки как правило проходит	1	1
198	воцариться в чужой стране	1	1
199	и представляет собой не	1	1
200	перемене власти о воцарении	1	1
201	родовых связей индивида фаза	1	1
202	в новейшее время внутреннего	1	1
203	окружал человека к норме	1	1
204	на что не отвечает	1	1
205	своих прежних ранее расторгнутых	1	1
206	древо игравшее особую организующую	1	1
207	предстает рассказ о действительно	1	1
208	не от отца к	1	1
209	предками фаза возвращения символическое	1	1
210	той мере в какой	2	1
211	внешнего собственно пространственного ухода	1	1
212	сюжет воспитания третью фазу	1	1
213	ставшего мужем царской дочери	1	1
214	родину чтобы воцариться в	1	1
215	чужой смерти и эта	1	1
216	на какие-то вопросы то	1	1
217	игравшее особую организующую роль	1	1
218	накопленных предками фаза возвращения	1	1
219	от тестя к зятю	1	1
220	фазу испытания смертью она	1	1
221	гипертрофируется и разворачивается в	1	1
222	помощников и/или вредителей нередко	1	1
223	ранней традиционной но и	1	1
224	искушенность в смертельно опасном	1	1
225	однажды но о том	1	1
226	ухода расторжение прежних родовых	1	1
227	о том что бывает	1	1
228	один и тот же	1	1
229	линейного повествования размыкающего и	1	1
230	по отношению к конкретным	1	1
231	растительностью мировое древо выступало	1	1
232	инициации в качестве своего	1	1
233	частности поиска побега погони	1	1
234	лиминальную пороговую фазу испытания	2	1
235	качестве своего культурно-исторического субстрата	1	1
236	котором рассказано в произведении	1	1
237	лицо часто подвергается искушениям	1	1
238	уровень его жизненной искушенности	1	1
239	приобретают вид сюжетных сами	1	1
240	древнейших этапов становления государственности	1	1
241	рассмотрении множества преданий о	1	1
242	третьей и четвертой фаз	1	1
243	быть может не случайно	1	1
244	повреждения или до встречи	1	1
245	затворничества она может быть	1	1
246	и испытаний до вступления	1	1
247	но и позднейшей оригинальной	1	1
248	возвращения символическое воскресение в	1	1
249	случайно напоминает такой органический	1	1
250	или напротив затворничества она	1	1
251	испытаний до вступления в	1	1
252	однако столь архаическая фабула	1	1
253	избранничеством или самозванством а	1	1
254	воскресение человека есть уже	1	1
255	героя или посещения им	1	1
256	что бывает всегда тогда	1	1
257	всегда отвечает на какие-то	1	1
258	свою родину чтобы воцариться	1	1
259	царя-жреца не от отца	1	1
260	зрелище чужой смерти и	1	1
261	заостряться до смертельного риска	1	1
262	доказавшего свою силу и	1	1
263	мыслилась как необратимая в	1	1
264	стадию пробных искушений и	1	1
265	и четвертой фаз герой	1	1
266	возможно ложное партнерство предваряющие	1	1
267	как правило проходит стадию	1	1
268	схемы инициации инверсией третьей	1	1
269	от мифа даже в	1	1
270	может быть представлена избранничеством	1	1
271	определяя их внутреннюю структуру	1	1
272	все их основные параметры	1	1
273	рождение сопровождается возвращением героя	1	1
274	круговорот жизни оно исключало	1	1
275	ложное партнерство предваряющие эффективное	1	1
276	инфраструктуры не только ранней	1	1
277	герой волшебной сказки как	1	1
278	предполагающей разрыв или существенное	1	1
279	вопросы то что ни	1	1
280	аномалий который окружал человека	1	1
281	широко распространенная в мировом	1	1
282	символизируя сакральный центр мира	1	1
283	мыслиться индивидуальностью а не	1	1
284	или особенно в новейшее	1	1
285	обнаруживается далеко не всегда	1	1
286	новейшее время внутреннего психологического	1	1
287	хотя бы достаточно подробная	1	1
288	на мифологическое мышление человека	1	1
289	и навыков взрослой жизни	1	1
290	модели умирающего и воскресающего	1	1
291	однако символическая смерть и	1	1
292	оно исключало необратимость свершающихся	1	1
293	мифологическим системам определяя их	1	1
294	бывает всегда тогда как	1	1
295	и до сего времени	1	1
296	или существенное ослабление прежних	1	1
297	соотносимое с умирающей к	1	1
298	тогда как зерно сюжетного	1	1
299	их основные параметры соотносимое	1	1
300	и воскресающего бога однако	1	1
301	посещения им потусторонней страны	1	1
302	статуса героя статуса внешнего	1	1
303	инициация достигшего половой зрелости	1	1
304	томлением разочарованием ожесточением мечтательностью	1	1
305	представлена избранничеством или самозванством	1	1
306	фаза ухода расторжение прежних	1	1
307	данная археосюжетная фаза порой	1	1
308	что ни на что	1	1
309	человека есть уже необратимое	1	1
310	в тэрнера следует обозначить	1	1
311	испытания смертью она может	1	1
312	в поединке с прежним	1	1
313	наконец четвертая фаза преображения	1	1
314	умирающей к зиме но	1	1
315	порой гипертрофируется и разворачивается	1	1
316	она может быть представлена	1	1
317	четвертая фаза преображения здесь	1	1
318	как единого художественного высказывания	1	1
319	или хотя бы достаточно	1	1
320	его жизненной искушенности в	1	1
321	однако и до сего	1	1
322	преданий о царских детях	1	1
323	системам определяя их внутреннюю	1	1
324	прежних родовых связей индивида	1	1
325	установившейся в этнографии терминологией	1	1
326	выявить некую общую четырехфазную	1	1
327	заключительной стадии инициации имеет	1	1
328	решить предыстория или хотя	1	1
329	к зиме но воскресающей	1	1
330	мечтательностью вообще жизненной позицией	1	1
331	о котором рассказано в	1	1
332	обособления помимо внешнего собственно	1	1
333	мы имеем дело с	3	1
334	однократных и внезакономерных явлениях	1	1
335	себе они таковыми не	1	1
336	партнерства установление новых межсубъектных	1	1
337	до смертельного риска в	1	1
338	в классической работе ю.м	1	1
339	свою силу и искушенность	1	1
340	мифа даже в сказке	1	1
341	жизненных связей в конечном	1	1
342	и ставшего мужем царской	1	1
343	напоминает такой органический процесс	1	1
344	и в тэрнера следует	1	1
345	поединке с прежним царем	1	1
346	символическое второе рождение сопровождается	1	1
347	жизненное качество представленная последовательность	1	1
348	с умирающей к зиме	1	1
349	подробная характеристика персонажа выделяющая	1	1
350	в основе своей обнаруживает	1	1
351	в соответствии с установившейся	1	1
352	с этой точки зрения	1	1
353	действительным зерном сюжетного повествования	1	1
354	в литературе новейшего времени	1	1
355	некую общую четырехфазную модель	1	1
356	из четырех а не	1	1
357	необратимая в той мере	1	1
358	знаний и навыков взрослой	1	1
359	возвращением героя к месту	1	1
360	четвертой фаз герой волшебной	1	1
361	но воскресающей весной растительностью	1	1
362	до легкого повреждения или	1	1
363	прежних жизненных связей в	1	1
364	расторгнутых или ослабленных связей	1	1
365	из общей картины мира	1	1
366	инициации инверсией третьей и	1	1
367	бесконечно репродуцируемых не о	1	1
368	жизни оно исключало необратимость	1	1
369	взрослой жизни накопленных предками	1	1
370	самозванством а в литературе	1	1
371	внешнего социального или особенно	1	1
372	мы и сами участвуем	1	1
373	в этом ряду выступает	1	1
374	побега погони или напротив	1	1
375	рассказано в произведении и	1	1
376	о царских детях покидающих	1	1
377	не случайно напоминает такой	1	1
378	покидающих свою родину чтобы	1	1
379	конкретным мифологическим системам определяя	1	1
380	повествования составила фиксация однократных	1	1
381	при рассмотрении множества преданий	1	1
382	до встречи со смертью	1	1
383	существа или зрелище чужой	1	1
384	умирающего и воскресающего бога	1	1
