N	2gram	Propp_Isto_6	KulturaY
1	и т	10	54
2	т е	22	32
3	и в	26	23
4	точки зрения	1	23
5	в том	12	22
6	не только	10	17
7	в этом	12	16
8	было бы	2	16
9	может быть	11	14
10	в области	1	14
11	что в	12	13
12	не менее	1	12
13	потому что	13	12
14	для того	1	12
15	вопрос о	3	11
16	том что	10	11
17	того чтобы	1	11
18	можно было	2	11
19	в его	5	11
20	того что	2	11
21	а не	2	11
22	у нас	5	10
23	и не	10	10
24	еще не	9	9
25	таким образом	12	9
26	тем не	1	9
27	так как	18	9
28	прежде всего	4	9
29	т д	8	8
30	зависимости от	2	8
31	если бы	3	8
32	уже не	7	8
33	до сих	4	8
34	сих пор	4	8
35	между прочим	1	8
36	как на	3	8
37	как это	5	7
38	в зависимости	1	7
39	все эти	8	7
40	того как	3	7
41	если мы	1	7
42	те же	1	7
43	и что	5	7
44	с другой	10	7
45	в данном	3	7
46	сказать что	3	7
47	то же	5	6
48	в силу	1	6
49	только в	5	6
50	так и	5	6
51	при этом	3	6
52	и тем	4	6
53	с тем	4	6
54	ничего не	2	6
55	не может	6	6
56	могут быть	3	6
57	о том	7	6
58	после того	2	6
59	что и	4	6
60	что он	9	6
61	для этого	1	6
62	также и	1	5
63	и есть	1	5
64	как мы	4	5
65	уже выше	2	5
66	независимо от	3	5
67	все же	8	5
68	хотя и	1	5
69	из этих	4	5
70	как бы	4	5
71	что она	3	5
72	как и	5	5
73	здесь можно	7	5
74	не значит	1	5
75	не в	3	5
76	вовсе не	2	5
77	от того	3	5
78	не могут	1	5
79	тем что	5	5
80	далеко не	3	5
81	на которых	1	5
82	в связи	1	5
83	что же	2	5
84	не будем	2	5
85	тем более	1	5
86	но это	4	5
87	а в	3	5
88	того же	2	4
89	тех же	1	4
90	как в	6	4
91	в своем	2	4
92	только тогда	1	4
93	целый ряд	2	4
94	в целом	1	4
95	ясно что	1	4
96	этого слова	1	4
97	в своей	3	4
98	не столько	1	4
99	которые в	2	4
100	же мы	5	4
101	тому что	1	4
102	тем самым	2	4
103	в доказательство	2	4
104	и о	1	4
105	в ее	1	4
106	данном случае	3	4
107	были бы	1	4
108	для нас	2	4
109	а также	4	4
110	между тем	1	4
111	один из	3	4
112	с одной	7	4
113	что не	2	4
114	не случайно	1	4
115	не было	3	4
116	однако что	1	4
117	одной стороны	7	4
118	этом случае	6	4
119	то что	6	4
120	в таком	1	4
121	речь идет	1	3
122	есть не	1	3
123	пока он	1	3
124	мы не	6	3
125	в ней	5	3
126	только после	1	3
127	то мы	1	3
128	но не	2	3
129	то он	2	3
130	но как	4	3
131	по отношению	2	3
132	отношение к	1	3
133	что именно	1	3
134	что как	1	3
135	и к	1	3
136	что это	2	3
137	но на	1	3
138	он не	2	3
139	в первую	1	3
140	и вот	3	3
141	русском языке	1	3
142	и с	6	3
143	с этой	2	3
144	мы видели	11	3
145	не так	2	3
146	но если	1	3
147	как ты	1	3
148	в которых	2	3
149	и более	1	3
150	что сам	1	3
151	она не	3	3
152	в то	5	3
153	как о	1	3
154	не имеет	2	3
155	на него	2	3
156	должна быть	3	3
157	был бы	1	3
158	что на	1	3
159	не потому	3	3
160	не есть	2	3
161	только то	2	3
162	на вопрос	1	3
163	но и	9	3
164	отметить что	2	3
165	это не	4	3
166	и только	3	3
167	может иметь	2	3
168	этот вопрос	1	3
169	и действительно	3	3
170	уже в	1	3
171	языка но	1	3
172	ни в	2	3
173	мы находим	2	3
174	то это	5	3
175	именно в	1	3
176	а именно	9	3
177	а с	2	3
178	и пр	1	3
179	когда мы	2	3
180	по существу	1	3
181	там где	5	3
182	того или	1	3
183	но для	2	3
184	к тому	2	3
185	мы должны	2	3
186	другой стороны	8	3
187	они не	3	3
188	также что	1	2
189	таком случае	1	2
190	по адресу	1	2
191	и через	3	2
192	их сознания	1	2
193	к другому	1	2
194	отношению к	2	2
195	что эти	2	2
196	на западе	2	2
197	мы имеем	14	2
198	ответить на	1	2
199	случаи когда	2	2
200	здесь не	2	2
201	и вопрос	1	2
202	случай когда	2	2
203	не все	1	2
204	отличие от	1	2
205	не просто	1	2
206	или иное	3	2
207	что они	2	2
208	относится к	2	2
209	более чем	1	2
210	дает нам	2	2
211	смысле этого	1	2
212	когда он	3	2
213	и как	2	2
214	более или	1	2
215	увидим что	2	2
216	но в	7	2
217	очень много	1	2
218	а во-вторых	1	2
219	он в	1	2
220	учение о	1	2
221	и тот	1	2
222	как он	6	2
223	и если	1	2
224	свое время	1	2
225	на этом	1	2
226	но все	2	2
227	что все	1	2
228	и чтобы	1	2
229	с целью	1	2
230	его в	5	2
231	приходит в	2	2
232	становится и	2	2
233	чем в	1	2
234	такой же	3	2
235	остается в	1	2
236	меняется и	1	2
237	или менее	1	2
238	в этих	2	2
239	и при	1	2
240	в котором	1	2
241	не как	1	2
242	своего рода	2	2
243	однако в	2	2
244	нас к	5	2
245	что есть	1	2
