N	2gram	Berdyaev_M_1	Komedia
1	и в	28	22
2	т е	2	13
3	том что	3	12
4	но и	25	11
5	в том	6	11
6	не только	29	10
7	в то	2	10
8	и т	1	9
9	как и	5	9
10	может быть	30	9
11	должны были	1	8
12	о том	2	8
13	и его	9	8
14	в одном	1	8
15	и не	11	8
16	в этой	6	7
17	и по	4	6
18	не в	16	6
19	в отношении	1	6
20	в конце	7	6
21	одного из	1	6
22	что он	10	6
23	к тому	3	6
24	а в	4	6
25	в которой	6	6
26	что в	10	6
27	в истории	2	5
28	как в	2	5
29	то время	2	5
30	во время	1	5
31	потому что	16	5
32	так и	1	5
33	еще в	2	5
34	и даже	1	5
35	между тем	1	5
36	один из	4	5
37	уже в	4	5
38	в его	9	5
39	прежде всего	10	5
40	т п	1	5
41	все это	6	5
42	время как	2	4
43	что они	1	4
44	но в	7	4
45	в греции	1	4
46	в нем	13	4
47	и вот	3	4
48	на протяжении	2	4
49	участие в	1	4
50	точки зрения	4	4
51	в котором	8	4
52	в их	4	4
53	так как	3	4
54	так в	1	4
55	что и	4	4
56	действующих лиц	1	4
57	тем что	4	4
58	конце концов	2	4
59	к этому	2	4
60	мы не	1	3
61	и о	1	3
62	и на	6	3
63	в последних	1	3
64	в этом	20	3
65	все же	2	3
66	и как	2	3
67	можно сделать	1	3
68	да и	1	3
69	он не	24	3
70	и еще	3	3
71	и с	3	3
72	его в	3	3
73	в них	4	3
74	и ее	1	3
75	место в	2	3
76	вопрос о	2	3
77	не менее	1	3
78	по отношению	2	3
79	к этим	2	3
80	казалось бы	1	3
81	ничего не	3	3
82	у нас	5	3
83	могут быть	2	3
84	и сам	1	3
85	в частности	1	3
86	в образе	1	3
87	одной из	1	3
88	только в	6	3
89	и у	2	3
90	в начале	2	3
91	отношение к	4	3
92	у него	17	3
93	в свои	1	3
94	к которому	1	3
95	все более	1	3
96	так же	1	3
97	по своему	2	3
98	в течение	1	3
99	не мог	3	3
100	всего в	2	3
101	в более	2	3
102	его творчества	2	3
103	и все	10	3
104	отношению к	2	3
105	к людям	1	2
106	тех же	1	2
107	ту же	1	2
108	и людей	1	2
109	из всех	1	2
110	принадлежит к	1	2
111	он был	14	2
112	тем как	1	2
113	отличие от	1	2
114	за пределы	4	2
115	относится к	2	2
116	наряду с	1	2
117	в противоположность	1	2
118	со своей	1	2
119	в самом	11	2
120	в себе	7	2
121	только один	2	2
122	не к	4	2
123	в силу	1	2
124	на этом	3	2
125	на все	1	2
126	было бы	10	2
127	для них	3	2
128	были в	1	2
129	которую он	2	2
130	и без	1	2
131	всяком случае	1	2
132	но он	9	2
133	не раз	1	2
134	это еще	1	2
135	к ней	4	2
136	по своей	2	2
137	как будто	2	2
138	в области	1	2
139	протяжении всего	1	2
140	на нем	1	2
141	из всего	1	2
142	мог бы	4	2
143	находится в	1	2
144	именно потому	1	2
145	нас в	1	2
146	и во	2	2
147	и можно	1	2
148	путь к	1	2
149	от них	1	2
150	также в	1	2
151	и мир	2	2
152	еще не	1	2
153	в эти	1	2
154	вовсе не	1	2
155	точек зрения	1	2
156	и из	1	2
157	до сих	2	2
158	в период	1	2
159	то и	1	2
160	до конца	14	2
161	у других	1	2
162	не может	28	2
163	вместе с	6	2
164	но не	8	2
165	в состоянии	1	2
166	его творчество	2	2
167	их было	1	2
168	к нему	7	2
169	сих пор	2	2
170	но это	1	2
171	об отношении	1	2
172	а к	1	2
173	будто бы	3	2
174	то что	5	2
175	в свою	2	2
176	в своих	1	2
177	во всяком	1	2
178	все что	2	2
179	вокруг центральной	1	1
180	также и	2	1
181	чтобы не	2	1
182	в этот	2	1
183	не остается	2	1
184	дело доходит	1	1
185	на самом	1	1
186	не что	1	1
187	или к	4	1
188	между двумя	1	1
189	из самых	8	1
190	высшей степени	2	1
191	в зависимости	1	1
192	одним из	2	1
193	мы уже	1	1
194	которым он	1	1
195	ни у	1	1
196	в отношения	1	1
197	ответить на	1	1
198	свое завершение	1	1
199	и новых	1	1
200	совершенно исключительное	1	1
201	который был	2	1
202	самых замечательных	1	1
203	что иное	1	1
204	может отказаться	1	1
205	ему в	1	1
206	то это	1	1
207	зависимости от	1	1
208	в мире	10	1
209	и он	12	1
210	в ней	15	1
211	те не	1	1
212	собой в	1	1
213	иное как	1	1
214	творческого пути	2	1
215	во всех	1	1
216	как у	1	1
217	из сторон	1	1
218	отказ от	1	1
219	дано было	1	1
220	к которой	1	1
221	новую науку	1	1
222	же она	1	1
223	не все	2	1
224	ответ на	1	1
225	что во	1	1
226	с этим	3	1
227	мира в	1	1
228	с собой	3	1
229	в своем	10	1
230	потребность в	1	1
231	есть что-то	2	1
232	когда он	3	1
233	целый ряд	1	1
234	говорит что	1	1
235	его к	1	1
236	и к	2	1
237	над собой	1	1
238	за собой	2	1
239	жизни к	1	1
240	и этим	1	1
241	через всю	1	1
242	культуры и	1	1
243	он в	2	1
244	что же	1	1
245	бы не	2	1
246	сущности и	1	1
247	приводит к	2	1
248	тем он	2	1
249	роль в	1	1
250	чем его	4	1
251	очень существенное	2	1
252	и те	2	1
253	ее как	1	1
254	как он	2	1
255	в братьях	3	1
256	ставит нас	1	1
257	идей и	3	1
258	трагедия как	1	1
259	к миру	2	1
260	и почему	1	1
261	с именем	1	1
262	к одному	1	1
263	европейской культуры	1	1
264	из него	1	1
265	его от	1	1
266	людей и	2	1
267	что она	1	1
268	человека в	13	1
