N	2gram	Bakhtin_Pr_5	FransuaR
1	и в	35	45
2	то есть	16	25
3	и т.п	6	16
4	и не	27	15
5	в этом	14	14
6	но в	19	14
7	не только	10	14
8	во всех	3	13
9	и его	14	13
10	в его	21	13
11	как бы	31	12
12	во время	5	12
13	что в	6	12
14	то же	15	11
15	в своем	2	11
16	в то	11	11
17	в романе	1	11
18	в нем	16	10
19	и с	12	10
20	как и	18	10
21	в том	5	10
22	но и	14	10
23	прежде всего	12	10
24	же время	10	9
25	в ней	2	8
26	таким образом	7	8
27	с миром	3	8
28	в самой	1	8
29	как мы	8	8
30	вовсе не	7	8
31	так же	7	8
32	он был	1	7
33	с его	7	7
34	мы видели	2	7
35	том что	3	7
36	не в	10	7
37	потому что	8	7
38	что и	3	7
39	на мир	1	7
40	в конце	5	7
41	и все	15	7
42	все это	14	7
43	здесь не	1	6
44	в этой	1	6
45	он не	13	6
46	всех этих	2	6
47	в них	4	6
48	мысли и	1	6
49	того чтобы	1	6
50	связи с	1	6
51	так и	8	6
52	что он	24	6
53	так как	4	6
54	для того	1	6
55	одним из	1	5
56	например в	2	5
57	самом деле	10	5
58	на самом	9	5
59	это и	3	5
60	здесь и	1	5
61	с ее	3	5
62	и на	6	5
63	хотя и	2	5
64	и как	2	5
65	и к	12	5
66	в себя	1	5
67	и у	4	5
68	все эти	3	5
69	на этом	2	5
70	его в	4	5
71	с ним	7	5
72	этом отношении	1	5
73	одной из	2	5
74	со всеми	3	5
75	человека с	3	5
76	и их	1	5
77	как раз	4	5
78	не может	18	5
79	но это	6	5
80	в доме	1	4
81	мы уже	8	4
82	той же	2	4
83	мы не	1	4
84	в сущности	14	4
85	но не	6	4
86	в общем	3	4
87	перед нами	1	4
88	кроме того	1	4
89	в самом	6	4
90	тому же	3	4
91	по своему	4	4
92	об этом	1	4
93	зрения на	1	4
94	это было	2	4
95	тенденция к	1	4
96	не мог	3	4
97	точки зрения	7	4
98	в их	1	4
99	эпизоде с	1	4
100	своего рода	2	4
101	вернемся к	1	4
102	в основе	1	4
103	у него	4	4
104	очень часто	2	4
105	и это	5	4
106	можно было	2	4
107	здесь как	1	4
108	ничего не	3	4
109	о том	2	4
110	и во	3	4
111	только в	6	4
112	в первой	1	4
113	с этим	3	4
114	характерно что	1	4
115	и даже	5	4
116	здесь в	2	4
117	сказать что	3	4
118	а не	4	4
119	чем же	1	4
120	и от	3	4
121	бы в	4	4
122	а в	7	4
123	как на	1	4
124	такой же	3	4
125	в приведенном	1	3
126	ведь и	4	3
127	почти все	1	3
128	но она	1	3
129	того же	1	3
130	и он	2	3
131	менее всего	1	3
132	как в	5	3
133	дело идет	3	3
134	в одной	3	3
135	как он	2	3
136	но на	4	3
137	вообще не	2	3
138	и вот	4	3
139	ни в	2	3
140	он и	5	3
141	до сих	1	3
142	нисколько не	1	3
143	в своей	4	3
144	в которых	2	3
145	не менее	2	3
146	но они	1	3
147	дело в	1	3
148	здесь же	1	3
149	что на	2	3
150	от их	1	3
151	всего этого	3	3
152	то время	1	3
153	в другом	12	3
154	нем не	1	3
155	этот момент	1	3
156	нуждается в	3	3
157	это не	3	3
158	того что	3	3
159	и прежде	4	3
160	словом и	3	3
161	для всех	1	3
162	есть в	1	3
163	для него	14	3
164	в одном	6	3
165	но он	4	3
166	еще и	1	3
167	о чем	1	3
168	там где	7	3
169	вместе с	2	3
170	но этот	1	3
171	сих пор	1	3
172	и для	8	3
173	и ни	2	3
174	на этот	2	3
175	в заключение	1	3
176	и другие	1	3
177	но вернемся	1	2
178	ту же	1	2
179	чтобы не	2	2
180	в этот	2	2
181	почти не	1	2
182	не хочет	2	2
183	с точки	2	2
184	и до	1	2
185	из его	2	2
186	и больше	1	2
187	он знает	3	2
188	уверен что	2	2
189	вот основное	1	2
190	мы говорили	2	2
191	говорить о	3	2
192	в целом	3	2
193	в чем	4	2
194	в данном	1	2
195	в сторону	2	2
196	вступают в	1	2
197	отличие от	2	2
198	нет и	4	2
199	между словом	1	2
200	после всего	1	2
201	независимо от	1	2
202	сочетается с	1	2
203	все же	8	2
204	когда он	3	2
205	и наконец	7	2
206	и отчасти	2	2
207	что это	4	2
208	он в	4	2
209	очень важно	2	2
210	еще один	2	2
211	раз в	2	2
212	им в	2	2
213	роль в	1	2
214	и если	1	2
215	при этом	2	2
216	но именно	2	2
217	он должен	1	2
218	в начале	3	2
219	так например	1	2
220	том же	1	2
221	конечно в	2	2
222	на все	1	2
223	лишь в	7	2
224	было бы	3	2
225	делает его	1	2
226	рядом с	4	2
227	она и	1	2
228	с тем	3	2
229	в г	1	2
230	мысль и	2	2
231	и без	4	2
232	человеком и	1	2
233	из области	1	2
234	но эта	2	2
235	даже в	5	2
236	в отношении	9	2
237	на котором	1	2
238	первая часть	1	2
239	на него	5	2
240	к ней	2	2
241	и мысли	3	2
242	они и	1	2
243	уже и	2	2
244	конечно и	1	2
245	с другом	4	2
246	не могут	1	2
247	что все	2	2
248	и слова	2	2
249	к тому	6	2
250	он оказывается	1	2
251	в каждом	6	2
252	образы и	1	2
253	чем не	1	2
254	говорит и	1	2
255	данном случае	1	2
256	говорили что	4	2
257	так в	2	2
258	и что	6	2
259	еще в	4	2
260	том как	1	2
261	жизнь и	2	2
262	и вообще	2	2
263	же самое	1	2
264	и т.д	3	2
265	и та	2	2
266	но мы	1	2
267	можно сказать	1	2
268	в значительной	1	2
269	нас в	1	2
270	к нему	13	2
