N	2gram	Bakhtin_Pr_5	Russkaja
1	не может	18	22
2	и не	27	19
3	в том	5	17
4	в этом	14	17
5	и в	35	14
6	с другом	4	14
7	друг с	4	14
8	то что	10	13
9	самим собой	7	12
10	то же	15	11
11	точки зрения	7	11
12	таким образом	7	11
13	в то	11	10
14	же время	10	10
15	но и	14	10
16	в себе	5	9
17	не только	10	9
18	том что	3	9
19	с точки	2	9
20	может быть	14	9
21	во всяком	4	9
22	того чтобы	1	8
23	прежде всего	12	8
24	как на	1	8
25	самом деле	10	7
26	отнюдь не	1	7
27	и если	1	7
28	к богу	1	7
29	и с	12	7
30	в данном	1	7
31	к тому	6	7
32	о том	2	7
33	самого себя	1	7
34	мы должны	3	7
35	к которой	1	6
36	в своем	2	6
37	и к	12	6
38	с тем	3	6
39	в своих	1	6
40	и при	1	6
41	признать что	1	6
42	если бы	1	6
43	все это	14	6
44	и для	8	6
45	для того	1	6
46	что он	24	6
47	всяком случае	4	6
48	для всех	1	6
49	для него	14	6
50	на самом	9	6
51	а между	3	5
52	вопрос о	2	5
53	и на	6	5
54	во всех	3	5
55	в нем	16	5
56	при этом	2	5
57	он не	13	5
58	он должен	1	5
59	было бы	3	5
60	в своей	4	5
61	никогда не	4	5
62	потому что	8	5
63	между тем	4	5
64	и только	1	5
65	только в	6	5
66	хотя бы	2	5
67	конечно не	2	5
68	или иной	4	5
69	до сих	1	5
70	себя и	8	5
71	из которых	1	5
72	сих пор	1	5
73	а в	7	5
74	и то	5	4
75	бы то	3	4
76	но не	6	4
77	себе и	7	4
78	себя в	2	4
79	все же	8	4
80	не в	10	4
81	в этой	1	4
82	тому чтобы	2	4
83	то ни	3	4
84	что такой	1	4
85	его в	4	4
86	как и	18	4
87	которой он	3	4
88	в их	1	4
89	во всем	4	4
90	а лишь	1	4
91	ли это	2	4
92	не могут	1	4
93	приводит к	2	4
94	в мире	4	4
95	можно было	2	4
96	при том	1	4
97	и т.д	3	4
98	путь к	1	4
99	в его	21	4
100	так как	4	4
101	вместе с	2	4
102	что же	7	4
103	как бы	31	4
104	возможно лишь	1	4
105	что в	6	4
106	то в	2	3
107	и этот	2	3
108	так чтобы	4	3
109	говорить о	3	3
110	и ни	2	3
111	еще не	7	3
112	он сам	6	3
113	что они	6	3
114	в самом	6	3
115	что это	4	3
116	главным образом	1	3
117	был и	1	3
118	и по	2	3
119	в другом	12	3
120	лишь в	7	3
121	должно быть	3	3
122	всех этих	2	3
123	таким же	1	3
124	мы говорили	2	3
125	одна из	1	3
126	связи с	1	3
127	то это	1	3
128	что оно	2	3
129	той или	4	3
130	приходит к	1	3
131	что все	2	3
132	данном случае	1	3
133	что может	1	3
134	собой и	3	3
135	для этого	2	3
136	сводится к	3	3
137	но мы	1	3
138	в значительной	1	3
139	и во	3	3
140	что и	3	3
141	того что	3	3
142	одной из	2	3
143	в качестве	1	3
144	в большинстве	2	3
145	в виде	7	3
146	из них	3	3
147	в конце	5	3
148	друг друга	2	3
149	тем что	4	3
150	ко всем	1	3
151	и потому	1	3
152	в положении	1	3
153	да и	5	3
154	этом случае	1	3
155	том условии	1	3
156	или в	2	3
157	конце концов	3	3
158	и как	2	3
159	ибо в	3	3
160	из этого	2	3
161	себя как	3	2
162	от этой	1	2
163	зависимость от	2	2
164	этом направлении	1	2
165	к чему	1	2
166	приводят к	1	2
167	но она	1	2
168	но даже	1	2
169	в ней	2	2
170	по отношению	6	2
171	не просто	2	2
172	друг от	1	2
173	сама по	1	2
174	с этим	3	2
175	что действительно	1	2
176	и наконец	7	2
177	но в	19	2
178	а во-вторых	1	2
179	все эти	3	2
180	во многих	1	2
181	говорили в	1	2
182	и вот	4	2
183	чтобы в	1	2
184	мы уже	8	2
185	того или	1	2
186	по себе	4	2
187	участие в	1	2
188	одному из	1	2
189	этого не	3	2
190	нисколько не	1	2
191	в этих	2	2
192	во время	5	2
193	что такое	1	2
194	в котором	3	2
195	с уверенностью	1	2
196	другом и	1	2
197	друг другу	4	2
198	и более	1	2
199	их в	2	2
200	том и	1	2
201	том же	1	2
202	для нее	1	2
203	любовь к	1	2
204	тому что	2	2
205	она не	1	2
206	только для	1	2
207	в таких	1	2
208	что с	2	2
209	у него	4	2
210	к такому	1	2
211	на которой	2	2
212	как будто	4	2
213	свое собственное	1	2
214	к себе	18	2
215	отличается от	1	2
216	которой она	1	2
217	которых каждый	1	2
218	для себя	7	2
219	от друга	1	2
220	и человек	1	2
221	за то	1	2
222	с самим	15	2
223	и должно	1	2
224	и что	6	2
225	это потому	1	2
226	любви к	1	2
227	от него	6	2
228	к нему	13	2
229	это в	2	2
230	вся эта	1	2
231	отметить что	1	2
232	быть и	2	2
233	что только	1	2
234	согласиться с	1	2
235	этот вопрос	1	2
236	проявляется в	1	2
237	бы ни	1	2
238	так что	5	2
239	уже не	3	2
240	только на	4	2
241	в начале	3	2
242	его и	3	2
243	ни в	2	2
244	чтобы она	1	2
245	не о	4	2
246	мы можем	2	2
247	только с	3	2
248	к той	1	2
249	и вместе	1	2
250	в других	1	2
251	даже и	3	2
252	и даже	5	2
253	а с	3	2
254	в некоторых	1	2
255	у других	1	2
256	а не	4	2
257	большинстве случаев	2	2
258	себя на	1	2
259	так же	7	2
260	всех людей	1	2
261	отношения к	1	2
262	благодаря этому	2	2
263	но это	6	2
264	стоит только	1	2
265	от нас	1	2
266	но для	2	2
267	остается в	1	2
268	если не	1	2
269	и от	3	2
270	всем этим	2	2
271	м.б и	1	2
272	в результате	1	2
273	не должен	1	2
274	с ним	7	2
275	отношении к	7	2
276	бы его	3	2
277	сами себя	1	1
278	и действительно	1	1
279	без них	1	1
280	того же	1	1
281	он может	1	1
282	силы и	1	1
283	лучше всех	1	1
284	тех же	1	1
285	это и	3	1
286	показать что	2	1
287	ему что	1	1
288	если другой	2	1
289	не хочет	2	1
290	ту же	1	1
291	можно лишь	2	1
292	что эти	1	1
293	с таким	2	1
294	есть не	1	1
295	не удастся	2	1
296	надо было	2	1
297	мы не	1	1
298	и ничего	1	1
299	а где	1	1
300	он как	4	1
301	в каждый	1	1
302	в сущности	14	1
303	они были	1	1
304	событий и	1	1
305	себе что	1	1
306	с большим	1	1
307	без всякого	2	1
308	а другие	1	1
309	разумеется не	1	1
310	он был	1	1
311	именно благодаря	1	1
312	на них	7	1
313	собой он	1	1
314	столь же	2	1
315	что его	2	1
316	именно тем	2	1
317	друг к	3	1
318	ее к	1	1
319	к этому	1	1
320	отказ от	1	1
321	но как	4	1
322	в общем	3	1
323	оно является	1	1
324	трудно сказать	1	1
325	в одной	3	1
326	этой власти	1	1
327	по которому	2	1
328	что касается	1	1
329	перед нами	1	1
330	ни того	1	1
331	когда он	3	1
332	что по	1	1
333	жизни нет	1	1
334	тон и	4	1
335	в которой	2	1
336	нее он	1	1
337	ни один	1	1
338	того ни	1	1
339	бы не	2	1
340	что так	1	1
341	но ведь	2	1
342	то и	1	1
343	им в	2	1
344	тому же	3	1
345	но на	4	1
346	вследствие этого	1	1
347	в общении	1	1
348	вообще не	2	1
349	на его	4	1
350	не могла	1	1
351	не следует	1	1
352	тем не	1	1
353	не могущее	1	1
354	и осуществить	1	1
355	верит в	1	1
356	чтобы они	1	1
357	же это	1	1
358	к одному	3	1
359	войти в	2	1
360	ни другого	1	1
361	и уважают	1	1
362	языком и	1	1
363	никому не	1	1
364	его можно	1	1
365	так например	1	1
366	заключает в	1	1
367	и заключается	1	1
368	но все	4	1
369	такого же	2	1
370	это конечно	1	1
371	значительной степени	1	1
372	здесь мы	1	1
373	об этом	1	1
374	к другу	3	1
375	момент и	1	1
376	то есть	16	1
377	себя не	1	1
