N	3gram	Bakhtin_Fr_1	Myslijsy
1	по отношению к	1	8
2	в том что	6	7
3	не может быть	1	5
4	а между тем	1	4
5	до сих пор	4	4
6	можно сказать что	1	4
7	для того чтобы	1	4
8	на самом деле	2	3
9	с точки зрения	3	3
10	во всяком случае	1	3
11	то же время	1	3
12	между тем и	1	3
13	в то же	1	3
14	в своем развитии	1	2
15	и до сих	1	2
16	до известной степени	1	2
17	сами по себе	1	2
18	на этот вопрос	2	2
19	не могут быть	1	2
20	все более и	1	2
21	и в том	2	2
22	то есть в	4	2
23	более и более	1	2
24	в большинстве случаев	2	2
25	половины xix века	1	1
26	дело в том	2	1
27	в настоящее время	1	1
28	в том числе	10	1
29	и не только	1	1
30	и еще более	1	1
31	можно говорить о	1	1
32	никогда не были	1	1
33	но и в	2	1
34	в этом отношении	3	1
35	к тому чтобы	1	1
36	разумеется не только	1	1
37	даже и в	3	1
38	и не подозревает	1	1
39	и не может	1	1
40	и здесь мы	1	1
41	и др в	2	1
42	что такие явления	1	1
43	может быть только	1	1
44	главным образом в	1	1
45	сказать что в	1	1
46	настоящего времени и	1	1
47	имеет в виду	1	1
48	в это время	2	1
49	нет и не	1	1
50	и многие другие	1	1
51	можно выразить и	1	1
52	с одной стороны	2	1
53	в связи с	1	1
54	но при этом	1	1
55	этот вопрос мы	2	1
56	со второй половины	2	1
57	до настоящего времени	1	1
58	с другой стороны	1	1
59	на что не	1	1
60	все то что	1	1
61	в свое время	2	1
62	в них в	1	1
63	что мы уже	1	1
64	то есть из	1	1
65	никогда не может	1	1
66	второй половины xix	2	1
67	всего того что	2	1
68	в одном из	1	1
69	как бы ни	2	1
70	не может стать	1	1
71	том числе и	7	1
72	бы они ни	1	1
73	друг от друга	1	1
74	не представляется возможным	1	1
75	во второй половине	2	1
76	для нас в	1	1
77	представления и понятия	1	1
78	и так в	1	1
79	но нет и	1	1
