N	3gram	Losev_Vlad_2	Myslijsy
1	то что я	1	7
2	в том что	9	7
3	до тех пор	1	6
4	в этом случае	1	5
5	по крайней мере	4	5
6	не может быть	1	5
7	само по себе	2	5
8	о том что	3	5
9	до сих пор	1	4
10	и то что	5	4
11	сам по себе	2	4
12	только тогда когда	1	4
13	можно сказать что	1	4
14	на то что	2	4
15	для того чтобы	1	4
16	тем не менее	6	4
17	есть для меня	1	4
18	с точки зрения	3	3
19	вместе с тем	1	3
20	не то что	2	3
21	во всяком случае	6	3
22	и т д	1	3
23	то же время	3	3
24	потому что в	1	3
25	в то же	3	3
26	что иное как	1	2
27	тех пор пока	1	2
28	в том же	2	2
29	до известной степени	1	2
30	то что в	1	2
31	на этот вопрос	1	2
32	но тем не	1	2
33	а что такое	1	2
34	в данном случае	2	2
35	так или иначе	3	2
36	не в том	3	2
37	и в том	1	2
38	при этом в	1	2
39	не было и	1	2
40	а в том	2	2
41	и как бы	1	2
42	после того как	2	2
43	там же с	10	2
44	равно как и	1	2
45	с тем и	1	2
46	не что иное	1	2
47	есть для нас	1	1
48	по поводу его	1	1
49	а для того	1	1
50	хотя и не	2	1
51	так что не	1	1
52	что же касается	5	1
53	мы его не	1	1
54	на той ступени	1	1
55	дело в том	3	1
56	в настоящее время	2	1
57	в том числе	1	1
58	я от него	1	1
59	я в этом	1	1
60	не менее не	1	1
61	есть хотя и	1	1
62	не имеет никакого	2	1
63	а может быть	1	1
64	не было бы	1	1
65	в этом отношении	1	1
66	что в нем	1	1
67	точно так же	3	1
68	что все это	1	1
69	что такие явления	1	1
70	и не в	1	1
71	что даже и	1	1
72	может быть и	1	1
73	сказать что в	2	1
74	в это время	4	1
75	в этом роде	1	1
76	нечто такое что	1	1
77	ничего общего с	1	1
78	говорить разве только	1	1
79	или как говорит	1	1
80	того что он	1	1
81	в первый раз	1	1
82	в связи с	8	1
83	а в с	1	1
84	в свою очередь	2	1
85	кроме того в	1	1
86	то что по	1	1
87	уже и в	1	1
88	повлиять и на	1	1
89	потому что если	1	1
90	в свое время	1	1
91	но уже после	1	1
92	в той же	1	1
93	сих пор не	1	1
94	как уже сказано	1	1
95	заключается в том	2	1
96	в то время	6	1
97	в том чтобы	2	1
98	с самого начала	1	1
99	тогда когда мы	1	1
100	кроме того что	1	1
101	во второй половине	2	1
102	для нас в	1	1
103	конечно не в	1	1
104	в сравнении с	1	1
105	сказать что все	1	1
106	не без влияния	1	1
107	такой степени что	1	1
108	в себе в	1	1
109	как нам представляется	1	1
110	что мы должны	1	1
111	так и из	1	1
112	там же в	1	1
113	что так как	1	1
