N	3gram	Vygotskiy__3	formyVre
1	как мы уже	2	8
2	человека и его	1	7
3	и того же	4	5
4	одного и того	4	5
5	в связи с	5	5
6	для того чтобы	7	5
7	того чтобы они	1	4
8	в том числе	1	4
9	по отношению к	2	3
10	до сих пор	1	3
11	в этом отношении	3	3
12	мы уже говорили	5	3
13	не может быть	2	3
14	в то время	4	3
15	как и для	1	2
16	же как и	4	2
17	как если бы	1	2
18	с точки зрения	1	2
19	в отличие от	6	2
20	том числе и	1	2
21	вместе с тем	10	2
22	же что и	1	2
23	то время как	4	2
24	так же как	6	2
25	не только в	1	2
26	с одной стороны	5	2
27	по сравнению с	3	2
28	друг к другу	1	2
29	пространственных и временных	1	2
30	связи с этим	1	2
31	с самого начала	6	2
32	со всеми его	1	2
33	но все эти	1	2
34	той или иной	2	2
35	в том что	17	2
36	как и в	2	2
37	в другом месте	1	1
38	по своей природе	1	1
39	мы и в	1	1
40	которая необходима для	1	1
41	остается тем же	1	1
42	и путь к	1	1
43	том что в	1	1
44	одном и том	1	1
45	вопрос в положительном	1	1
46	и во всяком	2	1
47	с ним но	1	1
48	между собой в	1	1
49	что это развитие	1	1
50	на первый план	2	1
51	о которой мы	1	1
52	мы говорили в	1	1
53	в зависимости от	5	1
54	и речи в	2	1
55	сами по себе	3	1
56	как мы увидим	2	1
57	именно в тех	1	1
58	с тем что	3	1
59	с тем и	4	1
60	основе его лежит	1	1
61	совершенно так же	2	1
62	во всей ее	1	1
63	связанных между собой	1	1
64	связанными между собой	2	1
65	включает в себя	2	1
66	так как он	1	1
67	в значительной степени	1	1
68	в самом начале	1	1
69	в данном случае	1	1
70	в основе его	1	1
71	в один ряд	1	1
72	и все его	1	1
73	выступает на первый	1	1
74	тот факт что	5	1
75	смысле этого слова	4	1
76	и том же	1	1
77	к этому типу	1	1
78	так и в	2	1
79	и в этом	2	1
80	не могут быть	1	1
81	и как бы	1	1
82	по своему составу	2	1
83	все более и	1	1
84	во всяком случае	4	1
85	в этом и	2	1
86	и в том	1	1
87	в основе этого	2	1
88	во всех этих	1	1
89	тогда когда они	1	1
90	что и у	1	1
91	в свою очередь	2	1
92	та или иная	3	1
93	в этом случае	1	1
94	о том что	3	1
95	к выводу что	2	1
96	и в самом	1	1
97	более и более	1	1
98	мы будем говорить	1	1
99	в него как	1	1
100	так же мало	1	1
101	которой мы говорили	1	1
102	все эти особенности	1	1
103	он имеет в	1	1
104	с этим мы	1	1
105	сама по себе	1	1
106	друг с другом	5	1
107	снова и снова	1	1
108	в последнем счете	1	1
109	этот вопрос в	1	1
110	в высшей степени	6	1
111	здесь как и	1	1
112	и у нас	1	1
113	и не могло	1	1
114	как мы говорили	1	1
115	и к другому	1	1
