N	2gram	Vygotskiy__1	Sotsiolo
1	истории литературы	1	10
2	все это	8	7
3	в том	30	5
4	в этом	12	5
5	и только	3	3
6	для нас	5	3
7	не только	13	3
8	и в	31	3
9	не в	11	3
10	в его	6	3
11	за пределы	1	2
12	метод и	1	2
13	как только	1	2
14	но и	2	2
15	конце концов	3	2
16	и мы	1	2
17	было бы	6	2
18	исторического развития	1	2
19	должна быть	3	2
20	только в	14	2
21	дело не	1	2
22	далеко не	2	2
23	в результате	4	2
24	том что	16	2
25	это зависит	1	2
26	в частности	3	2
27	как будто	5	2
28	идей и	1	2
29	то что	32	2
30	главным образом	2	2
31	и что	8	2
32	литературы и	1	2
33	еще не	1	2
34	только как	1	2
35	таким образом	20	2
36	это и	3	2
37	в конце	3	2
38	что в	23	2
39	может быть	22	2
40	как бы	5	2
41	очевидно что	6	2
42	и заключается	1	2
43	по существу	4	2
44	то же	5	2
45	быть для	1	1
46	что все	3	1
47	наконец в	2	1
48	по себе	9	1
49	даже в	2	1
50	сама по	2	1
51	так называемым	1	1
52	в мире	1	1
53	не должна	1	1
54	в этой	3	1
55	тому что	4	1
56	отнюдь не	6	1
57	утверждает в	1	1
58	выходит за	1	1
59	этой области	2	1
60	на все	1	1
61	изучения и	1	1
62	результате его	2	1
63	системы как	1	1
64	стоит только	2	1
65	от окружающих	1	1
66	с другой	5	1
67	в соответствующих	1	1
68	его в	2	1
69	и какие	1	1
70	с ним	2	1
71	это не	1	1
72	новые и	1	1
73	на этот	1	1
74	именно в	1	1
75	в чем	2	1
76	научного исследования	1	1
77	все же	5	1
78	один из	4	1
79	и есть	5	1
80	перед нами	1	1
81	психологии и	3	1
82	в то	5	1
83	социологического порядка	1	1
84	есть процесс	1	1
85	мысли в	3	1
86	тем же	3	1
87	и наконец	1	1
88	еще и	1	1
89	только то	2	1
90	а с	1	1
91	том как	1	1
92	эстетику и	1	1
93	и как	2	1
94	в процессе	5	1
95	что эти	3	1
96	настаивает на	1	1
97	что он	7	1
98	прежде всего	4	1
99	области знания	1	1
100	произведение как	2	1
101	в них	2	1
102	так и	3	1
103	не было	3	1
104	одной стороны	6	1
105	те же	4	1
106	но только	3	1
107	и не	16	1
108	на тех	1	1
109	существу дела	2	1
110	никогда не	8	1
111	на основании	7	1
112	зависит от	1	1
113	теоретической мысли	1	1
114	мы не	12	1
115	своего ремесла	1	1
116	ничего не	2	1
117	между собою	1	1
118	мы еще	1	1
119	и самым	2	1
120	не мешает	1	1
121	и о	4	1
122	наш автор	1	1
123	заключаться только	1	1
124	как и	16	1
125	между собой	1	1
126	бы в	2	1
127	без этого	1	1
128	этом не	2	1
129	в настоящее	2	1
130	иначе говоря	5	1
131	она должна	2	1
132	что автор	1	1
133	этих вопросов	1	1
134	мы должны	1	1
135	из круга	1	1
136	в таких	1	1
137	в сущности	10	1
138	благодаря тому	2	1
139	но она	1	1
140	против этого	1	1
141	конечно не	1	1
142	в связи	2	1
143	в те	1	1
144	и его	7	1
145	в этих	4	1
146	автор не	1	1
147	связи с	1	1
148	или не	2	1
149	хотя бы	1	1
150	в целом	5	1
151	стало быть	2	1
152	не может	17	1
153	в своей	3	1
154	только тогда	7	1
155	а в	6	1
156	как искусство	1	1
157	самому существу	3	1
158	что она	6	1
159	о том	7	1
160	по самому	5	1
161	его утверждение	1	1
162	не дает	2	1
163	именно и	2	1
164	в области	11	1
165	к изучению	1	1
166	и потому	2	1
167	же это	1	1
168	настоящее время	2	1
169	представить себе	3	1
170	исследования так	1	1
171	в него	2	1
172	факта что	1	1
173	в котором	4	1
174	никак не	4	1
175	между ними	1	1
176	точке зрения	1	1
177	из тех	1	1
178	могут оказаться	1	1
179	с социальной	1	1
180	по необходимости	1	1
181	все то	3	1
182	может не	1	1
183	столь же	4	1
184	время в	1	1
185	всяком случае	6	1
186	и понимает	1	1
187	когда мы	3	1
188	в силу	3	1
189	он говорит	1	1
190	в область	2	1
191	в конечном	3	1
192	не без	1	1
193	что это	6	1
194	вовсе не	6	1
195	новое и	1	1
196	ли не	1	1
197	же самое	2	1
198	будет тем	1	1
199	с одной	5	1
200	что без	1	1
201	может служить	1	1
202	есть совокупность	1	1
203	но не	3	1
204	у него	4	1
205	для изучения	1	1
206	вопросов в	1	1
207	между тем	4	1
208	но как	2	1
209	и по	3	1
210	что на	3	1
211	конечном счете	3	1
212	стала для	1	1
213	и более	1	1
214	том и	2	1
215	во всяком	8	1
216	что данный	1	1
217	перейти к	1	1
218	в каждом	3	1
219	и понятие	1	1
