N	3gram	Voloshinov_2	Istorich
1	с другой стороны	1	8
2	во всех этих	1	6
3	всех этих случаях	1	6
4	не только в	1	5
5	о том что	3	5
6	с одной стороны	3	4
7	тем не менее	1	4
8	в том что	6	4
9	мы уже знаем	2	3
10	не может быть	10	3
11	и в других	1	2
12	но и в	2	2
13	до сих пор	3	2
14	но тем не	1	2
15	лежит в основе	2	2
16	так и в	1	2
17	в этом и	1	2
18	но все же	1	2
19	как и в	1	2
20	на том что	1	1
21	не может выйти	1	1
22	с точки зрения	13	1
23	а не в	2	1
24	по отношению к	8	1
25	в самом деле	5	1
26	и в особенности	1	1
27	мы увидим в	1	1
28	не совсем так	1	1
29	нам кажется что	1	1
30	в этом случае	1	1
31	то же самое	5	1
32	и как он	1	1
33	он не может	1	1
34	в нем и	1	1
35	находятся в состоянии	1	1
36	в зависимости от	2	1
37	в другом месте	1	1
38	связанные с этим	1	1
39	бы то ни	4	1
40	как мы увидим	1	1
41	независимо от того	1	1
42	но он не	1	1
43	в большинстве случаев	5	1
44	как мы уже	3	1
45	одна из них	1	1
46	а иногда и	2	1
47	как если бы	4	1
48	и не в	3	1
49	ко всякого рода	1	1
50	у него нет	1	1
51	вступает в силу	1	1
52	то ни было	4	1
53	и соответствующие им	1	1
54	мы все же	1	1
55	мы видели не	1	1
56	может выйти за	1	1
57	но по мере	2	1
58	в связи с	7	1
59	это не совсем	1	1
60	более или менее	2	1
61	определяется не только	1	1
62	не имеет значения	1	1
63	и тем более	1	1
64	смысла и значения	1	1
65	или может быть	2	1
66	одной стороны эти	1	1
67	конечно не в	1	1
68	мы можем назвать	1	1
69	к тому что	3	1
70	в противоречие с	1	1
71	как мы видели	3	1
72	мы видели что	1	1
