N	4gram	Voloshinov_1	Psycholo
1	друг с другом и	1	2
2	до тех пор пока	2	2
3	одна и та же	1	2
4	сводится к тому что	1	2
5	одной и той же	2	2
6	точном смысле этого слова	1	2
7	в том что он	1	1
8	и с точки зрения	1	1
9	какой бы то ни	1	1
10	так же нелепо как	1	1
11	в самом деле если	2	1
12	именно в том что	1	1
13	может быть отделен от	1	1
14	или во всяком случае	1	1
15	с этой точки зрения	1	1
16	бы то ни было	8	1
17	это и есть та	1	1
18	так же как и	2	1
19	в то же время	3	1
20	следует ли отсюда что	1	1
21	самом деле если мы	1	1
22	в точном смысле этого	1	1
23	в одной и той	1	1
