N	2gram	Vinokur_Ku_1	Problemy
1	и не	12	31
2	и в	24	29
3	в его	12	24
4	может быть	13	24
5	в этом	14	22
6	а не	8	22
7	т е	38	21
8	в нем	4	19
9	точки зрения	14	19
10	как бы	7	19
11	для него	1	18
12	у достоевского	1	16
13	не только	10	15
14	то что	9	15
15	то же	8	14
16	и его	5	14
17	рядом с	5	14
18	но и	6	14
19	в пределах	4	13
20	с точки	9	13
21	уже не	8	13
22	достоевского в	1	12
23	достоевского не	1	12
24	таким образом	12	12
25	как и	2	12
26	не может	7	12
27	в самом	10	10
28	этом смысле	3	10
29	в то	2	10
30	только в	11	10
31	в одном	3	10
32	там где	4	10
33	все эти	6	9
34	с его	4	9
35	все же	12	9
36	это не	7	9
37	если бы	9	9
38	же время	2	9
39	о нем	2	9
40	но не	5	9
41	по отношению	8	8
42	что в	17	8
43	по себе	2	8
44	в каждом	2	8
45	как не	1	8
46	в том	30	8
47	что он	6	8
48	потому что	23	8
49	до конца	2	8
50	в своем	3	8
51	в своей	2	8
52	отношению к	9	8
53	и на	4	7
54	и как	2	7
55	но в	2	7
56	в себе	3	7
57	том что	21	7
58	не в	11	7
59	вовсе не	10	7
60	так и	7	7
61	лишь как	2	7
62	в форме	1	7
63	прежде всего	9	7
64	а в	5	7
65	одним из	2	6
66	самом деле	9	6
67	так же	4	6
68	менее всего	1	6
69	в одной	1	6
70	как в	4	6
71	в целом	4	6
72	выражение в	1	6
73	что она	3	6
74	его в	1	6
75	несмотря на	3	6
76	точку зрения	1	6
77	в самой	4	6
78	могут быть	1	6
79	говорит он	1	6
80	достоевский в	1	6
81	был бы	2	6
82	в конце	1	6
83	так как	9	6
84	как раз	8	6
85	и потому	4	6
86	не могут	2	6
87	все это	6	6
88	на самом	2	5
89	это и	4	5
90	должна быть	3	5
91	в зависимости	5	5
92	той же	3	5
93	зависимости от	6	5
94	с их	3	5
95	перед нами	1	5
96	он не	2	5
97	но все	2	5
98	было бы	15	5
99	мысли и	1	5
100	в сущности	3	5
101	еще не	5	5
102	с ним	5	5
103	ничего не	2	5
104	между тем	5	5
105	именно в	6	5
106	более того	1	5
107	во всяком	5	5
108	и т	33	4
109	идет о	2	4
110	поэтому и	1	4
111	так чтобы	1	4
112	тем как	1	4
113	бы и	2	4
114	в этой	3	4
115	так сказать	5	4
116	не значит	1	4
117	должно быть	3	4
118	что было	2	4
119	даже в	3	4
120	раз и	1	4
121	как мы	1	4
122	в процессе	1	4
123	от того	1	4
124	все то	1	4
125	и с	5	4
126	но у	1	4
127	из одного	3	4
128	и следовательно	1	4
129	в литературе	1	4
130	он есть	3	4
131	тем что	8	4
132	были бы	2	4
133	что и	4	4
134	как же	1	4
135	превращается в	2	4
136	не было	3	4
137	не на	4	4
138	его как	1	4
139	что же	6	4
140	как предмет	1	4
141	но это	1	4
142	и для	2	4
143	в результате	5	4
144	они не	3	4
145	отношении к	1	3
146	и самое	1	3
147	например в	5	3
148	на материале	1	3
149	я не	2	3
150	ни один	1	3
151	себе и	2	3
152	и пр	15	3
153	кроме того	1	3
154	и понимания	1	3
155	уже в	3	3
156	но именно	1	3
157	на почве	1	3
158	лишь на	1	3
159	далеко не	1	3
160	в их	3	3
161	тому что	3	3
162	одна из	1	3
163	никогда не	2	3
164	как будто	1	3
165	этом отношении	5	3
166	в духе	3	3
167	оно не	3	3
168	только то	1	3
169	в себя	1	3
170	и здесь	3	3
171	с другой	7	3
172	в них	7	3
173	но с	2	3
174	но как	1	3
175	и у	1	3
176	не из	1	3
177	всяком случае	5	3
178	ни в	2	3
179	сами по	1	3
180	т п	18	3
181	само по	1	3
182	нового времени	1	3
183	по существу	4	3
184	как к	1	3
185	и одновременно	1	3
186	бы в	7	3
187	не дает	1	3
188	не знает	1	3
189	сказать что	1	3
190	другой стороны	6	3
191	была бы	3	3
192	в своих	1	3
193	как на	3	3
194	все что	1	3
195	если б	2	2
196	или к	1	2
197	и есть	2	2
198	по преимуществу	2	2
199	из его	1	2
200	п все	1	2
201	все те	2	2
202	в обычном	1	2
203	бы уже	2	2
204	для своего	1	2
205	в которой	6	2
206	вопрос о	2	2
207	на себя	3	2
208	конечно и	1	2
209	и со	1	2
210	как свой	1	2
211	в ней	6	2
212	культурной традиции	1	2
213	то он	1	2
214	отношение к	1	2
215	его личного	1	2
216	так что	4	2
217	в истории	3	2
218	в той	5	2
219	с этим	4	2
220	однако не	6	2
221	могли бы	2	2
222	она так	1	2
223	его к	3	2
224	на его	3	2
225	всех этих	1	2
226	в россии	1	2
227	и единство	1	2
228	то ни	1	2
229	же не	1	2
230	при этом	6	2
231	а его	1	2
232	между отдельными	1	2
233	в жизни	1	2
234	случайно и	1	2
235	и уже	1	2
236	как целое	1	2
237	как таковой	2	2
238	в котором	3	2
239	в которых	6	2
240	но он	1	2
241	друг другу	1	2
242	однако в	1	2
243	человека но	1	2
244	но они	1	2
245	мысли в	1	2
246	чтобы в	2	2
247	на себе	6	2
248	поэтому в	1	2
249	его о	1	2
250	в структуре	2	2
251	правда в	1	2
252	а лишь	1	2
253	связи с	7	2
254	в сознании	1	2
255	е не	2	2
256	уже и	3	2
257	не потому	5	2
258	к себе	4	2
259	во все	2	2
260	что оно	3	2
261	для себя	1	2
262	и что	5	2
263	и сам	1	2
264	построение этого	1	2
265	находится в	1	2
266	никак не	2	2
267	и во	1	2
268	а потому	5	2
269	по своим	2	2
270	для самого	1	2
271	как например	2	2
272	один из	4	2
273	тот же	2	2
274	хотя бы	10	2
275	или же	1	2
276	же и	2	2
277	конечно не	2	2
278	в большинстве	2	2
279	то и	2	2
280	ни одного	2	2
281	о слове	1	2
282	является не	1	2
283	большинстве случаев	1	2
284	или даже	1	2
285	его и	1	2
286	одно из	2	2
287	и даже	3	2
288	до сих	4	2
289	все время	1	2
290	себя и	1	2
291	социальной жизни	2	2
292	к более	1	2
293	здесь действительно	1	2
294	на этот	2	2
295	самый факт	1	2
296	него не	1	2
297	только как	1	2
298	в данном	4	2
299	своего времени	2	2
300	и идеи	1	2
301	в контексте	2	2
302	с этой	2	2
303	весь этот	1	2
304	является для	1	2
305	в условиях	1	2
306	сих пор	4	2
307	и разрешить	1	2
308	в смысле	2	2
309	можно было	6	2
310	нисколько не	3	2
311	слова но	2	2
312	и от	1	2
313	себя самого	2	2
314	бы он	1	2
315	из своего	1	2
316	же в	4	2
317	не есть	4	2
318	значит конечно	1	2
319	е в	2	2
320	слово в	1	2
321	этот вопрос	1	2
322	между ними	2	2
323	есть и	1	2
324	жизни и	1	2
325	но эти	1	2
326	также не	1	2
327	то оно	2	2
328	не укладывается	1	2
329	смысле слова	1	1
330	же как	1	1
331	совершенно справедливо	1	1
332	словом как	1	1
333	проблемы в	1	1
334	выражения в	1	1
335	в первом	3	1
336	из самых	1	1
337	также что	1	1
338	она все	1	1
339	исходит из	1	1
340	противном случае	1	1
341	и больше	1	1
342	из дневника	1	1
343	едва ли	1	1
344	с таким	1	1
345	собою в	1	1
346	его не	1	1
347	который в	1	1
348	слышать и	1	1
349	именно к	1	1
350	есть нечто	1	1
351	и принципы	1	1
352	социальной действительности	1	1
353	на практике	3	1
354	но даже	1	1
355	свой предмет	2	1
356	видим мы	1	1
357	и он	3	1
358	формы в	2	1
359	во всех	1	1
360	в теснейшей	1	1
361	он говорит	1	1
362	прокрустово ложе	1	1
363	а только	8	1
364	в противоречии	1	1
365	в качестве	7	1
366	тогда как	2	1
367	и лишает	1	1
368	можно прямо	1	1
369	что они	4	1
370	из таких	1	1
371	к сожалению	1	1
372	относится к	2	1
373	которые не	1	1
374	заключено в	1	1
375	в рамках	4	1
376	что именно	1	1
377	что касается	2	1
378	в противном	1	1
379	усматривает в	1	1
380	своему предмету	1	1
381	хотя и	3	1
382	более или	3	1
383	в действительности	1	1
384	зрения как	1	1
385	от этого	2	1
386	со своей	1	1
387	не приходится	1	1
388	та же	1	1
389	автор в	1	1
390	что это	5	1
391	с внешней	1	1
392	бы сказать	1	1
393	в нашем	1	1
394	из этих	4	1
395	не сделал	3	1
396	в известном	1	1
397	будто и	1	1
398	имеем в	1	1
399	воспитания и	1	1
400	как он	1	1
401	но на	1	1
402	а вовсе	1	1
403	и если	3	1
404	вообще не	1	1
405	идей и	1	1
406	не следует	1	1
407	больше всего	2	1
408	в случае	1	1
409	и еще	2	1
410	он должен	1	1
411	же это	1	1
412	к одному	1	1
413	в начале	1	1
414	же порядка	1	1
415	и вот	1	1
416	имеет смысл	1	1
417	и наглядно	2	1
418	к основной	1	1
419	такова например	2	1
420	и по	1	1
421	же остается	1	1
422	лишь с	1	1
423	прежде чем	1	1
424	или иных	1	1
425	от нее	1	1
426	что все	2	1
427	выражение и	1	1
428	единое и	1	1
429	в совершенно	1	1
430	их подлинный	1	1
431	же касается	4	1
432	об этом	1	1
433	из них	4	1
434	особенности в	1	1
435	них не	1	1
436	лишь в	2	1
437	заключается в	2	1
438	слагающихся в	1	1
439	может стать	1	1
440	и мы	2	1
441	то все	1	1
442	роль в	4	1
443	истории и	1	1
444	смысл лишь	1	1
445	которому и	1	1
446	для них	2	1
447	но уже	5	1
448	он является	1	1
449	быть только	1	1
450	она и	1	1
451	является их	1	1
452	при том	2	1
453	все равно	2	1
454	в соединении	1	1
455	он действительно	1	1
456	мы имеем	6	1
457	т д	14	1
458	качества все	1	1
459	не всегда	2	1
460	между собою	2	1
461	действительно не	1	1
462	смысл и	2	1
463	со всей	1	1
464	одного и	2	1
465	и становится	2	1
466	на первый	1	1
467	или менее	3	1
468	сделал в	1	1
469	взгляд на	1	1
470	как факт	1	1
471	вот он	1	1
472	видел и	1	1
473	что вся	1	1
474	не столько	2	1
475	своего рода	1	1
476	вовсе еще	1	1
477	то лишь	1	1
478	должны были	1	1
479	по крайней	5	1
480	том и	2	1
481	в устах	1	1
482	слов о	2	1
483	самого это	1	1
484	от чисто	1	1
485	твердое и	1	1
486	отчетливо и	1	1
487	например не	2	1
488	не имеет	2	1
489	который был	1	1
490	дело в	1	1
491	только из	1	1
492	и притом	1	1
493	и форм	1	1
494	и именно	2	1
495	иметь в	1	1
496	того чтобы	17	1
497	та или	1	1
498	не могло	1	1
499	только не	1	1
500	не то	1	1
501	из него	1	1
502	рассматривать как	1	1
503	всего на	1	1
504	или иная	1	1
505	с одним	1	1
506	действительно в	1	1
507	на этом	1	1
508	на те	2	1
509	целое в	1	1
510	это слово	3	1
511	убедиться в	1	1
512	вот что	1	1
513	бы функцию	1	1
514	то это	3	1
515	в области	7	1
516	в каком	2	1
517	и социального	1	1
518	у нас	10	1
519	одно и	1	1
520	смысл может	1	1
521	из элементов	1	1
522	здесь совершенно	1	1
523	просто на	1	1
524	чтобы сделать	1	1
525	должны быть	2	1
526	к тому	5	1
527	они и	1	1
528	свое значение	1	1
529	и свое	1	1
530	и возникает	1	1
531	форма а	2	1
532	подходит именно	1	1
533	может показаться	1	1
534	капитанской дочки	2	1
535	в каждой	1	1
536	должен быть	4	1
537	но только	1	1
538	то она	1	1
539	е все	1	1
540	свою очередь	3	1
541	и сами	2	1
542	здесь не	3	1
543	в ее	1	1
544	тот особый	1	1
545	чтобы быть	2	1
546	и говорит	2	1
547	только такую	1	1
548	собственно не	1	1
549	как с	2	1
550	и когда	1	1
551	о тех	1	1
552	что у	1	1
553	не трудно	7	1
554	здесь как	2	1
555	в борьбе	1	1
556	которая была	1	1
557	во многом	1	1
558	она была	1	1
559	подойти к	2	1
560	именно этот	1	1
561	по сравнению	1	1
562	и одинаковое	1	1
563	для этого	3	1
564	в настоящее	1	1
565	со стороны	4	1
566	чтобы искать	1	1
567	развития одного	1	1
568	уже само	1	1
569	даже не	1	1
570	образом в	1	1
571	как формы	1	1
572	в виду	5	1
573	только и	3	1
574	первом случае	1	1
575	типа но	1	1
576	тех кто	1	1
577	о том	9	1
578	то во	1	1
579	настоящее время	1	1
580	за пределами	1	1
581	уже совсем	1	1
582	утверждает что	1	1
583	такова что	2	1
584	можно сказать	3	1
585	времени в	1	1
586	своим предметом	1	1
587	того как	4	1
588	по типу	1	1
589	во втором	2	1
590	как его	1	1
591	и только	1	1
592	крайней мере	5	1
593	не надо	1	1
594	единство индивидуального	1	1
595	рассказа что	1	1
596	утрачивают свою	1	1
597	две категории	1	1
598	если это	1	1
599	того что	9	1
600	к которому	3	1
601	смысле его	1	1
602	речь о	1	1
603	мы увидим	3	1
604	что даже	1	1
605	явления в	1	1
606	в какой	6	1
607	и так	1	1
608	а с	3	1
609	и ценное	1	1
610	которое его	1	1
611	однако с	1	1
612	себя в	1	1
613	в прокрустово	1	1
614	не все	2	1
615	а то	2	1
616	и других	1	1
617	иной смысл	1	1
618	следует что	4	1
619	возможна и	1	1
620	не так	1	1
621	себе в	3	1
622	и их	1	1
623	могло бы	1	1
624	иначе как	2	1
625	не для	1	1
626	ему принадлежит	1	1
627	к явлениям	1	1
628	к ним	1	1
629	может служить	2	1
630	противоречии с	1	1
631	но что	1	1
632	того или	4	1
633	это было	2	1
634	она имеет	1	1
635	к той	1	1
636	в других	1	1
637	другой и	1	1
638	нет в	1	1
639	для того	16	1
640	важна нам	1	1
641	в особенности	3	1
642	его романической	1	1
643	свою мысль	1	1
644	тотчас же	1	1
645	однако что	1	1
646	здесь в	1	1
647	а именно	2	1
648	случаев в	1	1
649	во второй	1	1
650	к его	1	1
651	если мы	2	1
652	что не	5	1
653	только к	2	1
654	что для	1	1
655	от другого	1	1
656	такое понимание	1	1
657	притом не	1	1
658	а на	2	1
659	романической композиции	1	1
660	ничем не	1	1
661	зависит от	1	1
662	жизнь в	1	1
663	возникает та	1	1
664	на этих	1	1
665	что обычно	1	1
666	что мы	1	1
667	под влиянием	3	1
668	в одно	1	1
669	если не	3	1
670	с помощью	7	1
671	самое построение	1	1
672	я называю	1	1
673	является его	1	1
674	или другого	1	1
675	в частности	4	1
676	как одно	1	1
677	к другой	1	1
678	к своему	2	1
679	системе как	1	1
680	что за	1	1
681	нами явление	1	1
682	в тех	4	1
683	и там	1	1
684	у самого	1	1
685	наконец и	1	1
686	в состоянии	2	1
687	к следующему	1	1
688	мы сказали	1	1
689	этого слова	3	1
690	этот не	1	1
691	слова и	4	1
692	этом случае	2	1
693	в основном	1	1
694	и собирает	1	1
695	не раз	2	1
696	человека о	1	1
697	тех или	1	1
698	в более	2	1
699	любовь к	2	1
700	он видел	1	1
701	отсюда следует	2	1
702	что я	2	1
703	е о	2	1
704	всего можно	1	1
705	и все	2	1
706	чтобы его	1	1
707	будто бы	1	1
708	речи как	1	1
709	только что	1	1
710	ее в	2	1
711	мы видели	1	1
712	я в	1	1
713	в искусстве	1	1
714	но отчасти	1	1
715	для разрешения	1	1
716	может и	1	1
717	в свою	3	1
718	но если	2	1
719	возможно лишь	1	1
720	совершенно не	1	1
721	или иного	3	1
722	перед нею	1	1
723	лишает их	1	1
724	сам в	1	1
725	на своем	1	1
726	достоевского здесь	1	1
727	где он	1	1
728	можно еще	1	1
729	случае если	1	1
730	к этому	1	1
731	в таком	3	1
732	точно так	1	1
733	этой точки	2	1
