N	3gram	Potebnia_M_1	Psycholo
1	в том что	13	17
2	для того чтобы	2	13
3	с точки зрения	3	10
4	заключается в том	1	10
5	и т п	2	8
6	не может быть	9	8
7	с таким образом	1	8
8	на то что	1	6
9	на самом деле	1	5
10	до сих пор	1	5
11	в этом отношении	1	5
12	и той же	3	4
13	сам по себе	1	4
14	можно было бы	1	4
15	так же как	1	4
16	тем не менее	6	4
17	о том что	1	4
18	только в том	6	4
19	одной и той	3	4
20	в том виде	1	3
21	сами по себе	1	3
22	с тем что	3	3
23	точно так же	1	3
24	в то время	1	3
25	само по себе	4	3
26	несмотря на все	1	3
27	что и в	3	3
28	искать не в	1	2
29	имеет дело с	1	2
30	то есть как	1	2
31	но так как	1	2
32	это было бы	1	2
33	так как в	2	2
34	подобно тому как	3	2
35	в том и	2	2
36	как и в	2	2
37	на этот вопрос	2	2
38	и что в	3	2
39	не в том	4	2
40	указывает на то	1	2
41	потому что она	1	2
42	все более и	2	2
43	бы то ни	2	2
44	во всяком случае	1	2
45	но совершенно ясно	1	2
46	этой точки зрения	1	2
47	и таким образом	1	2
48	и в том	3	2
49	таким образом в	1	2
50	то же время	3	2
51	в свою очередь	4	2
52	это значит что	1	2
53	с другой стороны	5	2
54	в то же	3	2
55	заключает в себе	2	2
56	более и более	2	2
57	к тому что	2	2
58	только потому что	2	2
59	и т д	4	2
60	то все же	1	1
61	и того же	2	1
62	и может быть	2	1
63	не в состоянии	1	1
64	а между тем	3	1
65	что иное как	2	1
66	думать говорит он	1	1
67	то ни стало	1	1
68	потому что в	4	1
69	времен и народов	1	1
70	может быть содержанием	1	1
71	в этом смысле	4	1
72	а не по	1	1
73	том что при	1	1
74	того или другого	1	1
75	и там где	1	1
76	в языке с	1	1
77	чтобы показать что	1	1
78	во что бы	1	1
79	деятельности и как	1	1
80	между тем в	1	1
81	должно быть возможно	1	1
82	в таком случае	2	1
83	по себе и	1	1
84	но и в	4	1
85	в области психологии	1	1
86	не было бы	1	1
87	только то что	1	1
88	для всех народов	1	1
89	что не только	2	1
90	что в них	1	1
91	только при помощи	1	1
92	и которые поэтому	1	1
93	в противном случае	3	1
94	с этой точки	1	1
95	по крайней мере	2	1
96	как если бы	1	1
97	и в этих	1	1
98	вносит в нее	1	1
99	в ней не	1	1
100	что бы то	1	1
101	от того что	1	1
102	то ни было	1	1
103	во внимание что	2	1
104	чтобы убедиться в	1	1
105	может быть не	1	1
106	бы так же	1	1
107	то должно быть	1	1
108	с но если	1	1
109	не есть еще	1	1
110	с одной стороны	3	1
111	случаев в которых	1	1
112	не зависит от	1	1
113	но при этом	1	1
114	в том как	3	1
115	в произведении искусства	1	1
116	с тем же	1	1
117	не могут быть	2	1
118	было бы так	1	1
119	что в таком	2	1
120	нам что и	1	1
121	совершенно справедливо что	1	1
122	в связи с	1	1
123	которые могут быть	1	1
124	тем что в	1	1
125	по себе не	1	1
126	и в таком	1	1
127	представить себе нельзя	1	1
128	более или менее	1	1
129	так как другой	1	1
130	всех времен и	1	1
131	по себе а	1	1
132	том смысле что	1	1
133	очевидно что если	1	1
134	то что мы	1	1
135	духовной жизни человека	1	1
136	на этом основании	1	1
137	и тем самым	1	1
138	с самого начала	3	1
139	не только не	2	1
140	что в противном	2	1
141	мы думаем что	1	1
142	до какой степени	1	1
143	ключ ко всем	1	1
144	с тем и	1	1
145	том что все	1	1
146	одного и того	2	1
147	друг от друга	2	1
148	если бы не	2	1
149	и говорит что	1	1
150	быть возможно и	1	1
151	после того как	1	1
152	которые должны быть	1	1
153	том что по	2	1
154	не потому что	1	1
155	в том смысле	4	1
156	не что иное	2	1
157	в первом случае	1	1
158	он не нуждается	1	1
159	мы увидим что	3	1
160	привело к тому	1	1
161	не так как	1	1
162	что на деле	1	1
163	тем которые мы	1	1
