N	2gram	Vinokur_St_3	formyVre
1	и в	25	46
2	в этом	24	22
3	и т	8	14
4	прежде всего	10	14
5	вовсе не	2	13
6	и его	3	12
7	во всех	2	11
8	не только	12	11
9	только в	6	11
10	т п	6	11
11	как бы	6	10
12	то есть	2	10
13	во время	3	10
14	точки зрения	7	10
15	в том	20	10
16	но в	5	10
17	не в	6	9
18	у него	9	9
19	но и	9	9
20	вместе с	2	9
21	и не	10	9
22	и для	4	9
23	то же	5	8
24	как и	4	8
25	с точки	4	8
26	для того	2	8
27	того чтобы	1	8
28	потому что	5	8
29	связи с	3	8
30	в его	12	8
31	из них	1	8
32	в связи	3	8
33	жизни и	1	8
34	и на	6	7
35	так сказать	2	7
36	всех этих	3	7
37	так и	5	7
38	в них	5	7
39	может быть	19	7
40	времени в	1	7
41	в одном	1	7
42	то что	12	7
43	как мы	2	6
44	еще не	2	6
45	все же	4	6
46	и наконец	3	6
47	и с	4	6
48	его в	1	6
49	никогда не	2	6
50	те же	1	6
51	и во	2	6
52	так как	3	6
53	в особенности	4	6
54	все это	8	6
55	и времени	1	6
56	и все	1	6
57	но не	2	5
58	с этим	7	5
59	в своем	1	5
60	все эти	3	5
61	связанные с	1	5
62	он не	5	5
63	в нем	1	5
64	этих форм	1	5
65	должно быть	1	5
66	в то	7	5
67	в дальнейшем	1	5
68	и у	2	5
69	и др	4	5
70	в частности	1	5
71	в пределах	1	5
72	по существу	1	5
73	в смысле	4	5
74	что в	19	5
75	отношения к	1	4
76	также и	1	4
77	и он	1	4
78	что они	2	4
79	в истории	1	4
80	как в	6	4
81	уже в	3	4
82	из этих	6	4
83	том что	15	4
84	в котором	5	4
85	место в	6	4
86	том же	1	4
87	героев и	1	4
88	же время	3	4
89	смерти и	1	4
90	в образе	1	4
91	в эпоху	1	4
92	с ним	1	4
93	о том	8	4
94	его жизни	1	4
95	все его	1	4
96	вопросу о	1	4
97	так что	11	4
98	конечно не	1	4
99	и их	1	4
100	а не	5	4
101	с этой	3	4
102	есть и	1	4
103	здесь еще	1	3
104	дан в	1	3
105	почти все	1	3
106	ему в	1	3
107	в виду	2	3
108	того же	2	3
109	мы будем	1	3
110	точка зрения	4	3
111	отношение к	4	3
112	нет и	2	3
113	целый ряд	1	3
114	и как	1	3
115	и художественного	1	3
116	уже не	3	3
117	имеем в	2	3
118	т д	2	3
119	и по	2	3
120	таким образом	10	3
121	а затем	1	3
122	в их	3	3
123	в которых	2	3
124	не могли	1	3
125	как можно	2	3
126	кроме того	3	3
127	же самое	1	3
128	к тому	2	3
129	себя и	2	3
130	на основе	2	3
131	том как	1	3
132	в другом	3	3
133	а также	4	3
134	как у	1	3
135	борьба с	2	3
136	что и	1	3
137	того что	5	3
138	что он	19	3
139	все они	3	3
140	в качестве	4	3
141	и они	1	3
142	на протяжении	4	3
143	за счет	1	3
144	для него	3	3
145	тем что	19	3
146	в форме	2	3
147	не было	4	3
148	не на	2	3
149	о чем	1	3
150	вещами и	1	3
151	с помощью	1	3
152	это значит	1	3
153	в это	2	3
154	к вопросу	1	3
155	не является	3	3
156	тем более	3	3
157	в этих	11	3
158	ее в	2	3
159	а в	6	3
160	всего в	4	3
161	но эти	1	3
162	и другие	1	3
163	к этому	3	3
164	и идей	1	3
165	смысле слова	1	2
166	ту же	1	2
167	как его	1	2
168	тем же	1	2
169	и так	1	2
170	и до	1	2
171	мы имеем	5	2
172	в сущности	2	2
173	говорить о	3	2
174	он был	3	2
175	в уста	2	2
176	не был	2	2
177	если в	2	2
178	вступают в	2	2
179	большое значение	2	2
180	в одной	2	2
181	опирается на	1	2
182	то в	4	2
183	и к	4	2
184	от этого	1	2
185	в этой	14	2
186	с одной	2	2
187	как он	1	2
188	человек не	1	2
189	она еще	1	2
190	на этом	3	2
191	форма в	1	2
192	по аналогии	1	2
193	лишь в	4	2
194	по себе	1	2
195	этого нового	1	2
196	с тем	4	2
197	мы видели	1	2
198	история о	1	2
199	бога и	1	2
200	одном из	1	2
201	но эта	1	2
202	но он	3	2
203	друг другу	1	2
204	в прямом	2	2
205	и более	3	2
206	в той	1	2
207	в отношении	2	2
208	вплоть до	1	2
209	на котором	2	2
210	там где	1	2
211	и всегда	2	2
212	в самой	1	2
213	более что	2	2
214	этом отношении	4	2
215	очень часто	1	2
216	в духе	2	2
217	могут быть	2	2
218	и это	5	2
219	и о	1	2
220	здесь не	1	2
221	без всякого	2	2
222	не мог	2	2
223	особенно в	1	2
224	но здесь	1	2
225	находится в	1	2
226	и должно	1	2
227	влияние на	1	2
228	можно сказать	4	2
229	это не	7	2
230	и только	2	2
231	века и	1	2
232	в литературе	1	2
233	литературы в	1	2
234	что здесь	4	2
235	один из	2	2
236	мы видим	4	2
237	и образов	1	2
238	со всеми	1	2
239	в поэзии	2	2
240	и других	2	2
241	до того	1	2
242	в конце	6	2
243	протяжении всего	1	2
244	рядом с	1	2
245	не были	1	2
246	или иной	2	2
247	до сих	2	2
248	с другой	5	2
249	именно в	1	2
250	было бы	7	2
251	в некоторых	3	2
252	и пр	13	2
253	у нас	4	2
254	не знает	1	2
255	жизни но	2	2
256	до конца	3	2
257	человек в	1	2
258	если не	1	2
259	что все	3	2
260	не может	7	2
261	так же	1	2
262	в данном	1	2
263	наряду с	1	2
264	в последнем	2	2
265	одновременно с	1	2
266	а потом	1	2
267	него есть	2	2
268	сих пор	2	2
269	о его	1	2
270	ни для	1	2
271	с большой	1	2
272	к будущему	1	2
273	в двух	1	2
274	у них	1	2
275	такие слова	1	2
276	но это	4	2
277	как на	6	2
278	во всяком	4	2
279	все что	1	2
280	который должен	1	1
281	в обычном	1	1
282	например в	4	1
283	в следующие	1	1
284	мы здесь	1	1
285	связан с	3	1
286	и то	1	1
287	на самом	1	1
288	значении этого	1	1
289	сил и	1	1
290	она у	1	1
291	идет о	1	1
292	по этим	1	1
293	по преимуществу	1	1
294	всего образ	1	1
295	свое место	1	1
296	должна быть	1	1
297	и больше	1	1
298	видеть в	1	1
299	был и	1	1
300	для этих	1	1
301	сказать по	1	1
302	а как	4	1
303	есть не	1	1
304	принадлежит только	1	1
305	на материале	1	1
306	для своего	1	1
307	что если	2	1
308	вопрос о	1	1
309	понимает не	1	1
310	выходит из	2	1
311	на эти	3	1
312	начинается с	1	1
313	представлением о	1	1
314	время как	4	1
315	в числе	1	1
316	подчеркнуть что	3	1
317	в каждой	2	1
318	форм в	1	1
319	в ней	4	1
320	и говорить	1	1
321	разумеется не	2	1
322	между собой	1	1
323	нужно как	1	1
324	в чем	4	1
325	с его	3	1
326	тем как	2	1
327	это имеет	1	1
328	самом деле	2	1
329	чумы и	1	1
330	в общем	4	1
331	показаться что	1	1
332	за пределы	1	1
333	трагедии например	2	1
334	как говорит	1	1
335	в трагедии	6	1
336	каждая из	3	1
337	из уст	1	1
338	что как	1	1
339	более и	2	1
340	он часто	1	1
341	однако не	1	1
342	в европейской	2	1
343	этом же	1	1
344	когда он	1	1
345	которой проявляется	1	1
346	что по	3	1
347	его к	2	1
348	является выражением	1	1
349	тяготеет к	1	1
350	них как	1	1
351	и этим	1	1
352	хотя она	1	1
353	в самом	2	1
354	в которой	4	1
355	тон в	1	1
356	формы в	2	1
357	бы не	1	1
358	время чумы	2	1
359	так в	1	1
360	еще один	1	1
361	частности на	1	1
362	остановиться на	1	1
363	им в	2	1
364	всего необходимо	1	1
365	и тот	2	1
366	рода так	1	1
367	с чувством	2	1
368	без свидетелей	1	1
369	идей и	1	1
370	сама тема	1	1
371	они в	1	1
372	выражения и	1	1
373	же это	1	1
374	не как	2	1
375	час это	1	1
376	данном отношении	1	1
377	на его	4	1
378	в сей	2	1
