N	2gram	Tiupa_Hudo_1	Problema
1	то есть	18	46
2	в его	9	43
3	и не	15	42
4	и в	19	38
5	эстетический объект	4	37
6	эстетического объекта	4	37
7	не может	7	27
8	может быть	14	26
9	как бы	9	22
10	по отношению	9	21
11	в художественном	4	20
12	отнюдь не	2	19
13	отношению к	9	19
14	и его	12	16
15	в этом	11	15
16	в нем	5	15
17	только в	5	13
18	прежде всего	4	13
19	но не	11	12
20	за пределы	2	12
21	в эстетический	3	12
22	художественного творчества	4	12
23	в единстве	1	12
24	в искусстве	7	12
25	художественного произведения	3	11
26	во всех	3	11
27	в области	6	11
28	ни в	5	11
29	и для	2	11
30	не входит	2	10
31	отношение к	5	10
32	таким образом	3	10
33	в их	5	10
34	материала в	2	10
35	к нему	3	10
36	не только	16	9
37	в поэзии	1	9
38	не имеет	1	9
39	его в	2	9
40	художественной формы	1	9
41	имеет дело	1	9
42	но и	10	9
43	и как	3	8
44	входит в	4	8
45	было бы	1	8
46	точки зрения	10	8
47	место в	4	8
48	произведения как	3	8
49	в том	18	8
50	и др	2	8
51	художественное произведение	1	8
52	то что	4	8
53	еще не	3	7
54	в самом	5	7
55	как и	2	7
56	и становится	1	7
57	не в	7	7
58	как мы	1	7
59	конститутивный момент	1	7
60	с другой	7	7
61	между тем	4	7
62	слова в	2	7
63	объекта и	3	7
64	в своей	5	7
65	что в	6	7
66	отношения к	2	6
67	на основе	2	6
68	в пределах	3	6
69	не всегда	1	6
70	с точки	3	6
71	не есть	1	6
72	можно только	1	6
73	дело с	1	6
74	а в	12	6
75	художественном произведении	1	5
76	тем как	1	5
77	отличие от	7	5
78	в своем	2	5
79	все эти	2	5
80	при этом	13	5
81	то же	10	5
82	это не	2	5
83	в них	2	5
84	рядом с	1	5
85	далеко не	2	5
86	в отличие	7	5
87	так и	11	5
88	произведения в	1	5
89	форму в	1	5
90	в основе	4	5
91	и о	3	5
92	никогда не	2	5
93	с ним	2	5
94	и прежде	1	5
95	не на	3	5
96	а не	9	5
97	могут быть	4	5
98	должно быть	1	5
99	эстетическим объектом	1	5
100	на границах	1	5
101	все они	1	5
102	имеет место	2	5
103	содержания в	1	4
104	в виду	5	4
105	конечном счете	5	4
106	не входят	1	4
107	как в	2	4
108	но в	7	4
109	в нашем	2	4
110	в себе	9	4
111	в данном	4	4
112	не менее	3	4
113	тем самым	4	4
114	в то	6	4
115	известной степени	3	4
116	здесь не	2	4
117	позицию по	1	4
118	в ее	5	4
119	в произведении	3	4
120	не с	2	4
121	о том	2	4
122	направленной на	1	4
123	в конечном	5	4
124	от всех	1	4
125	с ними	1	4
126	в форме	4	4
127	к которому	4	4
128	что не	1	4
129	в романе	3	4
130	более того	1	4
131	не способна	1	4
132	и потому	2	4
133	искусства но	3	4
134	в более	1	4
135	себя самого	1	4
136	между ними	4	4
137	сказать что	4	4
138	другой стороны	5	4
139	также и	1	3
140	например в	3	3
141	противном случае	2	3
142	едва ли	1	3
143	действительности и	1	3
144	говорить о	3	3
145	композиционных форм	3	3
146	на них	1	3
147	бы то	1	3
148	значение для	1	3
149	и эстетического	1	3
150	и к	3	3
151	в целом	3	3
152	на произведение	1	3
153	вследствие этого	1	3
154	к миру	1	3
155	он не	4	3
156	то ни	1	3
157	в мире	21	3
158	а как	1	3
159	с другими	4	3
160	и тем	2	3
161	в слове	3	3
162	том что	8	3
163	искусства не	1	3
164	есть его	1	3
165	тем не	3	3
166	в противном	2	3
167	имеем дело	2	3
168	же время	5	3
169	языка в	4	3
170	все то	1	3
171	в событии	1	3
172	и это	2	3
173	хотя и	3	3
174	и от	1	3
175	начало и	2	3
176	приводит к	5	3
177	как содержание	1	3
178	если бы	3	3
179	искусства и	1	3
180	к действительности	3	3
181	и сделать	1	3
182	основе своей	1	3
183	эстетического созерцания	3	3
184	на ее	1	3
185	эстетическому объекту	1	3
186	на почве	3	3
187	иных случаях	1	3
188	этом смысле	3	3
189	но с	1	3
190	одной из	2	3
191	с одной	2	3
192	со всеми	1	3
193	слова не	1	3
194	в известной	1	3
195	входят в	1	3
196	как такового	1	3
197	и даже	1	3
198	оно не	1	3
199	себя и	2	3
200	одной стороны	2	3
201	его как	1	3
202	на фоне	1	3
203	в иных	1	3
204	в область	1	3
205	и на	2	3
206	слова и	2	3
207	все это	2	3
208	не является	4	3
209	за его	1	3
210	и другими	1	3
211	об искусстве	1	3
212	от него	1	3
213	ни было	1	3
214	не знает	3	3
215	в таком	1	3
216	все что	1	3
217	они не	1	3
218	можно говорить	1	2
219	и есть	1	2
220	в котором	1	2
221	др в	1	2
222	есть не	1	2
223	мы имеем	6	2
224	не во	1	2
225	эстетическая деятельность	5	2
226	себя свою	1	2
227	совпадает с	2	2
228	но она	2	2
229	не вполне	2	2
230	это отношение	3	2
231	я не	2	2
232	столь же	1	2
233	в чем	2	2
234	с его	6	2
235	коем случае	2	2
236	но как	2	2
237	а только	4	2
238	художественных произведений	1	2
239	не все	2	2
240	ивана карамазова	1	2
241	художественного впечатления	3	2
242	или иное	1	2
243	в истории	1	2
244	как к	2	2
245	эстетической деятельности	2	2
246	к чему	1	2
247	что это	1	2
248	бы не	1	2
249	и те	1	2
250	на то	1	2
251	не следует	4	2
252	он должен	3	2
253	на этом	1	2
254	в каждом	1	2
255	здесь мы	1	2
256	лишь в	4	2
257	искусства в	4	2
258	не совпадает	1	2
259	и конец	2	2
260	на первый	1	2
261	или точнее	1	2
262	все и	1	2
263	не путем	1	2
264	и более	2	2
265	не могли	1	2
266	том же	1	2
267	случае мы	1	2
268	момент художественной	1	2
269	в таких	1	2
270	произведения это	1	2
271	дело в	1	2
272	одна из	2	2
273	этого объекта	1	2
274	того чтобы	2	2
275	в коем	2	2
276	в самой	2	2
277	связи с	1	2
278	у нас	1	2
279	не могут	1	2
280	отличается от	2	2
281	же самое	1	2
282	для того	2	2
283	должен быть	1	2
284	на материал	1	2
285	что все	1	2
286	композиционные формы	1	2
287	самим собою	2	2
288	только при	1	2
289	философской эстетики	1	2
290	в себя	2	2
291	степени и	1	2
292	с самим	2	2
293	и здесь	1	2
294	в другом	3	2
295	и что	3	2
296	в значительной	1	2
297	человека как	1	2
298	и мир	1	2
299	того что	4	2
300	содержанию которое	1	2
301	художественного восприятия	4	2
302	имеет автора-творца	1	2
303	нуждается в	1	2
304	что он	3	2
305	в какой	2	2
306	и ее	3	2
307	на мир	1	2
308	себя в	7	2
309	поэт в	1	2
310	не дает	1	2
311	языка но	1	2
312	что и	2	2
313	вовсе не	2	2
314	случае не	2	2
315	форма романа	1	2
316	то или	1	2
317	тем что	1	2
318	лишь для	1	2
319	в особенности	1	2
320	нашем примере	1	2
321	художественного завершения	1	2
322	или иной	7	2
323	связаны с	1	2
324	души и	1	2
325	и пр	1	2
326	не было	1	2
327	в связи	1	2
328	в частности	13	2
329	как это	5	2
330	в строгом	1	2
331	своего объекта	1	2
332	все моменты	1	2
333	из которых	1	2
334	к своему	1	2
335	деятельность не	1	2
336	для понимания	2	2
337	можно сказать	5	2
338	того или	3	2
339	в культуре	3	2
340	является как	1	2
341	и внешнего	1	2
342	искусства как	3	2
343	или в	2	2
344	о котором	1	2
345	той или	4	2
346	не более	1	2
347	как явление	1	2
348	ни к	2	2
349	в этих	3	2
350	в равной	2	2
351	слово в	1	2
352	в свою	3	2
353	была бы	3	2
354	к его	2	2
355	или иного	3	2
356	и познавательного	1	2
357	и другие	2	2
358	в своих	1	2
359	по поводу	1	2
360	завершение и	1	2
