N	2gram	Bakhtin_Fr_1	Vladivir
1	и в	65	40
2	то что	3	28
3	не только	10	25
4	и не	22	25
5	у него	1	24
6	то есть	45	24
7	том что	6	18
8	в том	16	18
9	но и	10	18
10	еще и	5	18
11	что в	3	17
12	в этом	15	16
13	в его	9	14
14	не может	3	14
15	точки зрения	7	13
16	вовсе не	18	13
17	только в	7	13
18	в конце	1	12
19	даже и	3	12
20	сказать что	6	12
21	никогда не	6	11
22	потому что	5	11
23	о том	2	11
24	в году	6	10
25	не просто	3	10
26	и его	10	10
27	прежде всего	11	10
28	как раз	3	10
29	и потому	10	10
30	уже не	3	9
31	в себе	3	9
32	и с	3	9
33	в своей	5	9
34	не менее	1	9
35	есть только	2	9
36	под названием	1	9
37	как мы	6	8
38	в своем	8	8
39	в этой	4	8
40	он не	2	8
41	раз и	2	8
42	для него	5	8
43	может быть	6	8
44	а не	1	8
45	хотя и	2	7
46	и как	1	7
47	и если	1	7
48	что все	1	7
49	как и	5	7
50	несмотря на	2	7
51	в то	1	7
52	что и	1	7
53	того что	2	7
54	так как	6	7
55	к тому	2	7
56	в своих	5	7
57	и на	11	6
58	кроме того	2	6
59	с точки	3	6
60	по себе	1	6
61	во всем	2	6
62	и это	2	6
63	и от	2	6
64	так и	10	6
65	об этом	1	6
66	и здесь	3	6
67	и даже	8	6
68	xix века	5	6
69	да и	2	6
70	но это	3	6
71	хотя бы	1	6
72	отношения к	2	5
73	мы уже	12	5
74	в ней	6	5
75	все эти	10	5
76	тому же	1	5
77	можно было	1	5
78	в отношении	6	5
79	дело в	2	5
80	тем что	1	5
81	для нас	4	5
82	ничего не	3	5
83	только и	1	5
84	эти три	1	5
85	у нас	1	5
86	еще в	1	5
87	с другой	3	5
88	что он	3	5
89	только на	2	5
90	в одном	5	5
91	не было	1	5
92	между прочим	2	5
93	в самом	4	4
94	то же	1	4
95	еще не	6	4
96	но не	2	4
97	все же	6	4
98	но в	14	4
99	на то	1	4
100	было бы	1	4
101	такой же	1	4
102	даже в	3	4
103	в дальнейшем	8	4
104	в глаза	1	4
105	она была	3	4
106	утверждает что	1	4
107	от того	2	4
108	здесь в	8	4
109	говорит о	1	4
110	до конца	2	4
111	однако и	1	4
112	и все	5	4
113	как это	1	4
114	если оно	1	4
115	в течение	1	4
116	в основном	2	4
117	в результате	1	4
118	есть и	1	4
119	на самом	6	3
120	мы имеем	1	3
121	на первом	1	3
122	которое в	2	3
123	всего существующего	3	3
124	здесь не	1	3
125	в чем	2	3
126	отличие от	5	3
127	за пределы	8	3
128	о необходимости	2	3
129	всегда был	1	3
130	и у	6	3
131	уже в	1	3
132	из этих	2	3
133	с их	5	3
134	в нем	13	3
135	при этом	6	3
136	но все	3	3
137	это было	2	3
138	это не	3	3
139	далеко не	3	3
140	первом плане	1	3
141	разного рода	3	3
142	не столько	1	3
143	в отличие	4	3
144	не в	4	3
145	того чтобы	1	3
146	сводится к	1	3
147	всякого рода	1	3
148	все то	1	3
149	в духе	8	3
150	отличается от	1	3
151	оно не	1	3
152	в виду	3	3
153	смысле но	2	3
154	жизнь и	1	3
155	и вообще	3	3
156	находится в	1	3
157	настоящее время	1	3
158	к нему	3	3
159	говорит в	1	3
160	с одной	2	3
161	и чисто	2	3
162	ни с	2	3
163	был бы	1	3
164	всяком случае	1	3
165	и только	1	3
166	человека и	1	3
167	именно в	1	3
168	вопросе о	1	3
169	в связи	1	3
170	как именно	1	3
171	и вовсе	3	3
172	подобного рода	1	3
173	одной стороны	2	3
174	как бы	22	3
175	но для	3	3
176	и для	2	3
177	в настоящее	1	3
178	же в	2	3
179	вполне понятно	2	3
180	и эта	3	3
181	как на	1	3
182	в таком	2	3
183	во всяком	1	3
184	в этот	1	2
185	не имел	1	2
186	по преимуществу	1	2
187	по его	3	2
188	и само	2	2
189	мы не	1	2
190	греков и	1	2
191	на эти	1	2
192	в сущности	16	2
193	не вполне	2	2
194	мало и	1	2
195	мы и	3	2
196	это время	2	2
197	указ соч	1	2
198	он был	2	2
199	первый план	1	2
200	но как	3	2
201	а и	1	2
202	этого последнего	1	2
203	и речи	1	2
204	в настоящем	1	2
205	которые не	1	2
206	с этим	1	2
207	что касается	1	2
208	и наконец	2	2
209	и к	4	2
210	от этого	1	2
211	в которой	1	2
212	ни по	1	2
213	в целом	2	2
214	в нашем	1	2
215	остановиться на	1	2
216	но на	3	2
217	говоря только	1	2
218	он всегда	1	2
219	и еще	4	2
220	как с	1	2
221	же это	1	2
222	не к	2	2
223	и по	2	2
224	стоит на	1	2
225	в жизни	4	2
226	в это	2	2
227	но уже	1	2
228	о которых	1	2
229	были в	2	2
230	на первый	1	2
231	в этих	2	2
232	можно найти	1	2
233	в вопросе	1	2
234	в их	4	2
235	все и	1	2
236	далеки от	1	2
237	не понимает	4	2
238	и более	1	2
239	можно ли	1	2
240	тем самым	1	2
241	она не	1	2
242	на него	2	2
243	которые были	1	2
244	в разных	1	2
245	же время	1	2
246	при всем	1	2
247	по своей	3	2
248	был и	1	2
249	связи с	4	2
250	здесь же	1	2
251	были еще	1	2
252	что на	1	2
253	он называет	2	2
254	не могут	3	2
255	той или	5	2
256	всей своей	1	2
257	роль в	2	2
258	здесь нет	1	2
259	во многом	2	2
260	можно только	4	2
261	но у	2	2
262	и всякого	1	2
263	и вся	1	2
264	его в	7	2
265	на отдельные	2	2
266	бы в	1	2
267	жизнь но	1	2
268	бросается в	1	2
269	но с	2	2
270	одной из	1	2
271	в какой	1	2
272	и так	2	2
273	который в	1	2
274	мы будем	3	2
275	то и	1	2
276	в начале	1	2
277	из них	4	2
278	понимает что	1	2
279	здесь и	4	2
280	не о	1	2
281	друг друга	3	2
282	и отрицает	1	2
283	для того	1	2
284	правды и	1	2
285	же деле	3	2
286	без всякой	1	2
287	со стороны	1	2
288	который был	2	2
289	только к	1	2
290	самом же	3	2
291	которых мы	1	2
292	не на	1	2
293	повторяем еще	1	2
294	его всегда	1	2
295	что мы	2	2
296	но оно	1	2
297	нет ничего	3	2
298	понимает как	1	2
299	в изображении	2	2
300	наряду с	2	2
301	для понимания	1	2
302	в церкви	1	2
303	еще раз	2	2
304	как например	1	2
305	есть она	1	2
306	в книге	2	2
307	не является	3	2
308	мы коснемся	1	2
309	и ни	3	2
310	ни к	2	2
311	этом отношении	3	2
312	все они	1	2
313	он понимает	2	2
314	характерна для	1	2
315	а о	1	2
316	другой стороны	1	2
317	совершенно не	4	2
318	с его	5	2
319	же и	1	2
320	но еще	1	2
321	ни на	2	2
322	к этому	1	2
323	новое время	3	1
324	а между	1	1
325	можно говорить	3	1
326	речь идет	1	1
327	например в	2	1
328	мы здесь	2	1
329	тех же	1	1
330	как простая	1	1
331	искусства все	1	1
332	это и	1	1
333	так у	1	1
334	и должны	1	1
335	что слово	1	1
336	несколько позже	1	1
337	в чисто	2	1
338	конечно с	1	1
339	из самых	1	1
340	человеческой души	1	1
341	и больше	1	1
342	вся она	2	1
343	из всех	2	1
344	эту необходимость	1	1
345	и была	1	1
346	и конечно	1	1
347	для своего	2	1
348	правильного понимания	1	1
349	он знает	1	1
