N	2gram	Losev_Prob_2	Psycholo
1	то что	38	32
2	и в	35	31
3	в том	12	30
4	и т	6	26
5	то есть	39	26
6	что в	11	23
7	может быть	18	22
8	таким образом	4	20
9	при помощи	8	20
10	совершенно ясно	1	19
11	при этом	3	19
12	ясно что	8	19
13	так как	7	18
14	не может	13	17
15	как и	5	16
16	том что	19	16
17	и не	37	16
18	точки зрения	2	15
19	только в	14	14
20	не только	24	13
21	что и	2	13
22	а не	10	13
23	мы не	7	12
24	если мы	9	12
25	так же	5	12
26	в этом	17	12
27	с таким	1	11
28	в самом	5	11
29	не в	2	11
30	в области	6	11
31	на то	6	10
32	того что	12	10
33	потому что	13	10
34	самом деле	4	9
35	по себе	8	9
36	ни в	6	9
37	как в	1	9
38	т д	6	8
39	и что	13	8
40	никогда не	1	8
41	что мы	14	8
42	вместе с	2	8
43	все это	4	8
44	во всяком	13	8
45	только тогда	3	7
46	заключается в	4	7
47	сказать что	24	7
48	того чтобы	2	7
49	и его	1	7
50	о том	18	7
51	есть в	4	7
52	тому как	3	7
53	что он	4	7
54	этой теории	4	6
55	что это	1	6
56	зависимости от	2	6
57	отнюдь не	5	6
58	из этих	3	6
59	что она	4	6
60	для того	3	6
61	было бы	8	6
62	если бы	4	6
63	в его	7	6
64	всяком случае	10	6
65	вовсе не	37	6
66	и даже	11	6
67	одной стороны	5	6
68	до конца	1	6
69	а в	4	6
70	и есть	4	5
71	в зависимости	2	5
72	то же	5	5
73	время как	1	5
74	с одной	5	5
75	что всякое	2	5
76	в целом	3	5
77	по самому	3	5
78	подобно тому	2	5
79	несмотря на	3	5
80	оказывается что	3	5
81	она не	3	5
82	в то	6	5
83	тогда когда	3	5
84	с и	2	5
85	как будто	6	5
86	не является	7	5
87	утверждать что	2	5
88	то время	1	5
89	для нас	9	5
90	с другой	6	5
91	в какой	1	5
92	так что	11	5
93	был бы	6	5
94	само по	2	5
95	совершенно не	2	5
96	эта теория	4	5
97	это есть	1	5
98	как бы	4	5
99	все же	8	5
100	и для	6	5
101	и все	5	5
102	другой стороны	5	5
103	же как	1	4
104	мы имеем	1	4
105	совпадает с	2	4
106	в виду	8	4
107	столь же	1	4
108	формы в	1	4
109	в последнее	1	4
110	в себе	5	4
111	и если	3	4
112	одной и	2	4
113	тому что	3	4
114	одна из	3	4
115	только из	1	4
116	совершенно правильно	2	4
117	у нас	18	4
118	к тому	3	4
119	со стороны	1	4
120	никак не	11	4
121	прежде всего	11	4
122	между тем	1	4
123	все время	1	4
124	один из	3	4
125	для всех	2	4
126	мы можем	6	4
127	и так	1	4
128	как это	1	4
129	и о	4	4
130	в результате	4	4
131	в этих	4	4
132	указывает на	5	4
133	в своих	3	4
134	к этому	1	4
135	смысле слова	7	3
136	речь идет	2	3
137	это и	3	3
138	тем же	1	3
139	что эти	1	3
140	должна быть	1	3
141	собственном смысле	1	3
142	той же	2	3
143	самое же	2	3
144	вопрос о	3	3
145	из которых	2	3
146	в которых	1	3
147	совсем не	7	3
148	но не	4	3
149	с этим	5	3
150	стороны и	4	3
151	в своем	4	3
152	хотя и	3	3
153	и к	3	3
154	но в	6	3
155	уже в	3	3
156	в этой	9	3
157	им в	1	3
158	думается что	2	3
159	в силу	1	3
160	и по	3	3
161	тому чтобы	1	3
162	в каждом	1	3
163	не будет	11	3
164	с тем	3	3
165	в слове	3	3
166	представить себе	4	3
167	представление о	5	3
168	и той	4	3
169	случае в	1	3
170	чистом виде	3	3
171	что эта	1	3
172	точно так	3	3
173	только не	3	3
174	исторического материализма	1	3
175	что на	4	3
176	не могут	4	3
177	когда мы	6	3
178	и другой	1	3
179	что оно	2	3
180	не есть	33	3
181	что при	4	3
182	и это	5	3
183	но только	4	3
184	что все	6	3
185	только при	2	3
186	в собственном	1	3
187	нет никакой	2	3
188	роль в	2	3
189	и когда	1	3
190	так и	7	3
191	что у	1	3
192	каждого из	1	3
193	по тому	2	3
194	но мы	3	3
195	он не	2	3
196	составляющих его	2	3
197	в частности	5	3
198	дело с	1	3
199	или его	2	3
200	нашего исследования	3	3
