N	2gram	Losev_Vlad_3	Problemy
1	и в	40	35
2	как бы	3	31
3	и не	25	27
4	что он	5	24
5	в его	14	21
6	но в	4	19
7	как и	7	18
8	не может	14	18
9	в нем	3	16
10	то есть	24	16
11	то же	4	15
12	с самим	1	15
13	и все	4	15
14	в сущности	2	14
15	в этом	16	14
16	и его	10	14
17	для него	8	14
18	может быть	8	14
19	но и	18	14
20	все это	1	14
21	он не	8	13
22	к нему	3	13
23	и с	9	12
24	в другом	2	12
25	прежде всего	10	12
26	и к	2	12
27	в то	7	11
28	слова и	1	11
29	самом деле	1	10
30	не только	25	10
31	не в	3	10
32	же время	2	10
33	то что	28	10
34	на самом	3	9
35	в отношении	5	9
36	мы уже	5	8
37	я не	3	8
38	все же	4	8
39	самого начала	1	8
40	как мы	8	8
41	с самого	1	8
42	так и	6	8
43	себя и	1	8
44	и для	3	8
45	потому что	11	8
46	еще не	4	7
47	с его	2	7
48	себе и	2	7
49	и наконец	2	7
50	лишь в	1	7
51	таким образом	11	7
52	для себя	5	7
53	и сам	1	7
54	в виде	13	7
55	вовсе не	13	7
56	так же	8	7
57	что же	9	7
58	точки зрения	13	7
59	а в	7	7
60	отношении к	1	7
61	и на	6	6
62	он сам	2	6
63	но не	4	6
64	что они	1	6
65	в самом	4	6
66	в плане	1	6
67	к тому	7	6
68	в одном	5	6
69	и что	8	6
70	только в	13	6
71	но это	6	6
72	что в	17	6
73	и то	9	5
74	как в	1	5
75	в себе	9	5
76	в конце	12	5
77	даже в	4	5
78	во время	1	5
79	на него	2	5
80	да и	6	5
81	и это	6	5
82	в глаза	4	5
83	в том	18	5
84	так что	14	5
85	к самому	1	5
86	и даже	6	5
87	к своему	2	5
88	этого слова	1	5
89	он как	1	4
90	в мире	2	4
91	он в	1	4
92	в чем	3	4
93	нет и	1	4
94	же и	2	4
95	та же	1	4
96	что это	9	4
97	но на	2	4
98	и вот	1	4
99	но все	3	4
100	же не	2	4
101	его в	2	4
102	все и	2	4
103	в них	1	4
104	рядом с	1	4
105	в своей	9	4
106	в такой	1	4
107	нему и	2	4
108	но он	1	4
109	друг другу	1	4
110	по себе	6	4
111	никогда не	11	4
112	и без	1	4
113	во всем	6	4
114	как раз	10	4
115	это слово	1	4
116	как будто	1	4
117	его за	1	4
118	той или	2	4
119	еще в	5	4
120	тотчас же	1	4
121	которым он	1	4
122	и так	2	4
123	и у	3	4
124	только на	5	4
125	всяком случае	3	4
126	так как	7	4
127	не о	2	4
128	у него	24	4
129	тем что	5	4
130	или иной	1	4
131	с другой	5	4
132	и прежде	1	4
133	он это	1	4
134	до конца	4	4
135	а не	8	4
136	с которым	1	4
137	но как	2	4
138	в творчестве	1	4
139	по своему	1	4
140	бы в	2	4
141	но зато	1	4
142	во всяком	3	4
143	себя как	1	3
144	а между	1	3
145	это и	1	3
146	он знает	1	3
147	в виду	3	3
148	бы то	3	3
149	во всех	1	3
150	совсем не	5	3
151	в общем	1	3
152	за пределы	3	3
153	с этим	2	3
154	когда он	1	3
155	стиль его	1	3
156	в целом	2	3
157	все эти	5	3
158	тому же	5	3
159	него и	1	3
160	одно и	2	3
161	то ни	3	3
162	знает что	1	3
163	было бы	4	3
164	этом смысле	3	3
165	оно стремится	1	3
166	этого не	3	3
167	с тем	7	3
168	такой же	4	3
169	в котором	4	3
170	к одному	1	3
171	не как	2	3
172	его второй	2	3
173	собой и	1	3
174	раз и	8	3
175	но только	2	3
176	а так	1	3
177	ничего не	5	3
178	или как	4	3
179	только с	2	3
180	с ее	1	3
181	всего этого	1	3
182	в ее	1	3
183	сводится к	3	3
184	и во	1	3
185	что и	7	3
186	это не	3	3
187	того что	7	3
188	но так	1	3
189	нуждается в	1	3
190	словом и	1	3
191	он уже	2	3
192	уже не	9	3
193	уже в	3	3
194	из них	2	3
195	даже и	12	3
196	другого и	1	3
197	о своей	1	3
198	а с	4	3
199	так вот	2	3
200	голос и	1	3
201	должно быть	5	3
202	в начале	2	3
203	которой он	1	3
204	не мог	6	3
205	и от	6	3
206	конце концов	5	3
207	мы должны	4	3
208	только что	2	3
209	ни было	1	3
210	том что	18	3
211	отношением к	1	3
212	сказать что	12	3
213	другой стороны	2	3
214	бы его	1	3
215	этого необходимо	1	2
216	я и	1	2
217	например в	1	2
218	чтобы не	1	2
219	сам по	2	2
220	живое и	2	2
221	не хочет	2	2
222	из его	1	2
223	и этот	2	2
224	она в	1	2
