N	3gram	Bakhtin_fo_2	FransuaR
1	мы уже говорили	3	11
2	кн ii гл	12	7
3	как мы уже	4	6
4	о том что	1	5
5	то же время	4	5
6	в то же	4	5
7	в другом месте	2	4
8	в средние века	3	4
9	с одной стороны	1	4
10	во рту пантагрюэля	4	4
11	в большинстве случаев	3	4
12	кн iii гл	4	4
13	мы уже сказали	3	3
14	сих пор еще	1	3
15	на первый план	2	3
16	в этом отношении	2	3
17	до сих пор	2	3
18	вместо того чтобы	1	3
19	в эпизоде с	3	3
20	гротескный характер носит	1	2
21	и телесной жизни	1	2
22	существенную роль в	1	2
23	и в особенности	3	2
24	говорили о том	1	2
25	в последующие эпохи	1	2
26	с точки зрения	8	2
27	тела и телесной	1	2
28	как мы увидим	1	2
29	в литературе и	1	2
30	кн i гл	15	2
31	уже говорили что	1	2
32	уже говорили о	1	2
33	в данном случае	1	2
34	а также и	1	2
35	во всех этих	3	2
36	жизни и смерти	1	2
37	каждый из них	1	2
38	литературе и в	1	2
39	но и в	3	2
40	с другой стороны	1	2
41	то есть в	1	2
42	в том что	3	2
43	конечно не в	1	2
44	и прежде всего	3	2
45	человеческого тела и	3	2
46	и того же	1	1
47	в средневековой литературе	1	1
48	мир в котором	1	1
49	но рядом с	1	1
50	и говорить о	1	1
51	пространстве и времени	2	1
52	в той или	1	1
53	обращаем внимание на	1	1
54	со своими спутниками	1	1
55	всякий пот солон	1	1
56	другой стороны в	1	1
57	а за ними	1	1
58	пот солон вы	1	1
59	и др все	1	1
60	рабле не только	1	1
61	в себе самом	1	1
62	индивидуального и замкнутого	1	1
63	и так сказать	1	1
64	там нет и	1	1
65	и никак не	1	1
66	рассуждение панурга о	2	1
67	и связанных с	1	1
68	о том как	3	1
69	ii гл xiv	1	1
70	с помощью образов	1	1
71	и не только	1	1
72	роман в письмах	1	1
73	в преисподнюю в	1	1
74	как и все	1	1
75	еды и питья	15	1
76	смеяться от радости	1	1
77	более того в	1	1
78	по всем правилам	1	1
79	у рабле мы	1	1
80	или смеяться от	1	1
81	большие медные шары	1	1
82	с ним в	1	1
83	между тем как	1	1
84	а так как	1	1
85	они как мы	1	1
86	франции и италии	1	1
87	и море и	1	1
88	все это мы	1	1
89	в еде в	1	1
90	рано или поздно	1	1
91	ран и смертей	1	1
92	он не мог	1	1
93	все эти образы	1	1
94	никогда не было	1	1
95	в значительной мере	1	1
96	со всех сторон	1	1
97	в рыцарских романах	1	1
98	по самому своему	1	1
99	вместе с тем	1	1
100	только для того	1	1
101	и во всем	1	1
102	как у всех	1	1
103	еще более гротескный	1	1
104	рядом с этим	1	1
105	мы увидим дальше	1	1
106	прежде всего образ	1	1
107	между вещами и	3	1
108	но в то	1	1
109	вещами и явлениями	1	1
110	плоть от плоти	1	1
111	важно подчеркнуть что	1	1
112	в конце концов	1	1
113	на этом же	1	1
114	появиться на свет	1	1
115	человеческое тело становится	1	1
116	в пространстве и	4	1
117	ваш собственный пот	1	1
118	и стало соленым	1	1
119	объединения в одном	1	1
120	и как бы	1	1
121	до того что	1	1
122	др все эти	1	1
123	самому своему существу	1	1
124	нам важно подчеркнуть	1	1
125	в связи с	7	1
126	наконец и в	1	1
127	наконец они были	1	1
128	гаргантюа вместе с	1	1
129	не является конечно	1	1
130	тела и его	2	1
131	была до того	1	1
132	как бы в	1	1
133	для того чтобы	7	1
134	не может быть	1	1
135	потому что они	2	1
136	леса укрепленные города	1	1
137	в широком смысле	1	1
138	важное значение имеет	1	1
139	он был так	1	1
140	луга леса укрепленные	1	1
141	здесь в самом	1	1
142	в то время	1	1
143	из самых основных	2	1
144	еда и питье	1	1
145	в особенности на	1	1
146	всю картину мира	1	1
147	в индивидуальном и	1	1
148	поджаривание на вертеле	1	1
149	в телесный ряд	3	1
150	от плоти и	1	1
151	море и стало	1	1
152	в одном из	1	1
153	у рабле с	1	1
154	обжора и пьяница	1	1
155	не только в	5	1
156	той или иной	1	1
157	и сам пантагрюэль	1	1
158	во всех ее	1	1
159	но все же	1	1
160	влияние на рабле	1	1
161	мы будем говорить	1	1
162	момент рождения пантагрюэля	1	1
163	можно сказать что	1	1
164	одного и того	1	1
165	день и час	1	1
166	мог появиться на	1	1
167	во время болезни	1	1
168	в них много	1	1
169	с едой и	1	1
170	ii гл xv	1	1
171	это как бы	1	1
172	мы можем коснуться	1	1
173	чувствует себя в	1	1
174	мы еще вернемся	3	1
175	тем более не	1	1
176	сплошь во всех	1	1
177	и столько же	2	1
178	панурга о том	1	1
179	в романе рабле	5	1
180	том что он	1	1
181	более глубокий и	1	1
182	нечего и говорить	1	1
183	человека и его	1	1
184	что и в	1	1
185	вместе с салатом	1	1
186	пространственных и временных	1	1
187	тело становится здесь	1	1
188	то есть с	1	1
189	человеческое тело голова	1	1
190	не знает плакать	1	1
191	и сплошь во	1	1
