N	2gram	Losev_Prob_1	slovoVRo
1	и в	32	41
2	в нем	13	30
3	и т	11	28
4	то есть	33	26
5	т п	1	23
6	в романе	1	21
7	могут быть	2	19
8	во всех	7	17
9	не только	17	16
10	и не	31	16
11	точки зрения	3	16
12	но и	9	16
13	а не	15	15
14	то же	10	14
15	и на	8	14
16	в то	6	14
17	и его	3	14
18	в пределах	1	14
19	может быть	14	14
20	не может	8	14
21	слова и	1	13
22	в сущности	2	13
23	в его	6	13
24	в этом	19	12
25	как бы	14	12
26	так и	12	11
27	себя в	1	9
28	все эти	8	9
29	таким образом	6	9
30	той или	5	9
31	или иной	5	9
32	как в	4	8
33	но в	14	8
34	на его	2	8
35	в предмете	3	8
36	с точки	3	8
37	как мы	7	8
38	или в	4	8
39	прежде всего	10	8
40	все же	1	7
41	в своей	8	7
42	не в	4	7
43	вовсе не	35	7
44	с ним	3	7
45	и следовательно	3	7
46	все они	1	7
47	во всяком	7	7
48	того же	3	6
49	при этом	6	6
50	это не	6	6
51	в них	7	6
52	к своему	1	6
53	в отношении	3	6
54	оно не	3	6
55	языковое сознание	1	6
56	только в	7	6
57	и даже	11	6
58	а в	4	6
59	и к	1	5
60	в самом	6	5
61	он в	2	5
62	т д	10	5
63	с другими	2	5
64	далеко не	5	5
65	всяком случае	3	5
66	все это	7	5
67	в основе	1	5
68	не на	3	5
69	в языке	1	5
70	к нему	3	5
71	как его	2	5
72	с другой	3	5
73	романа и	1	5
74	ту же	1	4
75	одним из	1	4
76	по преимуществу	2	4
77	еще не	9	4
78	с его	2	4
79	за пределы	6	4
80	данный момент	1	4
81	перед нами	5	4
82	в которой	2	4
83	но именно	3	4
84	всех этих	7	4
85	не как	2	4
86	в каждом	1	4
87	связанных с	1	4
88	и с	2	4
89	лишь в	1	4
90	входит в	4	4
91	на почве	1	4
92	как и	3	4
93	в их	4	4
94	том же	1	4
95	в процессе	1	4
96	и для	4	4
97	с ее	1	4
98	ничего не	10	4
99	о нем	3	4
100	один из	4	4
101	оно и	3	4
102	и все	7	4
103	и потому	2	4
104	мы сказали	1	4
105	и от	1	4
106	в смысле	1	4
107	кроме того	2	4
108	здесь в	3	4
109	известной степени	2	4
110	и часто	2	4
111	быть и	3	4
112	другой стороны	3	4
113	также и	11	3
114	в первом	2	3
115	от всякой	1	3
116	следовательно в	2	3
117	данном случае	8	3
118	в своем	5	3
119	не требует	1	3
120	более или	3	3
121	бы и	1	3
122	из этих	2	3
123	выражение в	1	3
124	в себе	15	3
125	связанные с	1	3
126	он пользуется	1	3
127	вообще не	2	3
128	ни были	1	3
129	и сам	1	3
130	как оно	3	3
131	и может	2	3
132	и почти	1	3
133	его в	6	3
134	было бы	8	3
135	он не	3	3
136	или менее	3	3
137	и ее	8	3
138	которые в	2	3
139	она не	2	3
140	следовательно и	2	3
141	никогда не	7	3
142	и здесь	6	3
143	не могут	2	3
144	в других	5	3
145	к тому	3	3
146	образом в	1	3
147	о том	11	3
148	не выходит	1	3
149	и во	3	3
150	переходит в	1	3
151	нем и	1	3
152	все время	2	3
153	в него	2	3
154	того что	7	3
155	в том	9	3
156	поэтому и	2	3
157	в качестве	2	3
158	конечно не	1	3
159	и чисто	3	3
160	и других	1	3
161	из них	3	3
162	его и	1	3
163	для него	2	3
164	так как	11	3
165	друг друга	1	3
166	как такового	2	3
167	выходит за	1	3
168	именно в	4	3
169	не было	4	3
170	в истории	4	3
171	но оно	1	3
172	с этим	3	3
173	в данном	9	3
174	есть как	2	3
175	по существу	2	3
176	с этой	1	3
177	в основном	1	3
178	при всем	1	3
179	в результате	2	3
180	хотя бы	3	3
181	но эти	1	3
182	которая не	1	3
183	а между	1	2
184	смысле слова	7	2
185	не должны	3	2
186	например в	2	2
187	на самом	6	2
188	то в	5	2
189	в чисто	1	2
190	в котором	5	2
191	оно было	1	2
192	мы уже	5	2
193	той же	1	2
194	мы не	2	2
195	же как	2	2
196	время как	1	2
197	мы и	4	2
198	конечно и	1	2
199	и то	6	2
200	по своему	9	2
201	в ее	3	2
202	он может	1	2
203	но не	9	2
204	что они	3	2
205	сих пор	3	2
206	хотя и	6	2
207	все языки	1	2
208	от этого	1	2
209	именно эта	1	2
210	сливается с	1	2
211	случае этот	1	2
212	в известном	1	2
213	нами в	1	2
214	другом случае	1	2
215	и те	1	2
216	а вовсе	1	2
217	том и	1	2
218	на этом	1	2
219	одно и	1	2
220	не из	1	2
221	для них	2	2
222	зрения самого	1	2
223	нисколько не	3	2
224	том что	12	2
225	в эту	2	2
226	в этих	3	2
227	до последнего	1	2
228	и той	1	2
229	но он	3	2
230	друг другу	2	2
231	без всяких	2	2
232	войти в	1	2
233	уже сказали	1	2
234	вместе со	1	2
235	даже в	1	2
236	остановимся на	1	2
237	тому что	4	2
238	на один	2	2
239	до известной	1	2
240	эта внутренняя	1	2
241	дело не	1	2
242	из него	1	2
243	на язык	1	2
244	явление в	1	2
245	для нас	5	2
246	в сознании	5	2
247	ему не	1	2
248	у нас	14	2
249	ни о	5	2
250	xx века	2	2
251	на протяжении	1	2
252	языке и	1	2
253	правда не	1	2
254	и самое	1	2
255	и о	8	2
256	но по	1	2
257	единый и	1	2
258	то время	1	2
259	на том	4	2
260	можно было	3	2
261	не с	1	2
262	из одного	1	2
263	и вообще	4	2
264	в контекст	1	2
265	в другом	1	2
266	одного из	1	2
267	можно сказать	5	2
268	а также	4	2
269	нас в	2	2
270	слова для	1	2
271	предмета и	2	2
272	известном смысле	1	2
273	здесь не	7	2
274	мы видим	2	2
275	выдержана в	1	2
276	между тем	2	2
277	и тем	13	2
278	с которыми	4	2
279	так что	6	2
280	же и	3	2
281	связи с	5	2
282	акт и	1	2
283	уже не	3	2
284	если мы	11	2
285	только на	4	2
286	в виде	15	2
287	от других	2	2
288	в известной	1	2
289	с этими	2	2
290	для того	8	2
291	в последние	1	2
292	именно как	4	2
293	до сих	3	2
294	не есть	29	2
295	чем он	1	2
296	с которым	1	2
297	на возможность	2	2
298	совершенно не	6	2
299	что все	3	2
300	так же	9	2
301	его как	2	2
302	других случаях	2	2
303	и социальных	1	2
304	которые являются	2	2
305	такого рода	7	2
306	не видят	1	2
307	для понимания	1	2
308	евгении онегине	1	2
309	должно быть	2	2
310	этом случае	2	2
311	в условиях	1	2
312	того или	2	2
313	и слово	1	2
314	как раз	13	2
315	не является	5	2
316	одна из	1	2
317	тем и	2	2
318	и другим	2	2
319	имеет дело	1	2
320	потому что	16	2
321	ни было	1	2
322	вносят в	1	2
323	сказать что	13	2
324	или иного	2	2
325	одновременно и	1	2
326	бы его	1	2
327	и эта	1	2
328	к этому	1	2
329	себя как	1	1
330	в скрытой	1	1
331	художественного произведения	1	1
332	возможны и	1	1
333	в данную	1	1
334	и есть	6	1
335	в полное	1	1
336	в определенный	2	1
337	из самых	1	1
338	и до	2	1
