N	3gram	Losev_Dial_3	StatiiOP
1	в том что	3	16
2	о том что	5	11
3	в этом отношении	1	9
4	и т д	23	6
5	до сих пор	1	5
6	к тому что	2	5
7	тот факт что	1	4
8	в одном из	1	3
9	иметь в виду	2	3
10	так же как	2	3
11	с другой стороны	2	3
12	во всяком случае	2	3
13	речь идет о	1	3
14	том что в	1	2
15	только потому что	1	2
16	у меня в	1	2
17	с точки зрения	14	2
18	сами по себе	3	2
19	бы то ни	1	2
20	то ни было	1	2
21	и в этом	2	2
22	не в том	1	2
23	более или менее	1	2
24	не только не	7	2
25	в самом деле	5	2
26	на то что	3	2
27	в том смысле	1	2
28	тем не менее	10	2
29	к тому же	2	2
30	в этом его	1	1
31	в виду что	1	1
32	не говоря уже	2	1
33	на самом деле	1	1
34	в таком виде	1	1
35	и по существу	1	1
36	так что в	1	1
37	т е не	4	1
38	внимание на то	1	1
39	то что с	1	1
40	он не может	2	1
41	одно из таких	1	1
42	сам по себе	5	1
43	не имеет никакого	1	1
44	говорит о себе	1	1
45	мы до сих	1	1
46	говоря уже о	2	1
47	точно так же	2	1
48	ничего не говорится	1	1
49	если оно не	1	1
50	с тех пор	2	1
51	вы говорите что	1	1
52	и пр в	1	1
53	в зависимости от	2	1
54	одно и то	2	1
55	уже о том	1	1
56	т е в	4	1
57	в данном случае	1	1
58	том смысле что	1	1
59	понимать в том	1	1
60	на одной из	1	1
61	и то же	2	1
62	столько же сколько	1	1
63	так или иначе	2	1
64	в связи с	1	1
65	т д на	1	1
66	что у него	1	1
67	я не могу	1	1
68	что он просто	1	1
69	и в котором	1	1
70	и в том	1	1
71	с полной убедительностью	1	1
72	а то что	1	1
73	ни в каком	3	1
74	то же время	1	1
75	которая для него	1	1
76	в то время	4	1
77	и все это	1	1
78	в этом вопросе	1	1
79	и в особенности	1	1
80	в каком смысле	3	1
81	в то же	1	1
82	каком смысле не	1	1
83	и что он	1	1
84	что в ней	1	1
85	поскольку речь идет	1	1
