N	4gram	Vygotskiy__4	Problema
1	не что иное как	1	4
2	взятые сами по себе	1	4
3	в то время как	2	4
4	бы то ни было	1	3
5	дело в том что	1	2
6	ни в каком случае	1	2
7	в том или ином	1	2
8	взятый сам по себе	1	2
9	ничего общего с тем	1	2
10	заключается в том что	2	2
11	т д все это	1	1
12	только для того чтобы	1	1
13	в каком случае нельзя	1	1
14	мы припомним то что	1	1
15	все дело в том	1	1
16	и т д все	1	1
17	но все дело в	1	1
18	точно так же и	1	1
19	заключается в том чтобы	1	1
20	с этой точки зрения	1	1
21	лежащих в его основе	1	1
22	в том что он	1	1
23	так же как и	1	1
24	если мы припомним то	1	1
