N	2gram	Tiupa_Hudo_2	FransuaR
1	и в	28	40
2	то есть	1	18
3	и его	5	17
4	прежде всего	3	16
5	в этом	13	15
6	мы уже	3	13
7	не только	11	13
8	в его	11	13
9	и не	18	13
10	вовсе не	2	12
11	что в	5	12
12	как и	11	11
13	но и	9	11
14	как мы	2	10
15	и т.п	1	10
16	в сущности	1	9
17	он не	4	9
18	в них	3	9
19	может быть	8	9
20	и все	7	9
21	той же	2	8
22	и на	3	8
23	отношение к	2	8
24	все эти	1	8
25	и с	6	8
26	во время	1	8
27	в том	15	8
28	у него	5	8
29	но в	2	8
30	то же	6	7
31	в своем	5	7
32	он и	1	7
33	в одном	3	7
34	в духе	2	7
35	во всех	1	6
36	в самом	5	6
37	в этих	3	6
38	в то	6	6
39	же время	4	6
40	и других	1	6
41	до конца	1	6
42	в той	1	6
43	в своей	6	6
44	к этому	1	6
45	здесь и	1	5
46	в нем	3	5
47	со всеми	1	5
48	так сказать	1	5
49	в основе	2	5
50	и для	2	5
51	те же	2	5
52	для него	5	5
53	то что	6	5
54	не было	6	5
55	а не	14	5
56	как раз	4	5
57	в своих	1	5
58	также и	1	4
59	жизни и	6	4
60	в ней	3	4
61	в нашем	2	4
62	жизнью и	1	4
63	в мире	7	4
64	было бы	3	4
65	том что	19	4
66	даже в	1	4
67	того чтобы	4	4
68	в области	1	4
69	о том	12	4
70	и о	4	4
71	роль в	2	4
72	особенно в	1	4
73	и здесь	1	4
74	а также	2	4
75	один из	2	4
76	только на	5	4
77	из них	2	4
78	так как	1	4
79	за этим	1	4
80	и даже	1	4
81	до сих	2	4
82	не видит	1	4
83	и потому	1	4
84	в данном	2	4
85	сих пор	2	4
86	все это	3	4
87	видно что	1	4
88	еще более	1	4
89	самом деле	3	3
90	только для	2	3
91	он был	1	3
92	с его	5	3
93	по отношению	7	3
94	в этой	5	3
95	и к	2	3
96	истины и	1	3
97	было ни	1	3
98	в себе	9	3
99	но ведь	1	3
100	при этом	11	3
101	об этом	7	3
102	но именно	2	3
103	их в	1	3
104	дело не	2	3
105	одна из	2	3
106	о нем	2	3
107	они были	2	3
108	но все	1	3
109	здесь не	2	3
110	в ее	18	3
111	можно было	3	3
112	еще в	1	3
113	если бы	6	3
114	в другом	2	3
115	никак не	1	3
116	в значительной	1	3
117	между тем	8	3
118	нуждается в	2	3
119	что и	4	3
120	еще не	3	3
121	только в	4	3
122	так и	8	3
123	же и	2	3
124	в начале	1	3
125	одно из	5	3
126	в конце	1	3
127	тем что	6	3
128	в других	4	3
129	для того	4	3
130	нашем примере	1	3
131	сказать что	2	3
132	там где	1	3
133	жизнь в	2	3
134	в частности	7	3
135	не может	4	3
136	вместе с	2	3
137	от страха	2	3
138	как в	5	3
139	такого рода	1	3
140	во все	1	3
141	как бы	5	3
142	и смерти	1	3
143	и от	2	3
144	но это	1	3
145	а в	6	3
146	между ними	2	3
147	к этой	1	3
148	том числе	1	3
149	одним из	1	2
150	например в	1	2
151	наших дней	1	2
152	это и	1	2
153	по преимуществу	3	2
154	века в	1	2
155	с в	1	2
156	мы не	1	2
157	при анализе	1	2
158	со смертью	1	2
159	хотя бы	2	2
160	на них	1	2
161	за него	2	2
162	но не	4	2
163	в течение	1	2
164	что он	8	2
165	все же	2	2
166	его к	1	2
167	имеет в	1	2
168	в которой	1	2
169	он в	1	2
170	из этих	2	2
171	раз в	3	2
172	в дальнейшем	1	2
173	как он	3	2
174	на веселую	1	2
175	и еще	1	2
176	в корне	1	2
177	на этом	2	2
178	значительной степени	1	2
179	здесь мы	1	2
180	лишь в	2	2
181	характер и	2	2
182	в один	1	2
183	точки зрения	2	2
184	в котором	6	2
185	в характеристике	1	2
186	в условиях	1	2
187	жизни с	2	2
188	своего рода	16	2
189	одном из	1	2
190	но он	1	2
191	что было	3	2
192	том же	1	2
193	не менее	5	2
194	как о	3	2
195	дело в	1	2
196	этом отношении	1	2
197	не слышит	1	2
198	ему не	1	2
199	представляется нам	2	2
200	и такие	1	2
201	числе и	1	2
202	той или	1	2
203	они и	2	2
204	и это	3	2
205	данном случае	2	2
206	смертью в	1	2
207	и сам	5	2
208	времени и	1	2
209	можно сказать	6	2
210	в разных	1	2
211	характер это	1	2
212	образом в	1	2
213	от смерти	1	2
214	с того	2	2
215	с другой	3	2
216	нас в	1	2
217	это не	6	2
218	к нему	3	2
219	и так	1	2
220	который в	2	2
221	но как	1	2
222	и ее	3	2
223	временем и	1	2
224	с нею	3	2
225	и у	2	2
226	уже в	1	2
227	в нашей	1	2
228	него и	1	2
229	мы знаем	2	2
230	рядом с	5	2
231	или иной	2	2
232	именно в	2	2
233	еще и	2	2
234	была и	2	2
235	о чем	8	2
236	теперь он	1	2
237	к жизни	1	2
238	из этой	1	2
239	в состоянии	3	2
240	смысл в	1	2
241	есть и	3	2
242	слова и	1	2
243	своей жизни	4	2
244	какой бы	1	2
245	и сама	4	2
246	потому что	2	2
247	одной из	3	2
248	отношению к	7	2
249	из этого	1	2
250	и другие	5	2
251	это в	1	2
252	все что	3	2
253	к людям	2	1
254	жизнь человека	1	1
255	эпизод где	1	1
256	отношения к	1	1
