N	3gram	Losev_Prob_1	KulturaY
1	и т п	1	24
2	и т д	10	14
3	в том что	5	10
4	можно было бы	2	9
5	с точки зрения	3	8
6	для того чтобы	8	8
7	в самом деле	2	7
8	с другой стороны	3	7
9	только потому что	2	6
10	по крайней мере	2	6
11	в этом смысле	6	5
12	во всяком случае	3	5
13	тем не менее	18	5
14	и тем не	8	4
15	в этой области	2	4
16	не только в	1	4
17	не может быть	2	4
18	в этом отношении	1	3
19	точно так же	4	3
20	в конце концов	4	3
21	в связи с	4	3
22	в то же	4	3
23	что все эти	1	3
24	а следовательно и	1	2
25	поставить вопрос о	1	2
26	и пр но	1	2
27	не говоря уже	2	2
28	на самом деле	4	2
29	но даже и	1	2
30	в этом случае	2	2
31	говоря уже о	1	2
32	то или иное	1	2
33	и вовсе не	4	2
34	вместе с тем	1	2
35	в таких случаях	2	2
36	так же как	2	2
37	в результате этого	1	2
38	тем что он	1	2
39	и потому что	1	2
40	и в том	1	2
41	не только потому	1	2
42	того или иного	2	2
43	и в самом	2	2
44	можно сказать что	3	2
45	на то что	8	2
46	чтобы понять что	1	2
47	говорить и о	1	2
48	так или иначе	2	2
49	и в другом	1	2
50	было бы говорить	1	1
51	он должен быть	1	1
52	хотя и не	2	1
53	все дело в	1	1
54	иметь в виду	3	1
55	дело в том	3	1
56	в этом последнем	1	1
57	которое было бы	1	1
58	в настоящее время	3	1
59	здесь прежде всего	1	1
60	в том и	1	1
61	ли сказать что	2	1
62	может и не	1	1
63	и если мы	3	1
64	мы видели выше	1	1
65	до сих пор	3	1
66	далеко не всякое	1	1
67	тот или иной	1	1
68	сам по себе	7	1
69	для этой цели	1	1
70	также и то	2	1
71	бы то ни	1	1
72	в первую очередь	1	1
73	не менее трудно	1	1
74	не было бы	1	1
75	только то что	4	1
76	ясно что не	1	1
77	этом последнем случае	1	1
78	это вовсе не	2	1
79	не сам по	1	1
80	но все дело	1	1
81	оно и было	1	1
82	и то что	2	1
83	не знаем что	1	1
84	свой смысл и	1	1
85	и в других	3	1
86	может быть и	3	1
87	того чтобы мы	1	1
88	постановка вопроса о	1	1
89	все это в	1	1
90	то время как	1	1
91	для нас особенно	1	1
92	в данном случае	8	1
93	не то что	1	1
94	сами по себе	3	1
95	не потому что	2	1
96	можно ли сказать	2	1
97	хотелось бы обратить	1	1
98	мы не знаем	1	1
99	оно не было	1	1
100	не значит что	1	1
101	вопроса о природе	1	1
102	и вообще во	1	1
103	потому что оно	2	1
104	смысл и свое	1	1
105	а также и	2	1
106	в известном смысле	1	1
107	не могут быть	1	1
108	которая была бы	1	1
109	только потому и	1	1
110	все подобного рода	1	1
111	том и в	1	1
112	что же такое	1	1
113	то во всяком	2	1
114	есть не что	2	1
115	ни в каком	3	1
116	д и т	3	1
117	но для того	1	1
118	и что такое	1	1
119	заключается в том	1	1
120	в то время	1	1
121	может быть это	1	1
122	в том чтобы	1	1
123	то что мы	6	1
124	есть по существу	1	1
125	как и в	1	1
126	связи с этим	1	1
127	о том что	5	1
128	ничего общего с	7	1
129	а не просто	4	1
130	что иное как	2	1
131	рабочих и крестьян	3	1
132	один от другого	1	1
133	не выходит за	1	1
134	у нас в	1	1
135	от того чтобы	1	1
136	в другом случае	1	1
137	к тому что	1	1
138	не что иное	2	1
139	тех или иных	2	1
140	т д и	4	1
141	потому что она	1	1
142	сама по себе	4	1
143	не могут рассматриваться	1	1
144	таким образом в	1	1
145	бы обратить внимание	1	1
146	в буквальном смысле	3	1
147	не только от	1	1
148	в данный момент	1	1
149	к тому же	1	1
150	только тогда когда	1	1
151	как мы видели	1	1
152	также и в	1	1
