N	3gram	Potebnia_M_2	Problemy
1	то же время	2	10
2	в то же	2	10
3	на самом деле	2	9
4	с самого начала	2	8
5	во всяком случае	7	4
6	а между тем	4	3
7	в этом смысле	2	3
8	и в самом	1	3
9	бы то ни	1	3
10	в эту минуту	3	3
11	одно и то	2	3
12	то ни было	1	3
13	и то же	2	3
14	друг к другу	1	3
15	с другой стороны	2	3
16	не может быть	2	3
17	то все же	2	2
18	смысле этого слова	3	2
19	то что я	1	2
20	и не может	1	2
21	сам по себе	4	2
22	в отличие от	1	2
23	друг на друга	1	2
24	по себе и	1	2
25	и не в	1	2
26	я этого не	1	2
27	и в этом	1	2
28	так и в	2	2
29	мы можем сказать	1	2
30	и в слове	1	2
31	подобно тому как	4	2
32	но все же	1	2
33	в большинстве случаев	1	2
34	в том что	7	2
35	если бы он	1	1
36	мы чувствуем что	1	1
37	целого то есть	1	1
38	не может ни	1	1
39	сплошь да рядом	1	1
40	в сознание и	2	1
41	его мысль о	1	1
42	потому что в	1	1
43	то есть не	3	1
44	дело в том	1	1
45	становится для него	1	1
46	бы ни был	1	1
47	и для самого	1	1
48	но и по	1	1
49	но даже и	1	1
50	том что он	1	1
51	может и не	1	1
52	в этом случае	1	1
53	что же касается	1	1
54	не приводит в	1	1
55	оно должно быть	1	1
56	до сих пор	4	1
57	его с другим	1	1
58	но не в	2	1
59	и в других	1	1
60	то есть именно	1	1
61	вместе с тем	1	1
62	то что в	2	1
63	заключает в себе	4	1
64	не может но	1	1
65	со всех сторон	1	1
66	по крайней мере	5	1
67	главным образом в	1	1
68	о том как	1	1
69	не знал что	1	1
70	потому что тогда	1	1
71	то время как	3	1
72	время как в	1	1
73	в себе как	1	1
74	и как бы	1	1
75	во всех отношениях	1	1
76	в большей или	1	1
77	то что он	1	1
78	он в то	1	1
79	мы видели что	1	1
80	в общем не	1	1
81	но эти слова	1	1
82	в то время	4	1
83	себя и для	1	1
84	но тем не	3	1
85	как и в	1	1
86	и слово с	1	1
87	большей или меньшей	1	1
88	в свою очередь	6	1
89	и того же	6	1
90	о том что	1	1
91	как и во	2	1
92	но все эти	1	1
93	как бы ни	3	1
94	одного и того	6	1
95	не может обойтись	2	1
96	друг от друга	1	1
97	вопрос о том	1	1
98	тем не менее	5	1
99	этого слова и	1	1
100	мог бы быть	1	1
101	это как бы	1	1
102	в нем совсем	1	1
103	для него как	1	1
104	сама по себе	2	1
105	то что они	1	1
106	себя и других	1	1
107	для того чтобы	2	1
108	независимо от их	2	1
109	что и в	1	1
110	относятся друг к	1	1
