N	2gram	Bakhtin_sl_1	Problema
1	и не	16	28
2	то есть	26	27
3	не только	16	24
4	только в	6	23
5	в виде	2	22
6	вовсе не	7	21
7	и в	41	20
8	в том	3	20
9	ни в	1	17
10	не просто	1	16
11	все эти	9	16
12	смысле слова	2	15
13	потому что	2	15
14	точки зрения	16	14
15	у нас	2	14
16	той или	9	14
17	было бы	3	14
18	но и	16	14
19	также и	3	13
20	перед нами	4	13
21	не в	7	13
22	или иной	9	13
23	в себе	3	12
24	том что	2	12
25	не есть	2	12
26	с точки	8	11
27	прежде всего	8	11
28	тем не	1	10
29	и его	14	10
30	не менее	1	10
31	так и	11	10
32	в качестве	3	10
33	не является	2	10
34	в этом	12	9
35	может быть	14	9
36	и даже	6	9
37	все это	5	9
38	но в	8	8
39	таким образом	9	8
40	если бы	1	8
41	в той	10	8
42	в результате	3	8
43	и все	4	8
44	во всяком	7	8
45	то же	14	7
46	мы не	2	7
47	в ней	4	7
48	еще не	4	7
49	и с	4	7
50	это не	6	7
51	здесь не	2	7
52	хотя бы	3	7
53	и тем	2	7
54	есть в	1	7
55	с другой	5	7
56	именно в	3	7
57	сказать что	2	7
58	а не	15	7
59	и потому	4	7
60	такого рода	2	7
61	есть не	1	6
62	мы имеем	1	6
63	а только	1	6
64	при этом	6	6
65	всех этих	4	6
66	как и	4	6
67	в данном	3	6
68	но если	1	6
69	и без	1	6
70	по крайней	1	6
71	в каком	1	6
72	символа в	1	6
73	в виду	1	6
74	и вообще	2	6
75	а также	2	6
76	крайней мере	1	6
77	так что	2	6
78	по своему	2	6
79	но это	1	6
80	и от	4	6
81	для нас	2	6
82	другой стороны	4	6
83	в таком	1	6
84	на самом	2	5
85	действительности и	1	5
86	но не	2	5
87	как в	8	5
88	хотя и	2	5
89	и если	1	5
90	в нем	30	5
91	да и	1	5
92	те или	3	5
93	в них	6	5
94	в этих	2	5
95	только и	1	5
96	и о	2	5
97	в ее	2	5
98	данном случае	3	5
99	о том	3	5
100	можно сказать	2	5
101	жизни и	1	5
102	уже не	2	5
103	если мы	2	5
104	здесь перед	1	5
105	так как	3	5
106	случае не	1	5
107	здесь в	4	5
108	то и	1	5
109	не может	14	5
110	вместе с	1	5
111	так же	2	5
112	в смысле	4	5
113	или в	8	5
114	и т	28	4
115	самодовлеющего и	1	4
116	но даже	1	4
117	без всякого	1	4
118	кроме того	4	4
119	и есть	1	4
120	и наконец	4	4
121	нет никакой	1	4
122	в этой	1	4
123	что она	1	4
124	несмотря на	1	4
125	в своей	7	4
126	всяком случае	5	4
127	в одном	2	4
128	в отношении	6	4
129	отличается от	1	4
130	только не	1	4
131	в разных	3	4
132	в самой	1	4
133	ни о	2	4
134	всегда есть	1	4
135	можно было	2	4
136	здесь как	1	4
137	жизнь и	1	4
138	с ним	7	4
139	и во	3	4
140	во всех	17	4
141	и только	1	4
142	тем более	1	4
143	одной из	3	4
144	или иные	3	4
145	и ее	3	4
146	или даже	2	4
147	ни с	1	4
148	что не	1	4
149	с этим	3	4
150	как бы	12	4
151	как раз	2	4
152	тех или	1	4
153	и для	4	4
154	же в	1	4
155	а в	6	4
156	в то	14	4
157	в какой	1	4
158	в зависимости	3	3
159	но она	1	3
160	и на	14	3
161	он был	1	3
