N	2gram	Bakhtin_Fr_7	StatiiOP
1	и в	41	29
2	том что	4	27
3	в том	11	27
4	в этом	15	21
5	не только	5	19
6	но и	9	19
7	что в	9	19
8	о том	6	17
9	в его	12	13
10	что он	3	13
11	между прочим	1	12
12	в которой	2	11
13	то что	8	11
14	все это	10	11
15	таким образом	19	10
16	к тому	2	10
17	в своем	9	9
18	он не	4	9
19	потому что	5	9
20	так и	10	9
21	этом отношении	2	9
22	и не	7	9
23	как на	1	9
24	но в	8	8
25	я не	3	7
26	в ней	5	7
27	в самом	1	7
28	так например	1	7
29	но все	4	7
30	в своей	3	7
31	в котором	1	7
32	того как	5	7
33	в виду	4	7
34	с тем	1	7
35	вместе с	5	7
36	одним из	1	6
37	и на	4	6
38	все же	1	6
39	вовсе не	7	6
40	и его	9	6
41	об этом	1	6
42	и что	1	6
43	в одном	3	6
44	в течение	2	6
45	было бы	4	5
46	точки зрения	5	5
47	того что	2	5
48	между тем	1	5
49	в качестве	9	5
50	своего рода	2	5
51	в письме	1	5
52	прежде всего	11	5
53	а не	2	5
54	о чем	1	5
55	в той	3	5
56	как бы	7	5
57	то обстоятельство	1	4
58	кроме того	3	4
59	хотя и	4	4
60	и к	5	4
61	не приходится	1	4
62	по словам	1	4
63	в нем	7	4
64	что у	3	4
65	в другом	1	4
66	и с	4	4
67	не в	9	4
68	дело в	2	4
69	ничего не	4	4
70	обстоятельство что	1	4
71	и о	1	4
72	времени и	1	4
73	после того	4	4
74	связи с	1	4
75	при помощи	1	4
76	для него	6	4
77	именно в	2	4
78	в речи	1	4
79	в частности	1	4
80	своего времени	2	4
81	еще более	2	4
82	того времени	1	4
83	а как	1	4
84	в романе	7	4
85	к этому	5	4
86	вряд ли	1	3
87	например в	3	3
88	самом деле	1	3
89	на самом	2	3
90	в году	5	3
91	в их	3	3
92	по его	1	3
93	его не	1	3
94	оба эти	1	3
95	подчеркнуть что	1	3
96	не был	1	3
97	но не	1	3
98	как в	5	3
99	с этим	2	3
100	не было	3	3
101	что это	4	3
102	тому же	1	3
103	в начале	1	3
104	из них	3	3
105	ни в	6	3
106	не мог	2	3
107	в этих	2	3
108	одном из	4	3
