N	3gram	Vinokur_Vv_1	Myshleni
1	в том что	12	31
2	заключается в том	3	14
3	с точки зрения	2	11
4	с одной стороны	4	9
5	в этом смысле	10	8
6	с другой стороны	5	8
7	то же самое	2	7
8	в этом отношении	3	7
9	смысле этого слова	2	7
10	в собственном смысле	2	7
11	в самом деле	5	6
12	одно и то	1	6
13	и то же	1	6
14	и того же	2	5
15	можно было бы	3	5
16	так же как	1	5
17	одного и того	2	5
18	для того чтобы	21	5
19	и той же	2	4
20	с этой точки	1	4
21	и то что	2	4
22	как уже сказано	1	4
23	одной и той	2	4
24	этой точки зрения	1	4
25	собственном смысле этого	1	4
26	в обоих случаях	1	3
27	состоит в том	2	3
28	бы сказать что	1	3
29	в этом случае	6	3
30	по своему значению	2	3
31	вместе с тем	3	3
32	с тем что	3	3
33	точно так же	2	3
34	по сравнению с	3	3
35	во всяком случае	3	3
36	в связи с	2	3
37	то обстоятельство что	1	3
38	о том что	12	3
39	как мы уже	1	3
40	в том виде	3	2
41	в настоящее время	1	2
42	было бы назвать	1	2
43	с полным основанием	1	2
44	одной стороны и	3	2
45	только в том	2	2
46	в отличие от	3	2
47	но и в	1	2
48	в данном случае	4	2
49	в том чтобы	5	2
50	и тогда когда	1	2
51	но вместе с	2	2
52	не могут быть	2	2
53	логической точки зрения	1	2
54	в целом ряде	2	2
55	в свое время	2	2
56	точки зрения совершенно	1	2
57	в свою очередь	1	2
58	к выводу что	5	2
59	подобно тому как	1	2
60	и в результате	1	2
61	как мы видели	2	2
62	было бы понять	1	1
63	том что в	1	1
64	на том что	2	1
65	том отношении что	3	1
66	что иное как	4	1
67	что в этом	2	1
68	но как мы	1	1
69	потому что в	1	1
70	прежде всего в	1	1
71	показывает что в	1	1
72	виде в каком	1	1
73	не говоря уже	2	1
74	на самом деле	1	1
75	слова или выражения	1	1
76	том что уже	1	1
77	том виде в	1	1
78	по двум причинам	1	1
79	принять во внимание	2	1
80	точки зрения между	1	1
81	в зависимости от	1	1
82	на задний план	1	1
83	например когда мы	1	1
84	к образованию понятий	1	1
85	в истории языка	1	1
86	по тому же	1	1
87	бы то ни	1	1
88	потому что и	1	1
89	до сих пор	5	1
90	совершенно ясно что	1	1
91	находит свое выражение	1	1
92	заключает в себе	1	1
93	то что этот	1	1
94	но во всяком	1	1
95	одном и том	1	1
96	действительно по своему	1	1
97	говоря уже о	1	1
98	как если бы	1	1
99	том виде как	1	1
100	к тому что	1	1
101	было бы сказать	1	1
102	и со стороны	1	1
103	то ни было	1	1
104	о том насколько	1	1
105	вообще в этом	1	1
106	может быть не	1	1
107	самом деле то	1	1
108	имел в виду	1	1
109	имеет еще и	1	1
110	не только в	4	1
111	в конце концов	2	1
112	и том же	1	1
113	в целом но	1	1
114	а также и	2	1
115	как один из	1	1
116	приходит к выводу	1	1
117	мы имеем дело	1	1
118	не иначе как	1	1
119	имея в виду	1	1
120	имеем дело с	1	1
121	самом деле как	1	1
122	двум причинам во-первых	1	1
123	собственном смысле слова	1	1
124	связь между отдельными	1	1
125	в том отношении	3	1
126	и как они	1	1
127	о котором мы	1	1
128	когда мы говорим	1	1
129	не может быть	8	1
130	на вопрос о	4	1
131	не могли не	1	1
132	по себе не	1	1
133	речь идет об	1	1
134	уже и в	1	1
135	только то что	1	1
136	по отношению к	4	1
137	в русском языке	1	1
138	тем что в	1	1
139	этом смысле нельзя	2	1
140	ничего не может	1	1
141	что наряду с	1	1
142	само по себе	3	1
143	и т.д и	1	1
144	и что следовательно	1	1
145	одной из основных	1	1
146	с самого начала	1	1
147	вопрос о том	5	1
148	что обе эти	1	1
149	но все же	3	1
150	можно сказать что	3	1
151	мы говорим о	1	1
152	если принять во	1	1
153	в этих случаях	2	1
154	после того как	2	1
155	отсюда ясно что	1	1
156	что различие между	1	1
157	собой не что	1	1
158	слова таким образом	1	1
159	не что иное	4	1
160	тех или иных	3	1
161	тем не менее	8	1
162	заключенное в нем	1	1
163	может быть в	2	1
164	отступают на задний	1	1
165	в большей степени	2	1
166	только тогда когда	1	1
167	мы должны сейчас	1	1
168	в том же	1	1
169	тот факт что	1	1
