N	2gram	Propp_Russ_1	Stilisti
1	и в	36	42
2	не только	22	27
3	как бы	5	27
4	то же	3	15
5	но и	16	15
6	и не	6	14
7	не может	4	12
8	может быть	8	12
9	мы уже	1	11
10	как и	10	11
11	точки зрения	3	11
12	отнюдь не	2	10
13	в этом	12	10
14	и как	2	10
15	как мы	10	10
16	мы должны	2	10
17	что мы	1	10
18	мы не	6	9
19	при этом	6	9
20	в то	1	9
21	то что	6	9
22	в ней	2	8
23	все же	5	8
24	в себе	1	8
25	таким образом	6	8
26	и это	1	8
27	с тем	8	8
28	зависимости от	1	7
29	и на	10	7
30	в которой	1	7
31	было бы	1	7
32	и тем	1	7
33	так как	15	7
34	потому что	10	7
35	ничего не	3	7
36	с его	1	7
37	только в	4	7
38	и его	1	7
39	мы можем	2	7
40	а не	2	7
41	во всех	4	6
42	точку зрения	1	6
43	в этой	1	6
44	в нем	2	6
45	или как	1	6
46	в области	3	6
47	так и	7	6
48	в форме	1	6
49	и так	1	6
50	в свою	3	6
51	уже в	1	5
52	в нашем	2	5
53	в той	1	5
54	независимо от	2	5
55	и наконец	1	5
56	и с	2	5
57	мы видели	1	5
58	с точки	3	5
59	тому что	4	5
60	а в	9	5
61	не является	1	5
62	те же	1	5
63	в его	2	5
64	и следовательно	1	5
65	и их	4	5
66	слова в	3	5
67	тем у	1	5
68	точек зрения	1	5
69	вместе с	10	5
70	как это	8	5
71	самом деле	1	4
72	тем же	1	4
73	что именно	2	4
74	и к	3	4
75	но в	2	4
76	что это	3	4
77	уже не	6	4
78	можно было	1	4
79	в каждом	2	4
80	его в	1	4
81	и без	1	4
82	у нас	8	4
83	но все	3	4
84	к тому	4	4
85	свою очередь	2	4
86	было в	1	4
87	если бы	1	4
88	о том	8	4
89	влияние на	1	4
90	можно сказать	1	4
91	того что	4	4
92	один из	8	4
93	мы видим	2	4
94	мы увидим	8	4
95	в качестве	3	4
96	точка зрения	1	4
97	связаны с	3	4
98	не просто	2	4
99	а с	4	4
100	и пр	2	4
101	то есть	3	4
102	не что	2	4
103	все это	6	4
104	зрения в	1	4
105	того времени	1	4
106	так же	3	4
107	долгое время	1	3
108	на самом	2	3
109	жизни это	1	3
110	еще не	4	3
111	ответ на	1	3
112	перед нами	1	3
113	хотя и	2	3
114	та же	2	3
115	что всякое	1	3
116	не к	1	3
117	их в	3	3
118	здесь мы	1	3
119	об этом	9	3
120	связанных с	1	3
121	это не	10	3
122	чаще всего	3	3
123	этом мы	1	3
124	том что	19	3
125	что было	1	3
126	необходимо чтобы	1	3
127	в разных	3	3
128	слова как	1	3
129	связи с	4	3
130	до того	2	3
131	в виду	1	3
132	что у	2	3
133	во второй	1	3
134	и здесь	2	3
135	и поэтому	2	3
136	должно было	2	3
137	связь между	2	3
138	нуждается в	1	3
139	жизни и	1	3
140	только на	3	3
141	из них	8	3
142	его и	2	3
143	не так	1	3
144	представить себе	1	3
145	в одном	3	3
146	но что	2	3
147	от того	1	3
148	что и	7	3
149	так называемой	3	3
150	если не	1	3
151	в тех	4	3
152	этого слова	3	3
153	как только	1	3
154	этом случае	5	3
155	в целом	2	3
156	в начале	1	3
157	но для	1	3
158	и для	2	3
159	для нас	6	3
160	и все	1	3
161	главным образом	2	3
162	между ними	1	3
163	не знает	1	3
164	сказать что	1	3
165	также и	1	2
166	нас не	2	2
167	в определенные	1	2
168	что эти	1	2
169	мы имеем	4	2
170	вопрос о	1	2
171	но даже	2	2
172	для наших	2	2
173	как не	2	2
174	и он	1	2
175	и определяется	1	2
176	между собой	2	2
177	иное как	2	2
178	природы и	2	2
179	но не	2	2
180	только потому	1	2
181	значение и	2	2
182	только тогда	1	2
183	должны были	2	2
184	очевидно что	1	2
185	себе и	1	2
186	как в	5	2
187	тех случаях	1	2
188	целый ряд	1	2
189	как уже	4	2
190	между двумя	2	2
191	представляет собой	4	2
192	все эти	2	2
193	и те	3	2
194	тому же	1	2
195	и сам	1	2
196	по своему	1	2
197	связанные с	3	2
198	с этим	2	2
199	в жизни	2	2
200	но мы	1	2
201	не всегда	1	2
202	в этих	3	2
203	и при	1	2
204	место в	1	2
205	в которых	5	2
206	но эта	1	2
207	которые в	1	2
208	который мы	1	2
209	для каждого	1	2
210	ее с	1	2
211	в основе	1	2
212	что иное	2	2
213	каждый из	1	2
214	это слово	1	2
215	этом отношении	1	2
216	ли не	1	2
217	из всего	1	2
218	у себя	1	2
219	в пределах	1	2
220	в дальнейшем	2	2
221	с собой	4	2
222	не с	3	2
223	подойти к	2	2
224	вошел в	1	2
225	быть может	1	2
226	и вообще	1	2
227	с ним	2	2
228	к нему	1	2
229	в середине	3	2
230	видим что	1	2
231	как например	3	2
232	в том	17	2
233	тот же	1	2
234	что он	1	2
235	в какой	2	2
236	их мы	1	2
237	одни и	1	2
238	не будут	1	2
239	для них	3	2
240	заметить что	1	2
241	тем что	4	2
242	к которому	1	2
243	еще и	1	2
244	связано с	1	2
245	не было	2	2
246	до конца	2	2
247	должна была	2	2
248	в связи	4	2
249	магический обряд	2	2
250	и потому	2	2
251	из которых	1	2
252	в первой	1	2
253	останавливаться на	2	2
254	этот поток	1	2
255	но это	4	2
256	в так	1	2
257	обращения к	1	2
258	только одна	1	2
259	случаях когда	1	2
260	тем и	2	2
261	или в	2	2
262	а к	1	2
263	несмотря на	3	2
264	этот вопрос	2	2
265	с ней	2	2
266	в частности	2	2
267	к этому	4	2
268	в своих	2	2
269	мы начнем	1	1
270	ту же	1	1
271	можно говорить	2	1
272	же как	1	1
273	чтобы не	1	1
274	увидим ниже	3	1
275	переход от	2	1
276	рассказов и	1	1
277	и должны	1	1
278	его чрезвычайно	1	1
279	и до	2	1
280	не имеют	1	1
281	собственном смысле	1	1
282	и развитие	1	1
283	большое количество	1	1
284	в их	4	1
285	часть его	1	1
286	из всех	1	1
287	например в	2	1
288	которую мы	1	1
289	о степени	1	1
