N	3gram	Tiupa_Narr_1	Istorich
1	с другой стороны	4	8
2	не только в	2	5
3	о том что	6	5
4	так же как	2	4
5	с одной стороны	7	4
6	на первый взгляд	2	4
7	тем не менее	3	4
8	в том что	8	4
9	этой точки зрения	2	3
10	с этой точки	1	3
11	отца к сыну	1	3
12	не может быть	5	3
13	в данном случае	4	3
14	от отца к	1	3
15	точно так же	2	2
16	но это не	1	2
17	до сих пор	1	2
18	в том чтобы	1	2
19	так и в	1	2
20	от тестя к	1	2
21	но все же	4	2
22	тестя к зятю	1	2
23	как и в	1	2
24	не в состоянии	1	1
25	только потому что	1	1
26	к сыну а	1	1
27	с точки зрения	2	1
28	состоит в том	3	1
29	а не с	1	1
30	он не мог	1	1
31	а не в	2	1
32	по отношению к	6	1
33	в самом деле	1	1
34	и в особенности	1	1
35	же как и	1	1
36	то же самое	1	1
37	он не может	1	1
38	ничем не отличается	1	1
39	но далеко не	1	1
40	в чистом виде	1	1
41	не входит в	1	1
42	бы то ни	3	1
43	как мы увидим	1	1
44	независимо от того	1	1
45	том что именно	1	1
46	можно было бы	2	1
47	не отличается от	2	1
48	как мы уже	1	1
49	а иногда и	1	1
50	и не в	4	1
51	тогда как в	2	1
52	на передний план	1	1
53	обращает на себя	3	1
54	один из них	1	1
55	в первый раз	1	1
56	то ни было	3	1
57	легко может быть	1	1
58	и тот же	1	1
59	это не так	1	1
60	имеем дело с	1	1
61	все же не	4	1
62	в связи с	2	1
63	то что он	1	1
64	она все же	1	1
65	один и тот	1	1
66	до наших дней	1	1
67	не в его	1	1
68	более или менее	2	1
69	но уже в	1	1
70	не имеет значения	1	1
71	и когда он	1	1
72	уже в качестве	1	1
73	и тем более	1	1
74	мысль о том	1	1
75	ту или иную	2	1
76	или может быть	1	1
77	совершенно очевидно что	1	1
78	на том свете	2	1
79	но не может	1	1
80	в мировом фольклоре	1	1
81	как мы видели	1	1
