N	2gram	Propp_Isto_5	Hudozhes
1	том что	8	16
2	и в	25	14
3	не только	13	12
4	при этом	1	12
5	о том	7	12
6	в том	6	12
7	а не	2	12
8	и т	20	11
9	в себе	1	11
10	в этом	10	11
11	прежде всего	6	11
12	в своей	2	10
13	для него	1	10
14	то же	4	9
15	как и	7	9
16	что он	22	9
17	в качестве	7	9
18	у него	2	9
19	по отношению	2	8
20	в этой	3	8
21	как в	6	8
22	то что	7	8
23	же время	1	8
24	ничего не	2	8
25	в его	12	8
26	отношению к	2	8
27	в то	3	8
28	еще не	8	7
29	это не	6	7
30	не в	6	7
31	к тому	1	7
32	уже не	11	7
33	не может	6	7
34	как бы	2	7
35	а в	3	7
36	как правило	1	6
37	человека в	3	6
38	было бы	1	6
39	никогда не	3	6
40	что в	8	6
41	самом деле	2	5
42	перед нами	2	5
43	но в	1	5
44	об этом	2	5
45	точки зрения	2	5
46	не менее	4	5
47	и его	9	5
48	потому что	7	5
49	к себе	1	5
50	и он	6	5
51	только в	7	5
52	по мнению	1	5
53	друг друга	3	5
54	может быть	17	5
55	но и	13	5
56	в частности	7	5
57	в этих	6	5
58	героя и	3	5
59	жизни и	2	5
60	мы уже	4	4
61	он уже	1	4
62	и о	1	4
63	в ней	5	4
64	в своем	1	4
65	и к	1	4
66	то в	2	4
67	в самом	1	4
68	та же	1	4
69	на то	2	4
70	что она	1	4
71	он не	4	4
72	и с	3	4
73	несмотря на	2	4
74	тем не	4	4
75	с ним	4	4
76	она не	2	4
77	в русской	3	4
78	связи с	8	4
79	как будто	1	4
80	и это	4	4
81	можно сказать	2	4
82	того что	2	4
83	один из	2	4
84	и быть	2	4
85	себя в	6	4
86	из них	2	4
87	в конце	1	4
88	не было	1	4
89	и все	3	4
90	мы узнаем	2	4
91	только что	1	4
92	т е	16	4
93	и от	1	4
94	с точки	1	3
95	не имеют	1	3
96	едва ли	1	3
97	на тех	2	3
98	и на	8	3
99	в ее	4	3
100	отнюдь не	1	3
101	как к	1	3
102	все же	10	3
103	но он	2	3
104	в нем	7	3
105	т д	18	3
106	и по	2	3
107	на этом	3	3
108	его в	9	3
109	с этим	5	3
110	даже в	2	3
111	в своих	1	3
112	такой же	2	3
113	в ходе	1	3
114	она в	1	3
115	все эти	8	3
116	тем что	10	3
117	что при	3	3
118	как мы	5	3
119	того чтобы	3	3
120	в пределах	4	3
121	приводит к	1	3
122	что у	4	3
123	еще в	2	3
124	том как	2	3
125	если бы	2	3
126	о нем	3	3
127	а также	1	3
128	же в	2	3
129	в литературе	1	3
130	но не	5	3
131	и даже	1	3
132	со стороны	2	3
133	превращается в	7	3
134	то и	1	3
135	в связи	4	3
136	по своему	1	3
137	такого рода	1	3
138	встрече с	1	3
139	и для	2	3
140	от него	1	3
141	в таком	1	3
142	к этой	1	3
143	например в	5	2
144	же как	4	2
145	на самом	1	2
146	что когда	1	2
147	момент когда	1	2
148	в их	1	2
149	той же	1	2
150	мы не	5	2
151	вопрос о	2	2
152	к своему	1	2
153	не нужно	1	2
154	мы читаем	1	2
155	которых может	1	2
156	но как	1	2
157	если в	3	2
158	себе и	1	2
159	в одной	1	2
160	напомним что	1	2
161	в целом	3	2
162	так в	2	2
163	только на	1	2
164	ключ к	1	2
165	они в	1	2
166	уже говорилось	1	2
167	не мотивировано	1	2
168	ясно что	5	2
169	особенно в	2	2
170	живет в	5	2
171	уже знаем	1	2
172	по себе	2	2
173	д с	1	2
174	одной из	1	2
175	состоит в	1	2
176	от себя	2	2
177	сих пор	2	2
178	все это	4	2
179	они не	3	2
180	и герой	2	2
181	и другое	1	2
182	не имеет	1	2
183	одна из	2	2
184	со своим	1	2
185	на него	8	2
186	что на	1	2
187	не знаем	3	2
188	все еще	4	2
189	здесь не	1	2
190	на основе	1	2
191	в землю	2	2
192	в себя	3	2
193	героя на	1	2
194	на вопрос	1	2
195	никак не	1	2
196	и что	8	2
197	до сих	2	2
198	при встрече	1	2
199	в форме	3	2
200	тот момент	1	2
201	в него	5	2
202	но с	1	2
203	и потому	2	2
204	и так	1	2
205	так что	2	2
206	слова в	1	2
207	за ним	4	2
208	а и	1	2
209	мы знаем	8	2
210	а то	1	2
211	на том	3	2
212	представляют собой	3	2
213	а с	1	2
214	что не	1	2
215	также в	1	2
216	человек в	1	2
217	и ты	1	2
218	в изображении	1	2
219	в тот	1	2
220	в это	2	2
221	и не	11	2
222	с этой	2	2
223	каждого из	1	2
224	только для	1	2
225	нет ничего	1	2
226	пока еще	1	2
227	перед собой	1	2
228	в море	5	2
229	всего мира	1	2
230	не знает	1	2
231	этот момент	1	2
232	героя в	9	2
233	проникнуть в	1	2
234	новое лицо	1	2
235	относится и	1	1
236	человека и	2	1
237	в воду	8	1
238	и др	3	1
239	тех же	2	1
240	многих отношениях	1	1
241	всего это	1	1
242	за собой	1	1
243	на две	1	1
244	из его	1	1
245	проникает в	1	1
246	также и	1	1
247	его не	3	1
248	уходила в	1	1
249	общества и	1	1
250	ни у	1	1
251	что уже	1	1
252	героя но	2	1
253	именно к	1	1
254	встречает и	1	1
255	я не	1	1
256	с небольшими	1	1
257	хотя бы	1	1
258	ему в	3	1
259	не сразу	1	1
260	что можно	1	1
261	же что	1	1
262	это время	2	1
263	свете нет	1	1
264	а еще	2	1
265	на них	2	1
266	воды в	1	1
267	время в	2	1
268	что его	3	1
269	не требует	1	1
270	мы еще	1	1
271	совсем не	1	1
272	бы в	1	1
273	этого мотива	8	1
274	ответ на	1	1
275	отношение к	1	1
276	тому времени	1	1
277	к сожалению	1	1
278	относится к	1	1
279	и я	1	1
280	чем же	1	1
281	его на	4	1
282	дает нам	1	1
283	стороны и	1	1
284	что касается	1	1
285	не два	1	1
286	узнает что	1	1
287	и как	3	1
288	это тоже	1	1
289	от этого	4	1
290	и хотя	4	1
291	есть на	2	1
292	в которой	4	1
293	не упоминается	1	1
294	герой возвращается	1	1
295	он в	1	1
296	частности с	1	1
297	и тот	1	1
298	только один	3	1
299	во многих	1	1
300	но на	1	1
301	его но	1	1
302	в средневековой	1	1
303	главным образом	1	1
304	всех этих	1	1
305	он должен	1	1
306	не как	4	1
307	в силу	1	1
308	и вот	1	1
309	ее и	3	1
