N	3gram	Trubetskoy_1	Tvorches
1	в то же	2	13
2	то же время	2	12
3	в том что	15	6
4	о том что	4	5
5	дело в том	1	3
6	с самого начала	1	3
7	на самом деле	7	2
8	является одним из	1	2
9	точно так же	1	2
10	по крайней мере	1	2
11	в данном случае	3	2
12	тем не менее	4	2
13	заметим кстати что	2	1
14	не может не	3	1
15	с большим трудом	1	1
16	хотя и не	1	1
17	еще далеко не	1	1
18	между прочим в	1	1
19	образом и в	1	1
20	и того же	3	1
21	что в современной	1	1
22	в настоящее время	2	1
23	то же самое	1	1
24	в том же	3	1
25	что же касается	2	1
26	все та же	1	1
27	в этом пункте	1	1
28	по отношению к	9	1
29	до сих пор	8	1
30	друг на друга	1	1
31	а может быть	1	1
32	только то что	2	1
33	в мире не	1	1
34	бы то ни	2	1
35	за то что	1	1
36	заключает в себе	2	1
37	вместе с тем	2	1
38	уже говорили что	1	1
39	в ту же	1	1
40	в этой области	4	1
41	то ни было	2	1
42	с одной стороны	2	1
43	но в целом	1	1
44	в конце концов	4	1
45	университет историко-филологический факультет	1	1
46	а как бы	1	1
47	но при этом	1	1
48	это имеет место	1	1
49	что он сам	1	1
50	в связи с	3	1
51	мы уже говорили	1	1
52	в разные стороны	1	1
53	что у него	1	1
54	я не могу	1	1
55	так и от	1	1
56	их взаимоотношения в	1	1
57	у него в	1	1
58	заключается в том	2	1
59	в свою очередь	2	1
60	но даже в	1	1
61	он не может	2	1
62	с другой стороны	4	1
63	одного и того	3	1
64	на деле это	1	1
65	таким образом и	1	1
66	важную роль в	1	1
67	к тому что	1	1
68	как и в	2	1
69	на первый взгляд	1	1
70	к тому же	5	1
71	отличие от современных	1	1
