N	2gram	Losev_Dial_4	Myshleni
1	то что	16	26
2	в этом	11	25
3	что он	7	25
4	потому что	10	21
5	таким образом	5	19
6	точки зрения	14	18
7	в том	11	18
8	не может	11	18
9	того чтобы	5	17
10	не только	8	16
11	и в	15	16
12	того что	13	16
13	так как	14	16
14	что в	7	16
15	том что	10	15
16	так же	4	15
17	для того	5	14
18	в сущности	5	13
19	в процессе	1	13
20	сказать что	6	13
21	вопрос о	2	12
22	в области	3	12
23	и что	9	12
24	и не	30	12
25	и развития	1	12
26	из того	1	11
27	отношение к	1	11
28	что ребенок	1	11
29	в его	4	11
30	в силу	4	10
31	было бы	9	10
32	как мы	1	10
33	только в	7	10
34	а не	18	10
35	с точки	9	9
36	в отношении	2	9
37	может быть	17	9
38	то же	9	8
39	в известном	1	8
40	должно быть	2	8
41	как и	7	8
42	если бы	6	8
43	тем самым	3	8
44	в основе	10	8
45	о том	5	8
46	он не	1	8
47	точка зрения	1	8
48	как это	2	8
49	мы должны	4	8
50	же как	1	7
51	переход от	1	7
52	и есть	19	7
53	показали что	1	7
54	в нем	5	7
55	но он	1	7
56	по себе	13	7
57	так и	5	7
58	мы могли	1	7
59	если мы	5	7
60	и на	5	6
61	но в	3	6
62	в этой	4	6
63	как он	1	6
64	связанные с	1	6
65	но если	5	6
66	не в	8	6
67	что оно	7	6
68	что все	4	6
69	и следовательно	3	6
70	этот вопрос	1	6
71	мы можем	3	6
72	но и	4	6
73	в той	1	6
74	в сфере	5	5
75	должна быть	7	5
76	что они	4	5
77	как в	3	5
78	в своем	5	5
79	в которой	2	5
80	он должен	1	5
81	на все	2	5
82	показывает что	2	5
83	с ним	3	5
84	что с	2	5
85	в то	6	5
86	тогда когда	5	5
87	того как	2	5
88	никогда не	2	5
89	ничего не	17	5
90	можно было	1	5
91	по сравнению	2	5
92	но мы	2	5
93	можно сказать	5	5
94	заключается в	2	5
95	значит что	9	5
96	тот же	1	5
97	хотя бы	4	5
98	тем что	2	5
99	сравнению с	2	5
100	как бы	14	5
101	это значит	8	5
102	с необходимостью	1	5
103	не является	1	5
104	только что	2	5
105	не знает	1	5
106	функций и	2	5
107	и то	3	4
108	той же	5	4
109	что если	3	4
110	оба эти	1	4
111	не то	1	4
112	друг от	1	4
113	за пределы	3	4
114	сама по	5	4
115	в самом	2	4
116	все эти	3	4
117	с их	4	4
118	вообще не	1	4
119	при этом	2	4
120	подобно тому	4	4
121	и по	2	4
122	это не	12	4
123	такой же	1	4
124	лучшем случае	1	4
125	тому чтобы	1	4
126	и другое	2	4
127	не имеет	14	4
128	могут быть	3	4
129	не есть	40	4
130	от друга	1	4
