N	2gram	Losev_Prob_2	Psycholo
1	то что	38	37
2	и в	35	30
3	в том	12	27
4	что в	11	24
5	и что	13	23
6	потому что	13	23
7	том что	19	21
8	того чтобы	2	20
9	таким образом	4	20
10	все время	1	20
11	для того	3	20
12	как бы	4	19
13	на то	6	17
14	что он	4	17
15	не только	24	16
16	и мы	2	16
17	если мы	9	16
18	в этом	17	14
19	в самом	5	14
20	то есть	39	13
21	как раз	8	13
22	так же	5	13
23	с одной	5	12
24	одной стороны	5	12
25	вместе с	2	12
26	может быть	18	11
27	если бы	4	11
28	что мы	14	11
29	как на	2	11
30	о том	18	10
31	и то	10	9
32	никогда не	1	9
33	и когда	1	9
34	так как	7	9
35	с другой	6	9
36	для этого	3	9
37	не может	13	9
38	сказать что	24	9
39	самом деле	4	8
40	мы имеем	1	8
41	что это	1	8
42	при этом	3	8
43	заключается в	4	8
44	с тем	3	8
45	не в	2	8
46	к тому	3	8
47	и это	5	8
48	тому что	3	8
49	того что	12	8
50	а не	10	8
51	и т	6	7
52	то же	5	7
53	зависимости от	2	7
54	но не	4	7
55	все же	8	7
56	и как	4	7
57	в нем	1	7
58	точки зрения	2	7
59	по себе	8	7
60	в основе	3	7
61	совершенно ясно	1	7
62	этих двух	1	7
63	мы можем	6	7
64	как это	1	7
65	в зависимости	2	6
66	мы уже	3	6
67	что если	4	6
68	в своем	4	6
69	и если	3	6
70	что она	4	6
71	на этом	1	6
72	что все	6	6
73	ясно что	8	6
74	как и	5	6
75	никак не	11	6
76	что с	2	6
77	и его	1	6
78	как будто	6	6
79	когда мы	6	6
80	или в	2	6
81	и здесь	4	6
82	о котором	3	6
83	и тем	4	6
84	уже в	3	6
85	тем что	4	6
86	но и	16	6
87	именно в	1	6
88	мы все	3	6
89	и не	37	6
90	и для	6	6
91	что оно	2	6
92	совершенно не	2	6
93	и есть	4	5
94	еще не	10	5
95	по этому	3	5
96	что они	3	5
97	что именно	1	5
98	в себе	5	5
99	в целом	3	5
100	в этой	9	5
101	было бы	8	5
102	несмотря на	3	5
103	был бы	6	5
104	сих пор	4	5
105	с и	2	5
106	существует между	1	5
107	только не	3	5
108	же самое	6	5
109	как мы	5	5
110	но в	6	5
111	сводится к	2	5
112	один из	3	5
113	дело с	1	5
114	только в	14	5
115	до сих	4	5
116	а с	1	5
117	и потому	1	5
118	эта теория	4	5
119	чувства и	1	5
120	бы в	3	5
121	другой стороны	5	5
122	в своих	3	5
123	как только	3	4
124	то это	3	4
125	в виду	8	4
126	в ней	2	4
127	друг к	2	4
128	стороны и	4	4
129	могли бы	3	4
130	и к	3	4
131	что всякое	2	4
132	мы говорили	1	4
133	в основу	1	4
134	к другу	2	4
135	есть не	6	4
136	в них	2	4
137	с такой	1	4
138	именно то	1	4
139	не могли	1	4
140	что эта	1	4
141	из которых	2	4
142	и именно	1	4
143	казалось бы	7	4
144	у нас	18	4
145	указывает на	5	4
146	мысль о	2	4
147	мы могли	2	4
148	внимание на	3	4
149	этому поводу	2	4
150	в его	7	4
151	в него	2	4
152	этот вопрос	1	4
153	не можем	4	4
154	только на	9	4
155	содержания и	5	4
156	в конце	7	4
157	содержание и	1	4
158	должен был	1	4
159	от того	1	4
160	говорит о	1	4
161	прежде всего	11	4
162	которых мы	1	4
163	уже давно	5	4
164	в частности	5	4
165	о чем	6	4
166	в результате	4	4
167	и все	5	4
168	а в	4	4
169	не есть	33	4
170	сам по	1	3
171	тем же	1	3
172	в их	3	3
173	по его	1	3
174	той же	2	3
175	мы не	7	3
176	и о	4	3
177	в учении	1	3
178	и на	5	3
179	первый план	3	3
180	он говорит	1	3
181	мы сейчас	1	3
182	как в	1	3
183	и наконец	3	3
184	из этих	3	3
185	он не	2	3
186	в силу	1	3
187	что ни	1	3
188	так например	1	3
189	можно было	5	3
190	в другом	1	3
191	об этом	2	3
192	это не	1	3
193	т д	6	3
194	меньше всего	1	3
195	эти два	1	3
196	ни в	6	3
197	и уже	1	3
198	в этих	4	3
199	одним и	2	3
200	бы мы	2	3
201	вопрос о	3	3
202	вовсе не	37	3
203	есть нечто	7	3
204	самого начала	2	3
205	одна из	3	3
206	иметь в	1	3
