N	2gram	Bakhtin_Pr_3	Problemy
1	и не	15	31
2	и в	53	29
3	в его	8	24
4	может быть	12	24
5	в этом	8	22
6	а не	11	22
7	в нем	10	19
8	точки зрения	4	19
9	как бы	14	19
10	у достоевского	17	16
11	не только	4	15
12	то что	9	15
13	то же	6	14
14	не как	1	14
15	и его	10	14
16	рядом с	1	14
17	но и	7	14
18	с точки	2	13
19	уже не	1	13
20	достоевского в	3	12
21	достоевского не	1	12
22	таким образом	6	12
23	как и	11	12
24	не может	2	12
25	о себе	2	12
26	в самом	2	10
27	этом смысле	1	10
28	из подполья	5	10
29	в то	5	10
30	только в	4	10
31	там где	1	10
32	все эти	9	9
33	с его	2	9
34	достоевского как	1	9
35	это не	6	9
36	в единство	1	9
37	же время	5	9
38	о нем	1	9
39	идеи в	2	9
40	но не	5	9
41	в романе	1	9
42	по отношению	2	8
43	последнее слово	1	8
44	что в	2	8
45	в каждом	4	8
46	творчества достоевского	10	8
47	в том	14	8
48	что он	4	8
49	потому что	5	8
50	в своем	1	8
51	романов достоевского	1	8
52	в своей	3	8
53	отношению к	1	8
54	и на	18	7
55	за пределы	1	7
56	но в	5	7
57	в себе	5	7
58	с другими	3	7
59	достоевского и	6	7
60	полифонического романа	1	7
61	том что	5	7
62	не в	2	7
63	вовсе не	3	7
64	так и	6	7
65	в форме	6	7
66	прежде всего	15	7
67	мира и	2	7
68	а в	2	7
69	одним из	3	6
70	менее всего	2	6
71	произведений достоевского	2	6
72	в одной	2	6
73	как в	7	6
74	в целом	1	6
75	что она	1	6
76	в мире	5	6
77	его в	2	6
78	несмотря на	2	6
79	достоевского но	1	6
80	его целом	1	6
81	в самой	1	6
82	могут быть	4	6
83	в конце	3	6
84	так как	7	6
85	и потому	5	6
86	все это	8	6
87	на самом	1	5
88	это и	1	5
89	в зависимости	2	5
90	той же	5	5
91	зависимости от	2	5
92	у него	1	5
93	с их	2	5
94	перед нами	5	5
95	творчество достоевского	2	5
96	он не	3	5
97	в плане	1	5
98	было бы	5	5
99	он и	1	5
100	мысли и	1	5
101	в сущности	10	5
102	и это	3	5
103	сочетается с	3	5
104	еще не	5	5
105	с ним	2	5
106	ничего не	6	5
107	между тем	2	5
108	творчестве достоевского	5	5
109	именно в	2	5
110	и др	14	5
111	более того	6	5
112	в творчестве	8	5
113	дело идет	1	5
114	произведениях достоевского	3	5
115	сознания и	1	5
116	конце концов	1	5
117	для достоевского	3	5
118	во всяком	1	5
119	ивана карамазова	4	4
120	и наконец	2	4
121	в этой	1	4
122	он умел	2	4
123	так сказать	5	4
124	перестает быть	1	4
125	человека в	3	4
126	с идеей	1	4
127	но эта	1	4
128	что было	1	4
129	их в	2	4
130	даже в	1	4
131	как мы	5	4
132	в процессе	1	4
133	в основе	5	4
134	личности в	1	4
135	все то	3	4
136	и с	6	4
137	но у	1	4
138	в свете	1	4
139	в литературе	5	4
140	тем что	2	4
141	что и	3	4
142	превращается в	1	4
143	не было	4	4
144	его как	1	4
145	но это	3	4
146	и для	4	4
147	в результате	1	4
