N	4gram	Vygotskiy__5	Problema
1	в том виде как	1	2
2	не что иное как	2	2
3	в то время как	1	2
4	в очень редких случаях	1	1
5	если принять во внимание	1	1
6	то же самое мы	1	1
7	в том что мы	1	1
8	заключается в том что	4	1
9	с одной стороны это	1	1
10	мы имеем дело с	1	1
11	если иметь в виду	1	1
12	с этой точки зрения	1	1
13	ни в чем не	1	1
14	заключается в том чтобы	1	1
15	дело в том что	1	1
16	так же как и	1	1
17	и т д мы	1	1
18	только обратить внимание на	1	1
19	только в очень редких	1	1
20	но никак не к	1	1
