N	3gram	Trubetskoy_1	Istorich
1	мы видим что	1	8
2	не может быть	3	7
3	тем не менее	4	6
4	более или менее	7	5
5	с другой стороны	4	5
6	до сих пор	8	5
7	с одной стороны	2	4
8	на то что	7	4
9	в том что	15	4
10	дело в том	1	3
11	по отношению к	9	3
12	то же самое	1	3
13	точно так же	1	3
14	то время как	1	3
15	в то время	2	3
16	в связи с	3	3
17	друг с другом	9	3
18	надо сказать что	1	3
19	о том что	4	3
20	но все же	2	3
21	можно было бы	1	3
22	в чистом виде	1	2
23	выше мы видели	1	2
24	то ясно что	4	2
25	в зависимости от	1	2
26	бы то ни	2	2
27	вместе с тем	2	2
28	так же как	3	2
29	таким образом мы	1	2
30	то ни было	2	2
31	же самое что	1	2
32	на первый взгляд	1	2
33	все же не	3	2
34	том что они	1	2
35	мы видели что	1	2
36	однако это не	1	2
37	с самого начала	1	2
38	по этому поводу	1	2
39	и в конце	1	1
40	если бы нам	1	1
41	никогда не было	1	1
42	бы нам удалось	1	1
43	не только по	1	1
44	можно рассматривать как	1	1
45	иметь в виду	1	1
46	что в современной	1	1
47	это было бы	1	1
48	не говоря уже	1	1
49	не только с	1	1
50	никак не может	1	1
51	в этом случае	4	1
52	только тогда когда	1	1
53	они не могут	1	1
54	из них в	1	1
55	более высокой ступени	1	1
56	на более высокой	1	1
57	на точку зрения	1	1
58	друг на друга	1	1
59	о том чтобы	2	1
60	ответить на вопрос	2	1
61	для этой цели	1	1
62	для этого нужно	1	1
63	а может быть	1	1
64	а так как	1	1
65	только то что	2	1
66	за то что	1	1
67	чтобы ни один	1	1
68	говоря уже о	1	1
69	эти примеры показывают	1	1
70	в том случае	4	1
71	все эти вещи	1	1
72	уже о том	1	1
73	приводит к тому	1	1
74	в ту же	1	1
75	это может быть	1	1
76	именно потому что	2	1
77	каждый из этих	2	1
78	в дальнейшем же	1	1
79	таким образом и	1	1
80	но в целом	1	1
81	обстоит дело когда	1	1
82	это не так	1	1
83	а для этого	1	1
84	из приведенных выше	1	1
85	не в том	1	1
86	ее нет в	1	1
87	невыгодное положение по	1	1
88	но и с	1	1
89	не играет роли	1	1
90	но так как	2	1
91	лишь тогда когда	2	1
92	ставит его в	1	1
93	если мы будем	1	1
94	образом мы видим	1	1
95	что они не	1	1
96	это потому что	1	1
97	в своем развитии	3	1
98	таким образом в	3	1
99	до тех пор	1	1
100	положение по сравнению	1	1
101	в такой форме	2	1
102	хотя бы в	1	1
103	должна быть признана	1	1
104	мы знаем что	7	1
105	не более как	2	1
106	не раньше чем	1	1
107	смысле этого слова	1	1
108	с течением времени	4	1
109	к тому что	1	1
110	и в нем	1	1
111	во всем мире	1	1
112	так как из	1	1
113	для того чтобы	7	1
114	несмотря на всю	1	1
115	по его мнению	1	1
116	вопрос поставленный в	1	1
117	что во всех	1	1
118	при помощи ее	1	1
119	к тому же	5	1
120	пока еще не	1	1
121	низкой ступени развития	1	1
