N	2gram	Propp_Isto_4	Formalny
1	т е	18	34
2	и в	26	24
3	в его	5	23
4	прежде всего	1	22
5	и не	9	20
6	так и	10	18
7	и пр	11	17
8	точки зрения	1	16
9	не может	6	16
10	в этом	7	15
11	в нем	2	14
12	может быть	14	14
13	таким образом	10	13
14	и т	27	12
15	в своем	2	11
16	как и	7	11
17	в своей	4	11
18	не менее	2	11
19	социальной жизни	1	11
20	в ней	1	10
21	то же	8	10
22	вовсе не	4	10
23	и его	10	10
24	и их	2	10
25	а не	6	10
26	в то	1	9
27	все это	2	9
28	и на	2	8
29	как в	7	8
30	т д	24	8
31	и с	5	8
32	лишь в	2	8
33	не в	5	8
34	именно в	1	8
35	то что	16	8
36	должна быть	2	7
37	с ее	1	7
38	не только	15	7
39	жизни и	1	7
40	но и	12	7
41	еще не	6	6
42	в целом	2	6
43	все эти	3	6
44	в этой	2	6
45	как бы	3	6
46	как таковой	1	6
47	она не	3	6
48	на основе	1	6
49	в пределах	1	6
50	и здесь	5	6
51	до сих	5	6
52	в том	3	6
53	было бы	2	6
54	как это	3	6
55	сих пор	5	6
56	и все	2	6
57	а в	8	6
58	хотя бы	2	5
59	во всех	1	5
60	но в	5	5
61	при этом	3	5
62	по себе	2	5
63	не могло	2	5
64	у нас	2	5
65	должны быть	1	5
66	как мы	5	5
67	того что	2	5
68	только на	1	5
69	со стороны	1	5
70	с другой	4	5
71	и др	5	5
72	формы и	2	5
73	в истории	2	4
74	независимо от	1	4
75	и к	1	4
76	отчасти и	1	4
77	главным образом	2	4
78	не как	1	4
79	не из	1	4
80	и может	1	4
81	друг друга	1	4
82	как на	1	4
83	целом и	1	4
84	никогда не	2	4
85	если бы	2	4
86	для этого	1	4
87	мы увидим	3	4
88	конечно не	2	4
89	в связи	2	4
90	в частности	2	4
91	с этой	2	4
92	быть и	1	4
93	что в	14	4
94	к этой	3	4
95	так же	18	4
96	это и	5	3
97	мы не	1	3
98	зависимости от	1	3
99	но не	5	3
100	отношение к	2	3
101	как к	1	3
102	все же	9	3
103	когда он	6	3
104	целый ряд	1	3
105	и как	5	3
106	и наконец	1	3
107	в себе	2	3
108	он не	7	3
109	перестает быть	1	3
110	всех этих	1	3
111	он должен	3	3
112	так например	2	3
113	на все	1	3
114	его в	9	3
115	в них	1	3
116	они не	1	3
117	тем самым	1	3
118	но для	2	3
119	в основе	1	3
120	связи с	3	3
121	не по	2	3
122	к тому	1	3
123	здесь не	4	3
124	ясно что	1	3
125	особенно в	1	3
126	жизнь и	1	3
127	в широком	1	3
128	же происходит	3	3
129	бы в	1	3
130	говорит он	1	3
131	один из	1	3
132	или же	3	3
133	в большинстве	1	3
134	и других	3	3
135	не для	1	3
136	в особенности	2	3
137	и даже	4	3
138	в области	2	3
139	не было	1	3
140	его как	2	3
141	смысле этого	2	3
142	ничем не	1	3
143	этого слова	2	3
144	в основном	1	3
145	но это	3	3
146	у них	1	3
147	с помощью	2	3
148	же в	3	3
149	между ними	3	3
150	что он	10	3
151	думать что	1	3
152	же как	13	2
153	е как	1	2
154	и это	1	2
155	тех же	2	2
156	в зависимости	1	2
157	входящих в	1	2
158	из воды	1	2
159	а как	2	2
160	вопрос о	4	2
161	своей работе	1	2
162	а только	1	2
163	эта связь	5	2
164	с этим	2	2
165	в него	1	2
166	однако не	1	2
167	он в	4	2
168	и те	1	2
169	не могла	1	2
170	и если	3	2
171	на его	3	2
172	к миру	1	2
173	и вот	2	2
174	том чтобы	1	2
175	и более	3	2
176	эта же	1	2
177	но все	5	2
178	это не	5	2
179	ни в	2	2
180	в самую	2	2
181	с тем	2	2
182	мы видели	6	2
183	фигурирует в	1	2
184	таким же	6	2
185	почти не	1	2
186	не от	1	2
187	что было	1	2
188	человеческое сознание	1	2
189	на него	3	2
190	чтобы стать	1	2
191	ничего не	5	2
192	одна из	2	2
193	к ней	1	2
194	на языке	2	2
195	и является	1	2
196	во всем	3	2
197	нам важно	1	2
198	от того	2	2
199	указать на	3	2
200	его с	2	2
201	не есть	2	2
202	приводит к	1	2
203	как с	1	2
204	на нее	1	2
205	с ним	1	2
206	и что	5	2
207	или на	2	2
208	в различных	1	2
209	функций в	1	2
210	мы ни	1	2
211	что и	9	2
212	в другой	3	2
213	в лице	2	2
214	только в	3	2
215	уже не	5	2
216	не можем	1	2
217	если мы	1	2
218	чтобы он	2	2
219	не дает	2	2
220	большинстве случаев	1	2
221	его и	2	2
222	же они	1	2
223	могло бы	2	2
224	как их	1	2
225	в одном	5	2
226	как раз	1	2
227	они становятся	1	2
228	даже и	2	2
229	перейти к	1	2
230	или иначе	1	2
231	здесь в	1	2
232	не на	3	2
233	но есть	2	2
234	под влиянием	1	2
235	вступает в	1	2
236	вместе с	6	2
237	образом на	1	2
238	по существу	3	2
239	от орудий	1	2
240	к которому	1	2
241	в результате	1	2
242	в своих	1	2
243	одной из	1	2
244	но эта	4	2
245	только как	1	2
246	они были	1	2
247	на своем	1	2
248	например в	3	1
249	ложные представления	2	1
250	начинается с	2	1
251	мы здесь	2	1
252	людей на	1	1
253	он может	2	1
254	прочим и	1	1
255	и есть	2	1
256	между двумя	12	1
257	чего не	1	1
258	из его	1	1
259	мы уже	5	1
260	той же	1	1
261	бы уже	1	1
262	на материале	1	1
263	и наш	1	1
264	содержания в	1	1
265	ему в	2	1
266	в чем	1	1
267	глаза на	1	1
268	совершенно прав	1	1
269	чем это	1	1
270	в данном	3	1
271	к которой	1	1
272	не образуют	1	1
273	тогда как	4	1
274	иногда и	2	1
275	а через	1	1
276	или иное	1	1
277	были не	1	1
278	обряды и	1	1
279	или у	1	1
280	мы наметили	1	1
281	общего с	1	1
282	вот как	2	1
283	бы при	1	1
284	этой стороны	2	1
285	перед нами	3	1
286	хотя и	2	1
287	она переносит	1	1
288	и материальной	1	1
289	увидим что	2	1
290	для исследователя	1	1
291	есть ли	1	1
292	в этот	4	1
293	та же	1	1
294	роль его	1	1
295	из этих	3	1
296	это перемещение	1	1
297	так в	4	1
298	формы оно	1	1
299	нами в	1	1
300	особое место	1	1
301	к предметам	2	1
302	как он	6	1
303	на то	3	1
304	быть только	1	1
305	широком смысле	1	1
306	не следует	1	1
307	тем не	2	1
308	все те	1	1
309	чтобы установить	1	1
310	же функции	1	1
311	на таком	1	1
312	вообще не	1	1
313	сталкивается с	1	1
314	так часто	1	1
315	и по	5	1
316	на этом	2	1
317	людей и	1	1
318	или иных	1	1
319	в нее	1	1
320	связанных с	2	1
321	на этой	1	1
322	может стать	1	1
323	уже знаем	1	1
324	должен был	3	1
325	и тем	2	1
326	и каждый	1	1
327	но уже	1	1
328	он является	1	1
329	героя или	1	1
330	она и	1	1
331	ни одной	2	1
332	и сталкивается	1	1
333	этого не	2	1
334	новые формы	1	1
335	и уже	1	1
336	он и	1	1
337	и превращения	1	1
338	это совершенно	1	1
339	как целое	1	1
340	действительно не	1	1
341	такой же	1	1
342	и тогда	1	1
343	не мог	3	1
344	этот материал	2	1
345	представление что	1	1
346	в этих	7	1
347	или вообще	1	1
348	и другие	3	1
349	что между	1	1
350	что если	1	1
351	она сама	1	1
352	можно найти	2	1
353	очень характерно	1	1
354	в котором	1	1
355	а от	1	1
356	знаем что	7	1
357	бы мы	2	1
358	своего рода	1	1
359	от его	1	1
360	но здесь	1	1
361	как одна	1	1
362	в силу	5	1
363	он представляется	1	1
364	такую же	2	1
365	но он	4	1
366	друг другу	1	1
367	и эти	1	1
368	через два	1	1
369	этих и	1	1
370	не должно	1	1
371	не знает	1	1
372	тому что	1	1
373	и очень	1	1
374	и функции	1	1
375	можно указать	2	1
376	особенно ярко	1	1
377	в русской	3	1
378	не имеет	3	1
379	на котором	3	1
380	если в	1	1
381	здесь на	2	1
382	к этим	2	1
383	их функций	2	1
384	которого он	1	1
385	но вместе	1	1
386	каждого члена	1	1
387	облекается в	1	1
388	его от	2	1
389	не лучше	1	1
390	под этим	1	1
391	он пытается	1	1
392	на себя	4	1
393	или иная	1	1
394	в русском	1	1
395	он хочет	1	1
396	по своей	2	1
397	жизни на	1	1
398	потому что	6	1
399	же он	4	1
400	эти три	1	1
401	на которой	2	1
402	только с	2	1
403	мы и	1	1
404	что на	2	1
405	однако это	1	1
406	том отношении	1	1
407	в мифе	2	1
408	не могут	2	1
409	есть только	3	1
410	могут быть	6	1
411	быть уже	1	1
412	что при	1	1
413	только это	2	1
414	ничего общего	1	1
415	правда не	1	1
416	именно эту	1	1
417	творчества а	1	1
418	данном случае	3	1
419	только при	1	1
420	роль в	1	1
421	слова а	1	1
422	что у	3	1
423	поэтому мы	1	1
424	в образе	3	1
425	в борьбе	1	1
426	здесь нет	1	1
427	мог бы	1	1
428	что дело	1	1
429	по сравнению	3	1
430	с этого	1	1
431	смысле и	1	1
432	собственно в	1	1
433	в другом	5	1
434	другими словами	2	1
435	одного из	1	1
436	можно сказать	1	1
437	а также	3	1
438	происходит не	1	1
439	как наиболее	1	1
440	е к	2	1
441	из звеньев	1	1
442	нет у	1	1
443	и социальной	1	1
444	связь между	2	1
445	как нет	1	1
446	от них	2	1
447	и во	2	1
448	за эту	1	1
449	и любой	1	1
450	в языке	2	1
451	в форме	2	1
452	и ни	1	1
453	и подобных	1	1
454	в свете	3	1
455	всегда является	1	1
456	пути к	1	1
457	видим что	2	1
458	в современной	2	1
459	предмета и	1	1
460	это наиболее	1	1
461	к нему	6	1
462	данных ему	1	1
463	мы видим	6	1
464	речи о	1	1
465	через которую	1	1
466	к высшей	1	1
467	могло быть	1	1
468	и действительно	3	1
469	очень много	1	1
470	по мнению	1	1
471	явление более	1	1
472	эту действительность	1	1
473	так что	2	1
474	которые мы	1	1
475	из которого	1	1
476	к какому	1	1
477	себя в	2	1
478	в виде	2	1
479	из них	2	1
480	глаза и	1	1
481	предмет и	1	1
482	мы знаем	8	1
483	был бы	1	1
484	представить себе	1	1
485	у нее	2	1
486	с этими	2	1
487	так как	9	1
488	у него	5	1
489	отношении что	1	1
490	с действительностью	1	1
491	в руки	3	1
492	и обряды	1	1
493	действительно в	1	1
494	связан с	3	1
495	отражает действительность	1	1
496	как у	1	1
497	на ее	1	1
498	не один	1	1
499	что они	6	1
500	а именно	3	1
501	эти две	1	1
502	в ряде	1	1
503	во второй	1	1
504	а с	1	1
505	его развития	1	1
506	что не	1	1
507	его из	1	1
508	связано с	1	1
509	а на	4	1
510	а сам	2	1
511	зависит от	1	1
512	к своему	3	1
513	для человека	1	1
514	там где	3	1
515	для историка	1	1
516	только теперь	2	1
517	которые будут	1	1
518	представления о	3	1
519	к его	1	1
520	его на	4	1
521	неотделимо от	1	1
522	из которых	5	1
523	это делается	1	1
524	по поводу	1	1
525	сравнению с	3	1
526	с такой	1	1
527	наряду с	3	1
528	ей и	1	1
529	во все	2	1
530	что же	1	1
531	е он	1	1
532	что как	1	1
533	в это	1	1
534	но даже	1	1
535	здесь очень	1	1
536	как предмет	1	1
537	между прочим	2	1
538	между собой	1	1
539	в более	1	1
540	и такая	1	1
541	только одна	2	1
542	современной европейской	1	1
543	что делает	1	1
544	или в	3	1
545	том что	3	1
546	стали на	1	1
547	это уже	2	1
548	уже совсем	1	1
549	для нас	3	1
550	еще более	1	1
551	тем более	1	1
552	не будучи	1	1
553	и смысл	1	1
554	ни к	1	1
555	только что	3	1
556	или совершенно	2	1
557	врагов и	2	1
558	е в	3	1
559	гораздо больше	1	1
560	цель и	1	1
561	руки и	1	1
562	сказать что	2	1
563	другой стороны	4	1
564	часто встречается	1	1
565	одновременно и	1	1
566	в отдельности	2	1
567	при изучении	2	1
568	есть и	2	1
569	все подобные	1	1
570	авторитет и	1	1
571	это в	1	1
572	к этому	5	1
573	доступ к	1	1
574	том числе	1	1
