N	3gram	Vygotskiy__1	VrazhdaK
1	в связи с	1	3
2	имел в виду	1	3
3	он не только	2	2
4	с точки зрения	2	2
5	не может быть	8	2
6	в том что	9	2
7	а следовательно и	1	1
8	то что я	2	1
9	в этом смысле	2	1
10	в том же	1	1
11	до сих пор	3	1
12	а также в	1	1
13	при этом он	1	1
14	не было бы	2	1
15	в этом отношении	2	1
16	независимо от того	1	1
17	точно так же	3	1
18	только при помощи	1	1
19	и то что	1	1
20	одно и то	1	1
21	речь идет не	1	1
22	в это время	1	1
23	едва ли не	1	1
24	так же как	4	1
25	в конце концов	3	1
26	и то же	1	1
27	в известном смысле	1	1
28	и в этом	1	1
29	во всяком случае	6	1
30	что у него	3	1
31	мы знаем о	1	1
32	с другой стороны	5	1
33	как бы в	1	1
34	в страшной мести	1	1
35	тем не менее	2	1
36	у него в	1	1
37	что в этой	1	1
38	заключается в том	6	1
39	в то время	5	1
40	в свою очередь	1	1
41	это и есть	1	1
42	о том что	7	1
43	и в самом	2	1
44	не только не	3	1
45	на этот раз	1	1
46	я не знаю	1	1
47	на то что	8	1
48	что я хотел	1	1
49	речь идет о	1	1
