N	3gram	Tiupa_Lite_2	DiskursI
1	в отличие от	1	12
2	в данном случае	3	6
3	в том что	5	6
4	то же время	9	5
5	по отношению к	3	4
6	в этом отношении	3	4
7	в то же	9	4
8	с одной стороны	6	4
9	не может быть	7	3
10	при всей своей	2	3
11	о том что	2	3
12	той или иной	1	3
13	одной стороны и	1	2
14	присутствия в мире	2	2
15	состоит в том	4	2
16	подобно тому как	2	2
17	в соответствии с	1	2
18	в этом случае	2	2
19	что же касается	1	2
20	с точки зрения	3	2
21	и не может	1	2
22	в основе своей	1	2
23	одно и то	2	2
24	своего и чужого	1	2
25	и то что	1	2
26	в сочетании с	1	2
27	и то же	2	2
28	не более чем	1	2
29	в свое время	2	2
30	я в мире	1	2
31	и прежде всего	1	2
32	в русской литературе	2	2
33	том что в	1	1
34	такой же мере	1	1
35	в своих границах	1	1
36	себя в другом	1	1
37	мы имеем дело	1	1
38	прежде всего в	1	1
39	пребывания в мире	1	1
40	с другой стороны	4	1
41	в слово сплочены	1	1
42	об одном из	1	1
43	и в то	1	1
44	бы то ни	1	1
45	только то что	1	1
46	а с другой	1	1
47	слово сплочены слова	1	1
48	в такой же	1	1
49	в своего рода	1	1
50	то ни было	1	1
51	говоря уже о	2	1
52	и в пределах	1	1
53	в равной степени	2	1
54	лирический герой мандельштама	1	1
55	требует от личности	1	1
56	не могут быть	1	1
57	я и ты	1	1
58	есть по сути	1	1
59	такой же как	1	1
60	не в том	1	1
61	принципиальное различие между	1	1
62	человеческого присутствия в	1	1
63	между я и	3	1
64	в одном из	1	1
65	то есть в	1	1
66	для себя возможным	1	1
67	другого в себе	1	1
68	автора с читателем	1	1
69	в себя и	1	1
70	в конечном счете	5	1
71	на этом свете	1	1
72	в том числе	2	1
73	тем не менее	2	1
74	все то что	1	1
75	лирического героя в	2	1
76	по крайней мере	2	1
77	в себе не	1	1
78	том числе и	1	1
79	речь идет о	3	1
80	не говоря уже	2	1
