N	3gram	Vinokur_St_1	Analitik
1	не может быть	5	16
2	в том что	17	9
3	в то же	4	8
4	в том чтобы	1	7
5	то же время	4	6
6	той или иной	1	6
7	по отношению к	3	5
8	мы имеем дело	1	4
9	с точки зрения	8	4
10	и не может	1	4
11	и не в	1	4
12	о том что	11	3
13	в той или	1	3
14	а не в	1	3
15	в том числе	2	3
16	того или иного	4	3
17	бы то ни	1	3
18	и т п	9	3
19	для того чтобы	10	3
20	с одной стороны	2	3
21	имеем дело с	2	3
22	не в том	2	3
23	быть не может	1	3
24	в самом деле	5	2
25	в том и	1	2
26	сами по себе	1	2
27	но и в	2	2
28	в этом отношении	7	2
29	в той мере	1	2
30	в данном случае	6	2
31	но в то	2	2
32	с другой стороны	6	2
33	мере в какой	2	2
34	в свое время	2	2
35	той мере в	1	2
36	том что он	1	2
37	не должен быть	1	2
38	я никогда не	1	1
39	а вовсе не	1	1
40	по меньшей мере	3	1
41	как и во	1	1
42	также и в	1	1
43	в соответствии с	1	1
44	дело не только	1	1
45	о том как	1	1
46	только в том	3	1
47	до сих пор	7	1
48	да и в	2	1
49	говоря уже о	1	1
50	в зависимости от	1	1
51	на точку зрения	2	1
52	в том случае	1	1
53	и в тексте	1	1
54	том числе и	2	1
55	в то что	1	1
56	еще не означает	1	1
57	та и другая	1	1
58	виде в каком	1	1
59	по крайней мере	2	1
60	то или иное	3	1
61	в равной мере	2	1
62	ставит себе целью	3	1
63	текста и его	1	1
64	что то что	1	1
65	не только в	4	1
66	смысле этого слова	1	1
67	как будто бы	1	1
68	а с другой	1	1
69	по этому пути	1	1
70	же время оно	1	1
71	во всяком случае	6	1
72	я не могу	1	1
73	что же касается	3	1
74	на вопрос о	2	1
75	далеко не все	1	1
76	в той же	2	1
77	но то что	1	1
78	можно сказать не	1	1
79	как могло бы	1	1
80	и в самом	3	1
81	могло бы показаться	1	1
82	мысль о том	1	1
83	в какой-то степени	1	1
84	в этом смысле	1	1
85	поставить под сомнение	1	1
86	как к чему-то	1	1
87	во втором случае	2	1
88	к тому что	1	1
89	той же мере	1	1
90	и таким образом	1	1
91	дело не в	2	1
92	в результате которой	1	1
93	в отдельных случаях	1	1
94	и та и	1	1
95	произведения в том	1	1
96	как и в	2	1
97	в том же	1	1
98	может быть ни	1	1
99	не говоря уже	1	1
