N	2gram	Tiupa_Vved_1	Istorich
1	что он	1	24
2	не только	20	18
3	может быть	18	17
4	мы имеем	5	15
5	и в	13	15
6	никогда не	4	15
7	но и	19	14
8	так же	1	13
9	что в	3	12
10	то что	6	12
11	а в	6	12
12	в этом	21	11
13	об этом	4	11
14	в этих	3	11
15	и не	12	11
16	то же	5	10
17	что они	1	10
18	этих случаях	2	10
19	еще не	7	9
20	все же	6	9
21	с тем	1	9
22	потому что	5	9
23	должны были	2	8
24	он не	3	8
25	связи с	1	8
26	один из	3	8
27	мы увидим	1	8
28	очень много	1	8
29	мы можем	2	8
30	детей в	2	8
31	мы видим	1	8
32	в нем	5	7
33	таким образом	4	7
34	том что	7	7
35	не в	6	7
36	вместе с	1	7
37	но в	6	6
38	что это	1	6
39	и что	1	6
40	в его	4	6
41	что и	2	6
42	так что	1	6
43	наряду с	2	6
44	как бы	4	6
45	видно что	1	6
46	в том	10	6
47	только в	6	6
48	представляет собой	15	5
49	как в	4	5
50	и наконец	2	5
51	что она	1	5
52	было бы	4	5
53	этого не	1	5
54	в котором	8	5
55	на него	2	5
56	можно было	2	5
57	так и	8	5
58	к нему	1	5
59	в одном	1	5
60	прежде всего	7	5
61	к которому	2	5
62	представления о	1	5
63	а не	15	5
64	в связи	1	5
65	не может	7	5
66	этом случае	1	5
67	к тому	6	5
68	увидим ниже	1	4
69	в ней	4	4
70	и на	3	4
71	в одной	2	4
72	в себе	5	4
73	все эти	1	4
74	в этой	1	4
75	три года	1	4
76	при этом	26	4
77	и с	2	4
78	но он	1	4
79	но они	2	4
80	дело не	1	4
81	того как	1	4
82	для нас	2	4
83	в другой	1	4
84	с одной	5	4
85	его и	1	4
86	у нее	2	4
87	у него	1	4
88	тем что	2	4
89	и др	1	4
90	связь с	1	4
91	но это	3	4
92	как она	1	4
93	не должен	1	4
94	мы должны	1	4
95	к этой	1	4
96	они не	1	4
97	дома не	1	3
98	в доме	1	3
99	мы не	4	3
100	не совсем	1	3
101	он в	1	3
102	из этих	3	3
103	как он	2	3
104	на то	1	3
105	всех этих	1	3
106	подобно тому	2	3
107	здесь мы	1	3
108	в работе	1	3
109	должен был	1	3
110	он и	2	3
111	хотя в	1	3
112	не мог	1	3
113	в их	1	3
114	и его	5	3
115	как будто	4	3
116	так в	4	3
117	роль в	1	3
118	мог бы	1	3
119	по мере	1	3
120	о том	5	3
121	а именно	1	3
122	и она	1	3
123	того что	6	3
124	в качестве	8	3
125	по отношению	7	3
126	представляют собой	3	3
127	одной стороны	5	3
128	что мы	2	3
129	как это	1	3
130	предположить что	1	3
131	тому как	2	3
132	все это	1	3
133	между прочим	1	3
134	но если	1	3
135	отношению к	7	3
136	например в	2	2
137	самом деле	3	2
138	на самом	4	2
139	этих действий	1	2
140	и для	3	2
141	в сущности	1	2
142	что иное	1	2
143	принадлежит к	3	2
144	хотя бы	1	2
145	детей не	1	2
146	в которых	1	2
147	иное как	1	2
148	во всех	2	2
149	но не	5	2
150	не все	2	2
151	его на	1	2
152	перед нами	6	2
153	не сам	1	2
154	к чему	1	2
155	тому же	4	2
156	на его	1	2
157	так сказать	2	2
158	состоит в	10	2
159	в силу	2	2
160	и если	1	2
161	другого мира	1	2
162	из него	1	2
163	и по	3	2
164	человека в	1	2
165	могла бы	3	2
166	из них	1	2
167	той же	1	2
168	с другими	1	2
169	это не	6	2
170	что смерть	2	2
171	в жизни	4	2
172	он является	2	2
173	как и	11	2
174	мы видели	2	2
175	ключ к	1	2
176	обратимся к	2	2
177	во время	1	2
178	и ее	1	2
179	не столько	4	2
180	и более	3	2
181	их в	2	2
182	случае мы	1	2
183	что происходит	1	2
184	тем самым	5	2
185	с которой	1	2
186	детей от	1	2
187	одна из	4	2
188	на котором	1	2
189	этого обряда	1	2
190	другой стороны	2	2
191	вместо того	2	2
192	так называемый	1	2
193	только с	1	2
194	в нее	1	2
195	к себе	1	2
196	могут быть	4	2
197	и вполне	1	2
198	он видит	1	2
199	не говорится	1	2
200	того чтобы	1	2
201	с ее	1	2
202	в виду	1	2
203	здесь не	2	2
204	приводит к	2	2
205	что у	1	2
206	это только	2	2
207	действия которые	1	2
208	в разных	1	2
209	с другой	5	2
210	а также	8	2
211	в изложении	2	2
212	также в	1	2
213	в него	1	2
214	но с	1	2
215	оно и	1	2
216	и так	1	2
217	проникнуть в	1	2
218	уже в	1	2
219	она узнает	1	2
220	в нашей	1	2
221	а то	2	2
222	и их	1	2
223	слова в	2	2
224	заметить что	1	2
225	тут же	1	2
226	и только	1	2
227	не было	2	2
228	в особенности	1	2
229	а с	2	2
230	превращается в	1	2
231	зависит от	2	2
232	нет ничего	1	2
233	есть на	1	2
234	происходит в	1	2
235	в мир	1	2
236	в тот	1	2
237	да и	1	2
238	ко мне	1	2
239	это явление	1	2
240	или в	1	2
241	тот кто	2	2
242	ему путь	1	2
243	будто бы	3	2
244	не знает	1	2
245	сказать что	1	2
246	не что	1	2
247	также не	1	2
248	см в	1	2
249	относится и	1	1
250	он может	1	1
251	к своей	1	1
252	говорилось выше	1	1
253	перед лицом	1	1
254	но после	1	1
255	или по	1	1
256	выражается в	1	1
257	высшей степени	2	1
258	мать и	1	1
259	едва ли	3	1
260	в зависимости	1	1
261	а как	1	1
262	и о	1	1
263	не слишком	1	1
264	это всегда	1	1
265	говорить о	2	1
266	но она	1	1
267	мальчика и	1	1
268	на себя	1	1
269	похожи на	1	1
270	их не	1	1
271	зависимости от	1	1
272	и он	1	1
273	это время	2	1
274	отсылает к	2	1
275	в отличие	2	1
276	он сам	1	1
277	этот текст	1	1
278	на своих	1	1
279	от его	1	1
280	чем это	1	1
281	на основе	1	1
282	но как	1	1
283	а только	1	1
284	к которой	1	1
285	в сторону	1	1
286	ответ на	1	1
287	отличие от	2	1
288	каждый в	1	1
289	из таких	1	1
290	они умирают	1	1
291	отнюдь не	7	1
292	в истории	1	1
293	в центре	2	1
294	в течение	1	1
295	до его	1	1
296	как к	1	1
297	однако не	1	1
298	встрече с	2	1
299	дети в	1	1
300	и тот	1	1
301	случае уже	1	1
302	и к	2	1
303	в герое	1	1
304	именно эта	1	1
305	в этот	2	1
306	за собой	1	1
307	впечатление что	1	1
308	для которого	3	1
309	со своей	1	1
310	как то	1	1
311	в целом	3	1
312	всей своей	2	1
313	еще один	1	1
314	что к	1	1
