N	2gram	Bakhtin_sl_1	Problemy
1	и не	16	31
2	и в	41	29
3	в его	13	24
4	может быть	14	24
5	в этом	12	22
6	а не	15	22
7	в нем	30	19
8	точки зрения	16	19
9	как бы	12	19
10	для него	3	18
11	не только	16	15
12	то же	14	14
13	не как	4	14
14	и его	14	14
15	рядом с	4	14
16	но и	16	14
17	в пределах	14	13
18	с точки	8	13
19	уже не	2	13
20	точка зрения	8	12
21	таким образом	9	12
22	как и	4	12
23	не может	14	12
24	о себе	1	12
25	в самом	5	10
26	в то	14	10
27	только в	6	10
28	в одном	2	10
29	там где	4	10
30	героя и	1	10
31	все эти	9	9
32	с его	4	9
33	все же	7	9
34	это не	6	9
35	если бы	1	9
36	в единство	2	9
37	же время	12	9
38	о нем	4	9
39	но не	2	9
40	в романе	21	9
41	в каждом	4	8
42	в том	3	8
43	потому что	2	8
44	авторского слова	1	8
45	до конца	12	8
46	в своем	3	8
47	в своей	7	8
48	а как	2	7
49	слово о	1	7
50	и на	14	7
51	за пределы	4	7
52	но в	8	7
53	в себе	3	7
54	самого автора	2	7
55	зрения на	7	7
56	входит в	4	7
57	с другими	5	7
58	том что	2	7
59	не в	7	7
60	вовсе не	7	7
61	она не	3	7
62	так и	11	7
63	лишь как	3	7
64	в форме	1	7
65	прежде всего	8	7
66	в романах	2	7
67	а в	6	7
68	одним из	4	6
69	так же	2	6
70	менее всего	1	6
71	в одной	1	6
72	как в	8	6
73	сливается с	2	6
74	в целом	2	6
75	выражение в	3	6
76	что она	1	6
77	его в	3	6
78	несмотря на	1	6
79	точку зрения	3	6
80	в самой	1	6
81	могут быть	19	6
82	к нему	5	6
83	на мир	4	6
84	был бы	2	6
85	так как	3	6
86	как раз	2	6
87	и потому	4	6
88	не могут	3	6
89	все это	5	6
90	о мире	1	6
91	на самом	2	5
92	в зависимости	3	5
93	той же	2	5
94	зависимости от	3	5
95	в монологическом	2	5
96	у него	3	5
97	перед нами	4	5
98	он не	3	5
99	в плане	6	5
100	сознание и	1	5
101	было бы	3	5
102	он и	1	5
103	автора и	4	5
104	мир и	1	5
105	одной плоскости	1	5
106	в сущности	13	5
107	и это	1	5
108	и о	2	5
109	еще не	4	5
110	с ним	7	5
111	ничего не	4	5
112	между тем	2	5
113	в драме	1	5
114	именно в	3	5
115	и др	14	5
116	более того	3	5
117	мира в	1	5
118	во всяком	7	5
119	и т	28	4
