N	2gram	Berdyaev_N_1	Hudozhes
1	и в	16	28
2	том что	2	19
3	в ее	3	18
4	и не	11	18
5	своего рода	1	16
6	в том	8	15
7	а не	17	14
8	в этом	7	13
9	не в	6	13
10	о том	4	12
11	не только	5	11
12	как и	7	11
13	в его	1	11
14	уже не	2	10
15	не случайно	1	10
16	в себе	2	9
17	но и	3	9
18	так и	2	8
19	что он	1	8
20	себя в	2	8
21	в жизни	5	8
22	может быть	7	8
23	я не	2	7
24	что она	2	7
25	в мире	3	7
26	к тому	3	7
27	как это	2	7
28	и все	4	7
29	с ним	1	7
30	жизни в	3	7
31	в котором	1	6
32	не было	4	6
33	и с	2	6
34	в своей	3	6
35	в то	2	6
36	тем что	1	6
37	для себя	1	6
38	можно сказать	1	6
39	это не	4	6
40	человеческой жизни	1	6
41	а в	2	6
42	то что	4	6
43	жизни и	8	6
44	жизни как	2	5
45	с его	6	5
46	в этой	1	5
47	как в	3	5
48	в самом	1	5
49	не могла	2	5
50	в своем	1	5
51	не менее	4	5
52	у него	2	5
53	никогда не	6	5
54	и его	1	5
55	она не	3	5
56	наряду с	3	5
57	с ее	5	5
58	что в	9	5
59	но не	2	4
60	подобно тому	3	4
61	человека в	1	4
62	он не	8	4
63	как будто	2	4
64	того чтобы	2	4
65	только в	1	4
66	для того	1	4
67	превращается в	1	4
68	не может	16	4
69	тому как	3	4
70	человека и	3	3
71	по преимуществу	1	3
72	на себя	1	3
73	в ней	5	3
74	еще не	3	3
75	и на	2	3
76	в нем	5	3
77	можно было	2	3
78	жить в	1	3
79	что все	2	3
80	мы уже	1	3
81	с другими	1	3
82	было бы	1	3
83	в это	1	3
84	в них	4	3
85	в этих	1	3
86	личность в	2	3
87	к себе	1	3
88	и это	2	3
89	не могу	1	3
90	и ему	1	3
91	это была	1	3
92	к нему	1	3
93	с одной	2	3
94	с другой	3	3
95	на ее	1	3
96	все время	2	3
97	во внешней	1	3
98	прежде всего	4	3
99	так же	2	3
100	одной стороны	2	3
101	в состоянии	1	3
102	все это	5	3
103	будто бы	1	3
104	все они	2	3
105	есть и	1	3
106	все что	1	3
107	ночь не	1	2
108	же как	2	2
109	который в	2	2
110	не во	4	2
111	говорить о	1	2
112	личности с	1	2
113	тоже не	1	2
114	и к	5	2
115	но в	2	2
116	из этих	1	2
117	мысли и	2	2
118	оно не	1	2
119	ее жизни	1	2
120	не будет	7	2
121	а по	1	2
122	не с	1	2
123	внешняя жизнь	1	2
124	лишь в	6	2
125	это было	3	2
126	который и	1	2
127	характер и	1	2
128	и было	2	2
129	место в	2	2
130	было ее	1	2
131	не столько	1	2
132	жизни с	1	2
133	одна из	2	2
134	не по	1	2
135	к ней	1	2
136	в основе	3	2
137	к той	1	2
138	бытия как	1	2
139	людей в	1	2
140	приводит к	1	2
141	роль в	2	2
142	с собой	1	2
143	до сих	1	2
144	жизни не	3	2
145	а также	1	2
146	нуждается в	1	2
147	и только	1	2
148	ли он	1	2
149	было так	1	2
150	же и	1	2
151	и у	1	2
152	потребность в	1	2
153	из них	1	2
154	ее на	1	2
155	сих пор	1	2
156	себя и	1	2
157	что не	1	2
158	жизнь в	1	2
159	нет ничего	1	2
160	вместе с	2	2
161	и а	1	2
162	в духе	3	2
163	и от	2	2
164	только для	1	2
165	и для	4	2
166	внешней жизни	1	2
167	это уже	1	2
168	потому что	4	2
169	хотя бы	2	2
170	давно уже	1	2
171	сказать что	3	2
172	как на	1	2
173	и через	1	1
174	становится в	1	1
175	это и	2	1
176	к небытию	1	1
177	перед лицом	1	1
178	высшей степени	6	1
179	жизни для	1	1
180	мы не	2	1
181	во внешнюю	1	1
182	и совсем	1	1
183	в сущности	1	1
184	время как	2	1
185	этих категориях	1	1
186	и другая	1	1
187	в будущем	2	1
188	внешних формах	1	1
189	жизни это	1	1
190	из ее	2	1
191	это время	1	1
192	в xix	1	1
193	на них	1	1
194	неспособность к	1	1
195	во всех	3	1
196	то он	1	1
197	к богу	2	1
198	надеждой и	1	1
199	себе и	1	1
200	нет и	2	1
201	в свои	2	1
202	за пределы	3	1
203	ни одна	2	1
204	окончательно в	1	1
205	в той	1	1
206	смешения в	1	1
207	и нет	1	1
208	полноты жизни	1	1
209	хотя и	2	1
210	но для	2	1
211	и старые	1	1
212	от этого	1	1
213	о самом	1	1
214	добро и	1	1
215	жизни к	4	1
216	в которой	1	1
217	он в	1	1
218	все эти	2	1
219	приобретает характер	1	1
220	человеке и	1	1
221	но ведь	1	1
222	человек не	1	1
223	жизнью и	1	1
224	все ее	1	1
