N	3gram	Losev_Dial_2	formyVre
1	то же время	4	9
2	как мы уже	1	8
3	и т п	2	8
4	в то же	3	6
5	и в то	1	5
6	в связи с	4	5
7	как раз в	1	4
8	времени и пространства	2	4
9	пространства и времени	4	3
10	до сих пор	2	3
11	в этом отношении	1	3
12	может быть только	2	3
13	одно и то	4	3
14	в одно и	1	3
15	мы уже говорили	1	3
16	в нем не	1	3
17	не может быть	3	3
18	в то время	3	3
19	и то же	4	3
20	но все же	1	2
21	одних и тех	1	2
22	и пространства в	1	2
23	равно как и	1	2
24	мы уже сказали	1	2
25	одной стороны и	1	2
26	же как и	1	2
27	с точки зрения	8	2
28	и не только	5	2
29	не было и	1	2
30	но и в	1	2
31	может быть конечно	1	2
32	вместе с тем	1	2
33	и тех же	1	2
34	жизни и в	1	2
35	и в частности	2	2
36	то время как	3	2
37	так же как	1	2
38	не только в	2	2
39	с одной стороны	1	2
40	может быть и	3	2
41	по сравнению с	1	2
42	в широком смысле	2	2
43	связи с этим	1	2
44	с самого начала	2	2
45	со всеми его	1	2
46	но все эти	1	2
47	и прежде всего	2	2
48	той или иной	1	2
49	в том что	6	2
50	к тому же	1	2
51	и может быть	3	1
52	даже то что	1	1
53	в той или	2	1
54	мы это уже	1	1
55	только благодаря своему	1	1
56	том что в	1	1
57	с чем не	1	1
58	в виду что	2	1
59	том что все	1	1
60	и до сих	1	1
61	в самом деле	3	1
62	он вступает в	1	1
63	так и его	1	1
64	нам еще придется	1	1
65	мы находим в	1	1
66	главным образом в	1	1
67	в зависимости от	2	1
68	сами по себе	3	1
69	надо сказать что	1	1
70	в себе и	1	1
71	в результате всего	1	1
72	что в нем	2	1
73	со всех сторон	1	1
74	в это время	1	1
75	для полного уяснения	1	1
76	в данном месте	1	1
77	человеческой жизни и	1	1
78	в данном случае	2	1
79	и все его	1	1
80	вещей и явлений	1	1
81	как мы это	2	1
82	в определенном направлении	1	1
83	была бы совершенно	1	1
84	то что можно	1	1
85	и в этом	1	1
86	не могут быть	2	1
87	и как бы	1	1
88	все более и	1	1
89	во всяком случае	2	1
90	не вызывает никаких	1	1
91	когда мы говорим	1	1
92	и в том	1	1
93	бросается в глаза	1	1
94	это время как	1	1
95	вызывает никаких сомнений	1	1
96	все эти элементы	1	1
97	та или иная	2	1
98	всего того что	1	1
99	но дело не	1	1
100	о том что	4	1
101	к выводу что	1	1
102	ни с чем	1	1
103	не только на	1	1
104	и пространства и	1	1
105	более и более	1	1
106	мы будем говорить	1	1
107	мы говорим о	1	1
108	по глубине и	1	1
109	тогда когда оно	2	1
110	которые могут быть	1	1
111	и в литературе	1	1
112	широком смысле но	1	1
113	сама по себе	7	1
114	друг с другом	1	1
115	мы уже знаем	3	1
116	что и все	1	1
117	друг другу но	1	1
118	все это не	1	1
119	не происходит в	1	1
120	пространством и временем	1	1
121	в жизни и	1	1
122	во все стороны	1	1
123	в своей жизни	1	1
