N	2gram	Tiupa_Hudo_2	Vladivir
1	и в	28	31
2	не только	11	24
3	но и	9	19
4	то что	6	18
5	и не	18	17
6	м м	1	15
7	и даже	1	15
8	у него	5	15
9	в этом	13	14
10	том что	19	14
11	и с	6	14
12	он был	1	14
13	что в	5	14
14	но в	2	12
15	в его	11	12
16	что он	8	12
17	по поводу	3	12
18	с его	5	11
19	же с	1	11
20	о том	12	11
21	в том	15	11
22	потому что	2	11
23	и то	2	10
24	также и	1	10
25	он не	4	10
26	так что	1	10
27	как мы	2	9
28	никогда не	5	9
29	в конце	1	9
30	только в	4	9
31	в течение	1	9
32	а в	6	9
33	в москве	1	8
34	в то	6	8
35	в дальнейшем	1	8
36	так как	1	8
37	мы уже	3	7
38	как это	7	7
39	и его	5	7
40	для него	5	7
41	об этом	7	7
42	о нем	2	7
43	уже в	1	7
44	как раз	4	7
45	еще и	2	7
46	сказать что	2	7
47	то же	6	6
48	то он	1	6
49	и к	2	6
50	свое время	1	6
51	это было	2	6
52	он и	1	6
53	в котором	6	6
54	и сам	5	6
55	так и	8	6
56	и что	1	6
57	его жизни	5	6
58	можно сказать	6	6
59	в качестве	4	6
60	может быть	8	6
61	и потому	1	6
62	не может	4	6
63	к этому	1	6
64	но как	1	5
65	когда он	1	5
66	это был	2	5
67	которой он	1	5
68	не в	13	5
69	со своим	3	5
70	что и	4	5
71	вовсе не	2	5
72	но он	1	5
73	не было	6	5
74	а с	3	5
75	что же	2	5
76	все это	3	5
77	видно что	1	5
78	и от	2	5
79	а также	2	5
80	с ним	7	5
81	жизни и	6	5
82	в своих	1	5
83	он уже	2	4
84	я не	7	4
85	в этой	5	4
86	в своем	5	4
87	хотя и	1	4
88	в которой	1	4
89	в нашем	2	4
90	в себе	9	4
91	как он	3	4
92	в нем	3	4
93	что у	3	4
94	как и	11	4
95	несмотря на	3	4
96	ни с	2	4
97	еще в	1	4
98	в своей	6	4
99	мысли и	2	4
100	дело в	1	4
101	можно судить	1	4
102	же время	4	4
103	к ней	2	4
104	да и	5	4
105	никак не	1	4
106	к нему	3	4
107	по своей	1	4
108	один из	2	4
109	течение всей	1	4
110	себя в	8	4
111	и теперь	1	4
112	и у	2	4
113	для меня	1	4
114	и все	7	4
115	такого рода	1	4
116	для нас	3	4
117	и через	1	3
118	с в	1	3
119	народного просвещения	1	3
120	на себя	3	3
121	и он	3	3
122	это время	1	3
123	и на	3	3
124	нам представляется	2	3
125	но не	4	3
126	в общем	1	3
127	отношение к	2	3
128	за пределы	1	3
129	что они	4	3
130	отнюдь не	2	3
131	как в	5	3
132	получил в	1	3
133	все же	2	3
134	со своей	2	3
135	он в	1	3
136	все эти	1	3
137	о которой	2	3
138	едва ли	3	3
139	здесь мы	1	3
140	то есть	1	3
141	из своего	1	3
142	всю жизнь	1	3
143	не мог	1	3
144	во время	1	3
145	взгляд на	1	3
146	на свою	1	3
147	но это	1	3
148	раз и	1	3
149	и притом	1	3
150	на него	3	3
151	и всегда	1	3
152	ничего не	5	3
153	ему было	1	3
154	всей жизни	1	3
155	к тому	7	3
156	время он	1	3
157	в жизни	8	3
158	здесь не	2	3
159	жизнь и	1	3
160	и здесь	1	3
161	и просто	2	3
162	это была	3	3
163	и так	1	3
164	уже не	10	3
165	только на	5	3
166	в виде	2	3
167	с другой	3	3
168	по своим	1	3
169	молодым человеком	1	3
170	и стал	1	3
171	был в	1	3
172	вместе с	2	3
173	в начале	1	3
174	и н	1	3
175	другой стороны	1	3
176	и т	4	2
177	одним из	1	2
