N	3gram	Vygotskiy__3	VrazhdaK
1	в связи с	5	3
2	с точки зрения	1	2
3	и что в	1	2
4	не может быть	2	2
5	в том что	17	2
6	в этом смысле	2	1
7	на первый план	2	1
8	до сих пор	1	1
9	в этом отношении	3	1
10	независимо от того	3	1
11	он отличается от	1	1
12	в этот период	1	1
13	все же в	2	1
14	точно так же	1	1
15	уже в начале	1	1
16	основания предполагать что	1	1
17	и то что	2	1
18	о том как	1	1
19	так же как	6	1
20	к вопросу о	1	1
21	с которым он	1	1
22	в высшей степени	6	1
23	в конце концов	1	1
24	в известном смысле	2	1
25	и в этом	2	1
26	а с другой	3	1
27	все же не	1	1
28	во всяком случае	4	1
29	от того как	2	1
30	мы знаем о	2	1
31	с другой стороны	3	1
32	связи с этим	1	1
33	тем не менее	5	1
34	могут быть приняты	1	1
35	последовательность в развитии	1	1
36	заключается в том	7	1
37	в то время	4	1
38	в свою очередь	2	1
39	о том что	3	1
40	и в самом	1	1
41	на этот раз	1	1
42	с помощью которых	7	1
43	на то что	3	1
44	что уже в	1	1
45	то что они	1	1
