N	2gram	Medvedev_V_1	Psycholo
1	то что	6	37
2	и в	26	30
3	в том	15	27
4	что в	10	24
5	и что	1	23
6	потому что	1	23
7	том что	8	21
8	того чтобы	3	20
9	таким образом	31	20
10	для того	3	20
11	как бы	5	19
12	на то	1	17
13	что он	4	17
14	не только	25	16
15	в этом	26	14
16	в самом	4	14
17	то есть	1	13
18	как раз	3	13
19	так же	3	13
20	с одной	2	12
21	одной стороны	2	12
22	вместе с	7	12
23	может быть	22	11
24	если бы	3	11
25	что мы	2	11
26	как на	3	11
27	о том	10	10
28	и то	1	9
29	никогда не	4	9
30	с другой	11	9
31	для этого	1	9
32	не может	17	9
33	сказать что	5	9
34	самом деле	1	8
35	мы имеем	3	8
36	заключается в	2	8
37	с тем	3	8
38	сейчас же	1	8
39	не в	6	8
40	к тому	4	8
41	и это	1	8
42	тому что	6	8
43	того что	3	8
44	мы видим	1	8
45	а не	7	8
46	могут быть	5	8
47	когда говорит	1	8
48	и т	23	7
49	то же	10	7
50	зависимости от	5	7
51	но не	2	7
52	все же	5	7
53	и как	3	7
54	в нем	6	7
55	точки зрения	3	7
56	по себе	2	7
57	в основе	1	7
58	действующих лиц	5	7
59	героя и	1	7
60	как это	12	7
61	в зависимости	6	6
62	что если	1	6
63	в своем	8	6
64	говорит что	1	6
65	и если	1	6
66	что она	2	6
67	на этом	1	6
68	что все	3	6
69	как и	7	6
70	никак не	1	6
71	и его	6	6
72	как будто	1	6
73	или в	3	6
74	о котором	1	6
75	уже в	1	6
76	тем что	1	6
77	но и	10	6
78	именно в	2	6
79	и не	19	6
80	и для	2	6
81	что оно	3	6
82	совершенно не	1	6
83	жизни и	3	6
84	в искусстве	6	6
85	прав когда	1	5
86	и есть	5	5
87	еще не	2	5
88	по этому	9	5
89	ответ на	1	5
90	что они	3	5
91	когда он	3	5
92	в себе	6	5
93	в целом	4	5
94	в этой	4	5
95	материала и	1	5
96	было бы	7	5
97	несмотря на	1	5
98	сих пор	1	5
99	только не	2	5
100	же самое	2	5
101	как мы	1	5
102	но в	2	5
103	сводится к	3	5
104	искусства и	1	5
105	один из	5	5
106	дело с	1	5
107	только в	7	5
108	до сих	1	5
109	совершенно очевидно	1	5
110	и потому	2	5
111	эта теория	2	5
112	указывает что	1	5
113	художественное произведение	5	5
114	бы в	3	5
115	другой стороны	8	5
116	в своих	2	5
117	то это	2	4
118	в виду	4	4
119	в ней	2	4
120	как говорит	5	4
121	стороны и	2	4
122	и к	3	4
123	сил в	1	4
124	и заключается	2	4
125	в них	4	4
126	в своей	4	4
127	что эта	1	4
128	из которых	2	4
129	казалось бы	1	4
130	заключает в	1	4
131	у нас	2	4
132	по сравнению	1	4
133	мысль о	2	4
134	внимание на	1	4
135	этому поводу	7	4
136	в его	14	4
137	на одном	1	4
138	в него	1	4
139	только что	4	4
140	этот вопрос	3	4
141	только на	1	4
142	содержания и	1	4
143	в конце	3	4
144	от того	2	4
145	говорит о	7	4
146	прежде всего	13	4
147	что искусство	1	4
148	в частности	11	4
149	о чем	2	4
150	сравнению с	1	4
151	именно это	1	4
152	в результате	5	4
153	от него	1	4
154	и все	1	4
155	а в	3	4
156	художественного произведения	6	3
157	сам по	1	3
158	в их	5	3
159	по его	2	3
160	смотреть на	1	3
161	из того	1	3
162	в каждой	1	3
163	в ее	4	3
164	он говорит	5	3
165	как в	1	3
166	и наконец	2	3
167	в которой	2	3
168	из этих	7	3
169	на его	1	3
170	к искусству	1	3
171	он не	2	3
172	не как	1	3
173	в силу	11	3
174	чувства в	1	3
175	что ни	2	3
176	так например	2	3
177	одно и	1	3
178	можно было	2	3
179	человека в	2	3
180	в другом	2	3
181	об этом	9	3
182	это не	7	3
183	т д	14	3
184	одном полюсе	1	3
185	ни в	1	3
186	показывает что	1	3
187	в этих	1	3
188	эмоциональный тон	1	3
189	вопрос о	1	3
190	но он	1	3
191	вовсе не	3	3
192	с теми	1	3
193	самого начала	1	3
194	и отсюда	1	3
195	одна из	4	3
196	он только	1	3
197	иметь в	2	3
198	но только	1	3
199	учения о	1	3
200	этом отношении	13	3
201	в каком	1	3
202	не могут	7	3
203	что при	2	3
204	данном случае	1	3
205	что у	2	3
206	так и	5	3
207	это только	4	3
208	остановимся на	2	3
209	и поэтому	1	3
210	что и	3	3
211	видим что	1	3
212	можно на	1	3
213	и насколько	1	3
214	для него	8	3
215	т п	9	3
216	в состоянии	1	3
217	у него	6	3
218	что на	1	3
219	на этот	1	3
220	и составляет	1	3
221	в данном	1	3
222	в той	1	3
223	искусстве и	2	3
224	думается что	4	3
225	формы и	2	3
226	дело и	1	3
227	для нас	1	3
228	целый ряд	1	3
229	хотя бы	19	3
230	в свою	1	3
231	и другие	1	3
232	по поводу	2	3
233	это в	1	3
234	к этому	9	3
235	в таком	1	3
236	художественном произведении	4	2
237	ту же	2	2
238	же как	2	2
239	это и	6	2
240	почти не	1	2
241	что эти	1	2
242	в действие	1	2
243	а как	2	2
244	чувства которые	1	2
245	время как	1	2
246	но она	1	2
247	и он	2	2
248	собой в	1	2
249	он был	1	2
250	между собой	1	2
251	в последних	1	2
252	с его	3	2
253	во всех	6	2
254	по отношению	7	2
255	очевидно что	7	2
256	себе и	2	2
257	с этим	3	2
258	эмоции и	1	2
259	перед нами	4	2
260	что по	1	2
261	следующим образом	3	2
262	в противоположность	3	2
263	ни один	7	2
264	он в	1	2
265	все эти	6	2
266	как он	2	2
267	некоторые авторы	2	2
268	однако эта	1	2
269	в нашей	4	2
270	оно в	1	2
271	образом и	1	2
272	том чтобы	2	2
273	дальше он	1	2
274	в каждом	2	2
275	а затем	2	2
276	же не	1	2
277	и дальше	2	2
278	говорил что	2	2
279	из них	9	2
280	материал для	1	2
281	только о	2	2
282	утверждает что	3	2
283	или наоборот	1	2
284	должно быть	2	2
285	и при	5	2
286	это делает	3	2
287	в письме	13	2
288	в котором	3	2
289	его мнению	1	2
290	в которых	3	2
291	искусства не	2	2
292	и той	1	2
293	сами по	1	2
294	что есть	1	2
295	о фантазии	2	2
296	с которой	1	2
297	в то	6	2
298	того как	1	2
299	что их	1	2
300	к этим	2	2
301	и так	1	2
302	и пытается	1	2
303	что самое	1	2
304	и чувства	1	2
305	со своим	2	2
306	в образах	1	2
307	все то	1	2
308	нет ни	2	2
309	ли не	2	2
310	отличается от	2	2
311	если же	1	2
312	должен быть	4	2
313	совершенно противоположном	1	2
314	знаем что	2	2
315	приводит к	5	2
316	мы только	1	2
317	искусство как	2	2
318	еще в	1	2
319	понятно что	1	2
320	является в	1	2
321	и даже	2	2
322	или иной	2	2
323	строго говоря	1	2
324	следует понимать	5	2
325	и та	1	2
326	можно сказать	4	2
327	места и	1	2
328	говорит он	1	2
329	в форме	3	2
330	стороны он	1	2
331	мы хотим	1	2
332	в сферу	1	2
333	как например	2	2
334	этом смысле	1	2
335	быть и	1	2
336	в большей	2	2
337	обе эти	1	2
338	душевных сил	1	2
339	что даже	2	2
340	в качестве	11	2
341	связи с	4	2
342	ни одного	2	2
343	басни и	1	2
344	не дает	1	2
345	мы знаем	3	2
346	представить себе	2	2
347	в одном	4	2
348	даже и	3	2
349	что тот	1	2
350	в воображении	2	2
351	себя и	1	2
352	такое понимание	2	2
353	естественно что	2	2
354	и самый	1	2
355	борьбу и	1	2
356	или с	1	2
357	это значит	1	2
358	в течение	2	2
359	по существу	3	2
360	исходя из	1	2
361	с этой	1	2
362	все это	10	2
363	не является	5	2
364	которых он	1	2
365	той или	1	2
366	то о	2	2
367	находит свое	1	2
368	и ни	1	2
369	конце концов	2	2
370	видим в	1	2
371	же в	6	2
372	есть то	1	2
373	в романе	4	2
374	между ними	3	2
375	бы его	1	2
376	смысле слова	2	1
377	речь идет	1	1
378	одним из	5	1
379	например в	3	1
380	в сфере	2	1
381	связана с	2	1
382	исключительно к	1	1
383	проблемы в	1	1
384	он может	2	1
385	силы и	1	1
386	же явление	1	1
387	влечения и	1	1
388	пушкин в	2	1
389	самой сложной	1	1
390	и закон	1	1
391	говорит так	1	1
392	только эти	1	1
393	из его	3	1
394	этому вопросу	1	1
395	др в	3	1
396	все те	1	1
397	пишет о	1	1
398	воображении и	1	1
399	эту же	2	1
400	из своих	2	1
401	что многие	2	1
402	почти все	1	1
403	которое не	1	1
404	мы и	1	1
405	искусства для	1	1
406	разобраться в	2	1
407	так называемые	1	1
408	на другом	1	1
409	на художественное	2	1
410	качественное различие	1	1
411	в чем	2	1
412	чуть ли	2	1
413	ними в	1	1
414	как если	1	1
415	видели что	3	1
416	но как	3	1
417	а только	1	1
418	было указано	1	1
419	связано с	1	1
420	не все	1	1
421	если в	2	1
422	отношение к	1	1
423	или иное	1	1
424	конечный пункт	1	1
425	значительной мере	3	1
426	к сожалению	2	1
427	относится к	2	1
428	которые не	1	1
429	общего с	1	1
430	в художественном	10	1
431	в умении	1	1
432	что нет	2	1
433	еще и	2	1
434	уже указывалось	1	1
435	хотя и	2	1
436	произведения так	1	1
437	в каком-то	1	1
438	более или	6	1
439	фабулы в	1	1
440	образов которые	1	1
441	тон и	1	1
442	данные в	1	1
443	под ним	1	1
444	бы с	1	1
445	его содержания	1	1
446	его письмо	1	1
447	не заключается	1	1
448	ни одна	2	1
449	в известном	1	1
450	имеем в	1	1
451	тому же	1	1
452	так сказать	2	1
453	этот процесс	2	1
454	не завершается	1	1
455	главным образом	7	1
456	время и	1	1
457	образом для	1	1
458	с принципом	1	1
459	только материал	1	1
460	первой части	1	1
461	в понимании	1	1
462	не являются	1	1
463	сказал что	1	1
464	евгения онегина	1	1
465	по своему	1	1
466	его от	2	1
467	плана и	2	1
468	мысль то	1	1
469	и отдельные	2	1
470	реакции на	1	1
471	и наоборот	1	1
472	поскольку она	1	1
473	и высшие	1	1
474	в нескольких	1	1
475	этим самым	1	1
476	подчеркивает в	1	1
477	борьбы и	1	1
478	и может	2	1
479	они должны	2	1
480	нам остается	2	1
481	том случае	1	1
482	самого автора	1	1
483	для своей	1	1
484	того или	2	1
485	в музыке	1	1
486	на протяжении	1	1
487	таково в	1	1
488	что например	2	1
