N	2gram	Berdyaev_M_2	Tvorches
1	у достоевского	34	28
2	и в	46	21
3	как бы	8	17
4	романах достоевского	1	15
5	то же	5	13
6	из подполья	2	13
7	в его	5	13
8	в романах	1	13
9	достоевского в	2	12
10	как и	13	12
11	что в	4	12
12	с его	4	11
13	том что	4	11
14	подпольного человека	1	11
15	все это	1	10
16	как в	7	8
17	он не	10	8
18	достоевского с	1	8
19	то что	5	8
20	и на	3	7
21	но в	10	7
22	что достоевский	1	7
23	не только	18	7
24	у него	22	7
25	и не	18	7
26	в том	3	7
27	в свою	4	7
28	в этом	20	6
29	достоевского не	3	6
30	в преступлении	1	6
31	в творчестве	3	6
32	человека в	14	6
33	в котором	1	6
34	и его	5	6
35	по природе	1	6
36	он сам	6	6
37	о том	3	6
38	и все	5	6
39	что он	7	6
40	для него	18	6
41	xix века	1	6
42	а в	2	6
43	жизни в	3	6
44	преступления и	1	5
45	преступление и	2	5
46	в этой	7	5
47	и наказания	1	5
48	в своих	3	5
49	в русской	6	5
50	потому что	12	5
51	как будто	2	5
52	только в	3	5
53	творчестве достоевского	3	5
54	может быть	21	5
55	а не	13	5
56	но это	8	5
57	хотя бы	7	5
58	человека и	7	4
59	не имеют	2	4
60	в своем	8	4
61	и как	1	4
62	та же	10	4
63	в целом	1	4
64	в человеке	2	4
65	в записках	1	4
66	самим собой	1	4
67	это не	5	4
68	в своей	5	4
69	своего рода	1	4
70	достоевский не	5	4
71	достоевским в	3	4
72	не случайно	2	4
73	в мире	7	4
74	для достоевского	8	4
75	преступлении и	1	4
76	герои достоевского	2	4
77	в финале	1	4
78	русской жизни	1	4
79	достоевского это	1	4
80	прежде всего	12	4
81	на эту	1	4
82	в момент	1	4
83	не может	15	4
84	и наказание	1	4
85	и от	3	4
86	один из	5	4
87	и наказании	1	4
88	я и	2	3
89	на самом	1	3
90	это и	3	3
91	той же	3	3
92	среды и	1	3
93	я не	5	3
94	не был	2	3
95	со всеми	1	3
96	достоевского к	5	3
97	творчество достоевского	3	3
98	хотя и	2	3
99	в самом	5	3
100	в нем	22	3
101	в россии	3	3
102	на его	2	3
103	на земле	8	3
104	в каждом	3	3
105	что все	5	3
106	и с	3	3
107	и других	2	3
108	на протяжении	1	3
109	достоевский и	1	3
110	достоевского и	2	3
111	место в	2	3
112	человека но	1	3
113	не по	1	3
114	никогда не	18	3
115	достоевский в	3	3
116	записок из	1	3
117	вот почему	2	3
118	он видит	1	3
119	приходит к	2	3
120	в бесах	6	3
121	смешного человека	2	3
122	с ним	3	3
123	самого достоевского	3	3
124	добра и	5	3
125	того что	6	3
126	человеческой личности	7	3
127	уже не	4	3
128	уже в	2	3
129	записках из	1	3
130	не так	3	3
131	так как	8	3
132	человек как	1	3
133	в которой	2	3
134	с другой	1	3
135	но и	15	3
136	что человек	2	3
137	к человеку	12	3
138	в идиоте	2	3
139	ни на	1	3
140	для человека	3	3
141	достоевский как	1	3
142	не существует	3	3
143	но если	1	3
144	жизни и	6	3
145	ее в	2	3
146	это в	1	3
147	так же	6	3
148	в любви	8	2
149	того же	1	2
150	самом деле	1	2
151	на деле	4	2
152	когда человек	2	2
153	человеческой души	1	2
154	по преимуществу	5	2
155	есть не	5	2
156	человека у	1	2
157	но она	2	2
158	и иван	3	2
159	и он	11	2
160	в ней	11	2
161	людей в	2	2
162	во имя	16	2
163	в чем	3	2
164	буржуазной цивилизации	1	2
165	не то	1	2
166	нет не	1	2
167	если в	1	2
168	и достоевский	8	2
169	человека его	2	2
170	человек может	1	2
171	свою вину	2	2
172	как к	2	2
173	когда он	1	2
174	говорит что	2	2
175	в сне	3	2
176	в материал	1	2
177	и будущее	1	2
178	то в	2	2
179	бога есть	1	2
180	по достоевскому	2	2
181	но без	1	2
182	в себе	10	2
183	прогресса и	3	2
184	что она	5	2
185	отношений между	1	2
186	страдания и	3	2
187	у пушкина	1	2
188	не будет	3	2
189	в вечности	1	2
190	этом он	2	2
191	достоевского он	1	2
192	свою противоположность	2	2
193	и тем	1	2
194	стремления к	1	2
195	личности не	1	2
196	ведет к	13	2
197	бога и	5	2
198	в этих	2	2
199	каждом человеке	2	2
200	говорит об	1	2
201	жизни с	1	2
202	сне смешного	2	2
203	не в	9	2
204	в пространстве	1	2
205	но он	11	2
206	и против	3	2
207	сам достоевский	3	2
208	в основе	2	2
209	свободы и	4	2
210	человека если	2	2
211	к добру	1	2
212	к ней	2	2
213	людей и	3	2
214	в движении	1	2
215	личности в	2	2
216	своего я	1	2
217	иван карамазов	13	2
218	в духе	5	2
219	нет ни	2	2
220	к тому	5	2
221	протяжении всего	1	2
222	с традицией	1	2
223	в жизни	4	2
224	не могу	6	2
225	личности он	3	2
226	мысль о	2	2
227	приводит к	1	2
228	верит в	2	2
229	так и	4	2
230	живет в	1	2
231	об этом	1	2
232	еще в	2	2
233	во второй	1	2
234	быть может	2	2
235	может не	1	2
236	и та	2	2
237	жизни он	3	2
238	переходит в	8	2
239	что и	4	2
240	себя но	1	2
241	вслед за	1	2
242	перед тем	1	2
243	и мир	2	2
244	настасьи филипповны	1	2
245	тот же	2	2
246	так что	2	2
247	же и	2	2
248	и у	1	2
249	был бы	1	2
250	не означает	2	2
251	отдельного человека	1	2
252	своего собственного	1	2
253	что не	2	2
254	от общества	1	2
255	до конца	4	2
256	с которым	3	2
257	мира в	1	2
258	человека как	1	2
259	было в	3	2
260	вместе с	2	2
261	еще более	2	2
262	него есть	1	2
263	человеку как	1	2
264	не мог	3	2
265	ее и	2	2
266	из себя	1	2
267	чувство вины	1	2
268	только что	1	2
269	в новых	2	2
270	личности и	2	2
271	всех на	1	2
272	на смену	3	2
273	не знает	9	2
274	сказать что	3	2
275	и зла	6	2
276	и человек	3	2
277	к этому	1	2
278	кризис гуманизма	1	1
279	всем и	1	1
280	от этой	2	1
281	в сфере	2	1
282	же как	3	1
283	чтобы не	3	1
284	связана с	7	1
285	жалости и	1	1
286	к небытию	2	1
287	и есть	8	1
288	из самых	1	1
289	в мыслях	1	1
290	прошлое и	1	1
291	от которых	1	1
292	также и	4	1
293	их и	1	1
294	свободу как	1	1
295	человеческой природы	7	1
296	лежит на	1	1
297	что если	1	1
298	движение в	1	1
299	вложенными в	1	1
300	для раскрытия	1	1
301	в сущности	2	1
302	говорить о	1	1
303	что иное	3	1
304	принадлежит к	2	1
305	к преступлению	5	1
306	не способен	5	1
307	жизни это	4	1
308	уже все	2	1
309	который может	2	1
310	святые и	1	1
311	и самого	3	1
312	себе а	1	1
313	в xix	1	1
314	достоевского был	1	1
315	он был	9	1
316	социализм достоевский	1	1
317	иное как	3	1
318	во всех	2	1
319	тем как	1	1
320	на высоте	1	1
321	совсем не	5	1
322	видит в	1	1
323	в голове	1	1
324	достоевского была	5	1
325	бесы и	1	1
326	друг на	1	1
327	и ад	1	1
328	и всякий	1	1
329	по отношению	2	1
330	него с	1	1
331	русскую национальную	1	1
332	эта истина	1	1
333	человеку и	3	1
334	с поразительной	1	1
335	человечества не	1	1
336	государства и	1	1
337	с этим	1	1
338	он перестает	1	1
339	своем творчестве	1	1
340	человеком не	1	1
341	и главный	1	1
342	это был	1	1
343	его свободы	1	1
344	в мысли	2	1
345	сознания в	1	1
346	целый ряд	1	1
347	к этой	1	1
348	сторона в	1	1
349	его к	1	1
350	и к	7	1
351	в действительности	2	1
352	личности а	1	1
353	от своей	2	1
354	добро и	2	1
355	для которого	1	1
356	со своей	1	1
357	всего лишь	1	1
358	к чему	4	1
359	из жизни	1	1
360	бы и	5	1
361	нее он	1	1
362	что это	6	1
363	формы в	1	1
364	он в	3	1
365	все эти	1	1
366	поскольку в	1	1
367	с народной	1	1
368	в жертву	1	1
369	чем его	1	1
370	говорят о	1	1
371	и те	2	1
372	противоположность в	1	1
373	если он	2	1
374	человек не	7	1
375	версилова и	1	1
376	он считает	2	1
377	и если	2	1
378	то человек	1	1
379	достоевского поэтому	1	1
380	да и	2	1
381	перестает быть	1	1
382	идеи и	3	1
383	чем у	4	1
384	к одному	1	1
385	этого вопроса	2	1
386	не к	2	1
387	зла и	7	1
388	душу и	3	1
389	и вот	5	1
390	человечества так	1	1
391	братья карамазовы	1	1
392	русской земли	7	1
393	природы человека	1	1
394	для утверждения	1	1
395	на этом	2	1
396	него было	1	1
397	восстает против	3	1
398	в нее	1	1
399	их личности	1	1
400	добра или	1	1
401	вело к	1	1
402	же не	1	1
403	им как	1	1
404	с божественной	1	1
405	его не	2	1
406	на все	3	1
407	к превращению	1	1
408	его в	3	1
409	цивилизации и	1	1
410	было бы	1	1
411	то все	2	1
412	роль в	1	1
413	все другие	1	1
414	трудом и	1	1
415	характерный для	1	1
416	за ней	1	1
417	и прошедшее	1	1
418	антропологии достоевского	1	1
419	ни в	3	1
420	для них	1	1
421	не люблю	1	1
422	люди не	1	1
423	в них	3	1
424	он же	3	1
425	символический смысл	1	1
426	все равно	3	1
427	с этой	1	1
428	с тем	1	1
429	всю жизнь	3	1
430	на друга	1	1
431	ибо он	1	1
432	эту тему	1	1
433	и уже	1	1
434	одна и	3	1
435	нигде не	1	1
436	чем в	2	1
437	русского народа	1	1
438	духовной жизни	1	1
439	достоевский говорит	1	1
440	достоевского было	1	1
441	пребывает в	1	1
442	достоевского нет	2	1
443	жизнь это	1	1
444	что такое	1	1
445	и ее	1	1
446	христианский социализм	1	1
447	в народе	6	1
448	человеком и	1	1
449	не от	2	1
450	для друга	2	1
451	всякий раз	1	1
452	идеи достоевского	2	1
453	и страсть	2	1
454	но эта	2	1
455	времен и	1	1
456	и чувствовал	1	1
457	и более	1	1
458	ставрогина в	1	1
459	его до	2	1
460	своей свободы	3	1
461	если нет	8	1
462	человека чем	1	1
463	он выступает	1	1
464	по себе	2	1
465	тому что	4	1
466	народом в	1	1
467	достоевскому он	1	1
468	с раскольниковым	1	1
469	европейской культуры	1	1
470	и потом	1	1
471	ему как	2	1
472	в атмосфере	2	1
473	в отношении	5	1
474	а от	2	1
475	этого движения	1	1
476	не знающих	1	1
477	все мы	1	1
478	не имеет	4	1
479	принять страдание	1	1
480	него была	2	1
481	у кого	1	1
482	к этим	1	1
483	в плане	1	1
484	в вечность	1	1
485	для всего	1	1
486	он с	1	1
487	и зло	2	1
488	человека от	2	1
489	вот это	1	1
490	народной жизни	4	1
491	жизни не	2	1
492	в самой	1	1
493	на себя	1	1
494	учения о	1	1
495	природы в	2	1
496	на практике	1	1
497	в русском	4	1
498	он хочет	3	1
499	xix веке	1	1
500	со своим	2	1
501	собственной личности	1	1
502	хочет быть	1	1
503	существо должен	1	1
504	до того	1	1
505	исторического процесса	1	1
506	и искусства	1	1
507	только с	3	1
508	и делает	1	1
509	доходящий до	1	1
510	достоевского есть	6	1
511	человек должен	2	1
512	и бессмертие	1	1
513	у нас	11	1
514	в трагедии	3	1
515	к себе	2	1
516	будущее в	1	1
517	не могут	1	1
518	мало чем	1	1
519	но все	1	1
520	сама жизнь	1	1
521	бы он	1	1
522	что на	1	1
523	мысли о	1	1
524	не есть	13	1
525	же его	1	1
526	оно не	2	1
527	быть назван	2	1
528	она не	8	1
529	любовь в	2	1
530	и это	5	1
531	того самого	1	1
532	эта мысль	2	1
533	в конце	5	1
534	но по	1	1
535	вывод что	1	1
536	всего этого	1	1
537	в ее	1	1
538	к нам	1	1
539	над людьми	1	1
540	правды и	1	1
541	россии по	1	1
542	культуры и	1	1
543	говорили что	1	1
544	волю к	1	1
545	веру в	1	1
546	не выдерживают	1	1
547	друг для	2	1
548	что у	4	1
549	человека он	2	1
550	в образе	3	1
551	достоевского о	3	1
552	ли это?	1	1
553	и религии	1	1
554	другое его	1	1
555	в социальном	1	1
556	мире не	1	1
557	достоевского через	1	1
558	личности на	1	1
559	но у	1	1
560	жизнь и	4	1
561	исчезнет как	1	1
562	сам не	2	1
563	европы у	1	1
564	в эпоху	1	1
565	с иваном	1	1
566	перед народом	2	1
567	означает что	4	1
568	из внешних	1	1
569	человеческое существо	3	1
570	в глубине	3	1
571	западной европы	3	1
572	жене и	1	1
573	при такой	1	1
574	и здесь	6	1
575	и должно	3	1
576	своей книге	1	1
577	и возможно	2	1
578	и что	2	1
579	достоевского все	1	1
580	раскольникова уже	1	1
581	она всегда	1	1
582	подходил к	1	1
583	но когда	2	1
584	земной жизни	4	1
585	все та	1	1
586	нас в	2	1
587	как у	2	1
588	к нему	2	1
589	мира сего	3	1
590	путь к	1	1
591	и всю	1	1
592	между тем	2	1
593	была бы	1	1
594	свобода и	2	1
595	стоит и	1	1
596	глава v	1	1
597	подполья и	2	1
598	нем и	1	1
599	все время	2	1
600	от свободы	3	1
601	и любит	1	1
602	до предела	1	1
603	в жизнь	1	1
604	такой человек	2	1
605	он верит	1	1
606	социальной среды	1	1
607	но тот	1	1
608	и маленького	1	1
609	каждого человека	3	1
610	как он	3	1
611	будь то	1	1
612	свобода человеческого	3	1
613	это очень	1	1
614	с чертом	1	1
615	для раскольникова	1	1
616	тема в	1	1
617	всех его	1	1
618	человеке но	1	1
619	идет к	1	1
620	нет бессмертия	1	1
621	достоевский показывает	2	1
622	человека к	8	1
623	себя в	4	1
624	он считал	1	1
625	гармонии и	5	1
626	к идее	1	1
627	мышкина и	2	1
628	был так	1	1
629	его совесть	1	1
630	своей природы	2	1
631	не все	1	1
632	но с	2	1
633	и страдание	3	1
634	всегда было	1	1
635	достоевский во	1	1
636	его и	1	1
637	его героев	1	1
638	он принадлежит	1	1
639	к злу	5	1
640	свою свободу	5	1
641	достоевского его	1	1
642	он весь	1	1
643	у нее	1	1
644	но что	1	1
645	тем что	3	1
646	счастья в	1	1
647	лишь один	2	1
648	не было	11	1
649	не надо	2	1
650	с другим	3	1
651	до сих	3	1
652	я только	1	1
653	к которому	3	1
654	для этого	4	1
655	наказание а	1	1
656	достоевский прибегает	1	1
657	наконец в	1	1
658	а с	1	1
659	души и	2	1
660	быть человеком	1	1
661	себя и	3	1
662	самоутверждения в	1	1
663	у других	1	1
664	превращается в	2	1
665	если сам	1	1
666	свободы от	1	1
667	каждый человек	1	1
668	связи с	2	1
669	в картине	3	1
670	есть лишь	17	1
671	жизнь в	6	1
672	человек есть	1	1
673	о чем	1	1
674	его собственной	1	1
675	на лице	1	1
676	него не	1	1
677	с ума	4	1
678	была своя	1	1
679	люди в	1	1
680	связь с	1	1
681	о русских	1	1
682	свои права	1	1
683	сама ищет	1	1
684	человека начинает	1	1
685	не сразу	1	1
686	ней он	1	1
687	по своему	1	1
688	в изображении	1	1
689	достоевский предвидел	1	1
690	чувствовал что	1	1
691	внешних условий	1	1
692	но сам	1	1
693	это есть	2	1
694	что же	2	1
695	самого себя	4	1
696	и братья	1	1
697	что раскольников	1	1
698	из этой	2	1
699	социализма в	2	1
700	у этого	1	1
701	человек делается	1	1
702	толстого в	1	1
703	цели не	1	1
704	вот чего	1	1
705	от народа	2	1
706	свободы в	1	1
707	сих пор	3	1
708	прибегает к	1	1
709	отличается от	1	1
710	свободы для	1	1
711	в средство	2	1
712	и тогда	3	1
713	и сам	1	1
714	в более	2	1
715	и борьба	1	1
716	и часто	1	1
717	но на	2	1
718	дойти до	1	1
719	раскольников и	1	1
720	человека для	3	1
721	и личной	1	1
722	он по	1	1
723	начала и	1	1
724	человек и	2	1
725	настоящее и	1	1
726	и перед	3	1
727	в другое	1	1
728	в последней	2	1
729	о достоевском	1	1
730	перед лизой	1	1
731	конце концов	1	1
732	мы должны	1	1
733	человека она	1	1
734	все они	1	1
735	природа человека	3	1
736	человека не	4	1
737	отношении к	3	1
738	всеми его	1	1
739	этой теме	1	1
740	с людьми	1	1
741	себе всю	1	1
742	это все	2	1
743	да не	1	1
744	от всех	1	1
745	русские люди	1	1
746	была совершенно	1	1
747	этап в	1	1
748	достоевского только	1	1
749	но этот	2	1
750	жизни а	2	1
751	него и	2	1
752	не что	3	1
753	отношению к	2	1
754	ко всему	1	1
755	т е	4	1
756	бы его	2	1
757	и жизнь	1	1
758	закона и	2	1
759	он готов	1	1
760	ставрогина и	1	1
761	приводит нас	1	1
762	в какой	1	1
763	но эти	1	1
764	а может	1	1
765	он лишь	2	1
766	с самим	3	1
