N	3gram	Losev_Dial_2	Mirosoze
1	не может быть	3	17
2	вместе с тем	1	5
3	но и в	1	4
4	и в этой	1	4
5	и вместе с	1	4
6	это и есть	1	4
7	есть не только	1	3
8	это значит что	8	3
9	в братьях карамазовых	1	3
10	и в нем	1	3
11	не может не	3	2
12	до сих пор	2	2
13	и не может	1	2
14	в том смысле	4	2
15	в них нет	1	2
16	то время как	3	2
17	не только в	2	2
18	в конце концов	1	2
19	как будто бы	3	2
20	не могут быть	2	2
21	это не значит	2	2
22	в нем не	1	2
23	а не только	1	2
24	в то время	3	2
25	есть и в	1	1
26	бросается в глаза	1	1
27	что иное как	3	1
28	потому что он	2	1
29	– все это	1	1
30	ни с какой	1	1
31	и потому она	1	1
32	с чем не	1	1
33	в самом деле	3	1
34	будет ли она	1	1
35	если он не	1	1
36	у достоевского в	1	1
37	он мог бы	1	1
38	прежде всего –	1	1
39	как и все	2	1
40	в зависимости от	2	1
41	только может быть	1	1
42	и когда мы	1	1
43	но и сама	1	1
44	и т п	2	1
45	он не был	1	1
46	но это не	2	1
47	нет у него	1	1
48	жизни и в	1	1
49	может быть и	3	1
50	и не быть	1	1
51	так как они	1	1
52	по сравнению с	1	1
53	в каком-то особенном	1	1
54	не в том	1	1
55	все более и	1	1
56	во всяком случае	2	1
57	одна и та	4	1
58	на этом основании	1	1
59	когда мы говорим	1	1
60	как у достоевского	1	1
61	как и всякая	1	1
62	в себе и	1	1
63	и в том	1	1
64	и в смысле	1	1
65	от того что	2	1
66	том смысле что	3	1
67	выйти за пределы	1	1
68	всего того что	1	1
69	них нет ничего	1	1
70	сам не может	1	1
71	что и в	1	1
72	ни с чем	1	1
73	о том что	4	1
74	это – самая	1	1
75	есть прежде всего	1	1
76	не должен ли	1	1
77	более и более	1	1
78	может быть так	1	1
79	– только одно	1	1
80	историки литературы и	1	1
81	не значит что	3	1
82	не что иное	3	1
83	и та же	4	1
84	во многих отношениях	1	1
85	в том что	6	1
86	все это не	1	1
87	она не может	1	1
88	в этой тьме	1	1
