N	2gram	Voloshinov_1	Problema
1	и в	13	30
2	в своей	4	22
3	не только	6	18
4	то что	6	18
5	в этом	2	17
6	том что	2	17
7	людей и	1	13
8	таким образом	6	13
9	но и	3	13
10	потому что	1	13
11	также и	1	12
12	в его	7	12
13	в том	2	12
14	и не	8	12
15	в своем	1	11
16	в этой	1	10
17	в виде	1	10
18	точки зрения	7	10
19	все же	5	9
20	но в	4	9
21	который в	1	9
22	только в	6	9
23	и все	3	9
24	сказать что	1	9
25	художественного творчества	1	8
26	с точки	5	8
27	в конце	1	8
28	вовсе не	2	8
29	но не	1	7
30	как и	3	7
31	не в	3	7
32	никогда не	3	7
33	связи с	1	7
34	в дальнейшем	1	7
35	так и	3	7
36	что он	1	7
37	может быть	8	7
38	в связи	2	7
39	вместе с	1	7
40	тут же	1	6
41	и как	1	6
42	в нем	2	6
43	его в	1	6
44	несмотря на	2	6
45	уже у	1	6
46	как символа	1	6
47	и его	12	6
48	и что	1	6
49	так как	3	6
50	с другой	2	6
51	прежде всего	9	6
52	как бы	6	6
53	и для	3	6
54	а в	2	6
55	другой стороны	2	6
56	и то	3	5
57	для себя	2	5
58	в которой	3	5
59	тем не	1	5
60	он и	1	5
61	еще в	2	5
62	не менее	2	5
63	того как	1	5
64	и о	1	5
65	и у	1	5
66	и их	7	5
67	мы можем	4	5
68	а не	2	5
69	не может	8	5
70	так же	2	5
71	в самом	2	5
72	что в	3	5
73	человека и	1	4
74	того же	1	4
75	едва ли	1	4
76	и он	1	4
77	отнюдь не	1	4
78	и к	2	4
79	в себе	3	4
80	при этом	2	4
81	же не	1	4
82	об этом	1	4
83	было бы	4	4
84	не мог	2	4
85	в то	1	4
86	как о	1	4
87	но даже	1	4
88	или в	1	4
89	даже и	1	4
90	далеко не	1	4
91	еще и	4	4
92	если не	1	4
93	и вполне	1	4
94	смысле слова	2	3
95	на первом	1	3
96	в виду	1	3
97	в ней	2	3
98	еще не	1	3
99	иное как	2	3
100	в ее	3	3
101	совсем не	1	3
102	что они	2	3
103	что касается	1	3
104	от этого	2	3
105	учение о	2	3
106	с одной	2	3
107	в другом	2	3
108	не всегда	1	3
109	нет никакого	1	3
110	в отношении	2	3
111	и другое	1	3
112	что иное	2	3
113	в самой	1	3
114	в эпоху	1	3
115	только и	4	3
116	внимание на	1	3
117	и который	1	3
118	а также	2	3
119	к нему	1	3
120	все время	1	3
121	тот же	2	3
122	и тем	2	3
123	в начале	1	3
124	в одном	3	3
125	для них	1	3
126	для того	1	3
127	одной стороны	2	3
128	и никогда	1	3
129	не что	2	3
130	и наиболее	2	2
131	самом деле	3	2
132	но тем	1	2
133	и до	1	2
134	то же	4	2
135	мы имеем	1	2
136	мы не	4	2
137	является наиболее	1	2
138	равно как	1	2
139	все эти	2	2
140	в чем	2	2
141	тем как	1	2
142	не входит	1	2
143	по отношению	3	2
144	отношение к	1	2
145	и речи	1	2
146	на то	1	2
147	в одной	1	2
148	как в	2	2
149	в нашей	1	2
150	если он	1	2
151	он все	1	2
152	всем своем	1	2
153	или иных	1	2
154	его на	2	2
155	что такой	1	2
156	не чем	2	2
157	в них	2	2
158	и тогда	1	2
159	со всей	3	2
160	представление о	1	2
161	себе а	1	2
162	иным как	2	2
163	и более	1	2
164	в науке	1	2
165	того чтобы	1	2
166	как весьма	1	2
167	по своей	1	2
168	и является	2	2
169	тем что	2	2
170	в области	2	2
171	если только	1	2
172	это конечно	1	2
173	ли не	1	2
174	его за	1	2
175	к тому	2	2
176	значительной мере	1	2
177	данном случае	2	2
178	всей своей	2	2
179	можно было	1	2
180	по себе	1	2
181	для целей	3	2
182	в значительной	1	2
183	между тем	2	2
184	борьбе с	1	2
185	вслед за	2	2
186	в античной	1	2
187	или же	1	2
188	со всеми	1	2
189	конечно не	1	2
190	уже в	2	2
191	имеется еще	1	2
192	ее в	2	2
193	представляет собою	1	2
194	него не	1	2
195	с помощью	2	2
196	не дается	1	2
197	он говорит	1	2
198	в данном	2	2
199	да и	3	2
200	такого рода	1	2
201	чем иным	2	2
202	с этой	2	2
203	но для	3	2
204	один из	1	2
205	от матери	1	2
206	тех или	1	2
207	хотя бы	5	2
208	в целях	2	2
209	отношению к	3	2
210	по поводу	1	2
211	к этому	1	2
212	они не	1	2
213	не думает	1	1
214	xvii века	1	1
215	на самом	1	1
216	науки о	1	1
217	это и	1	1
218	и есть	1	1
219	к другому	1	1
220	познать его	1	1
221	в их	3	1
222	мы уже	2	1
223	а как	2	1
224	которую мы	1	1
225	бы что	1	1
226	вопрос о	1	1
227	на место	1	1
228	о помощи	1	1
229	и стиль	2	1
230	под ним	1	1
231	не вполне	1	1
232	на себя	1	1
233	и ее	2	1
234	все указанные	1	1
235	со времен	1	1
236	с большим	1	1
237	нам представляется	1	1
238	время в	1	1
239	с его	1	1
240	мысль что	1	1
241	то мы	1	1
242	то он	1	1
243	бы в	2	1
244	в едином	1	1
245	или иное	1	1
246	в свои	1	1
247	только путем	3	1
248	которые не	1	1
249	с этим	3	1
250	для всех	1	1
251	и наконец	5	1
252	себе на	1	1
253	и превращается	1	1
254	его к	1	1
255	в этот	2	1
256	или иную	1	1
257	творцу и	1	1
258	как то	1	1
259	платон в	1	1
260	чуть ли	1	1
261	в тех	2	1
262	вопроса о	4	1
263	поэтому вполне	1	1
264	а вовсе	1	1
265	и если	1	1
266	что она	1	1
267	состоит в	1	1
268	и вот	1	1
269	и указание	1	1
270	работ в	1	1
271	же остается	1	1
272	лишь с	1	1
273	в образе	1	1
274	эпохи не	1	1
275	себя и	1	1
276	на всю	1	1
277	говорить не	1	1
278	времени в	1	1
279	г в	3	1
280	входит в	2	1
281	те или	1	1
282	искусства в	1	1
283	от одного	1	1
284	же мотив	1	1
285	и дает	1	1
286	привести только	1	1
287	и находит	1	1
288	ту или	1	1
289	между собою	2	1
290	и превращения	1	1
291	представляет себе	2	1
292	такой же	1	1
293	мало что	1	1
294	себе я	1	1
295	и при	2	1
296	что такое	1	1
297	в такой	1	1
298	уже к	1	1
299	гнев и	1	1
300	не столько	3	1
301	не как	3	1
302	своего рода	2	1
303	и создавать	1	1
304	является уже	2	1
305	говорит как	1	1
306	все это	4	1
307	сознание что	1	1
308	их в	1	1
309	где нет	1	1
310	общего не	1	1
311	тому что	1	1
312	вплоть до	1	1
313	что эта	2	1
314	самого начала	2	1
315	и хозяйства	1	1
316	мысли в	1	1
317	не имеет	2	1
318	и структуру	1	1
319	работы но	1	1
320	из него	1	1
321	именно с	1	1
322	же время	1	1
323	во всем	2	1
324	поэтической формы	1	1
325	до того	1	1
326	возражать против	2	1
327	ему в	1	1
328	и оно	1	1
329	ни о	1	1
330	века однако	1	1
331	является той	1	1
332	и должно	2	1
333	когда мы	1	1
334	возможности но	1	1
335	как для	1	1
336	только одно	1	1
337	и это	1	1
338	с ее	1	1
339	на основе	1	1
340	то или	1	1
341	с самого	2	1
342	вспомнить о	1	1
343	здесь он	1	1
344	те же	2	1
345	в борьбе	1	1
346	отсюда и	1	1
347	здесь нет	1	1
348	мог бы	2	1
349	когда в	1	1
350	остается только	1	1
351	но у	1	1
352	весьма характерное	1	1
353	же автора	1	1
354	только потому	1	1
355	сводится к	1	1
356	и здесь	1	1
357	другими словами	1	1
358	почему же	1	1
359	или на	1	1
360	даже у	1	1
361	весь этот	1	1
362	мы понимаем	2	1
363	образом мы	1	1
364	должно было	1	1
365	вся эта	1	1
366	этот момент	1	1
367	нуждается в	2	1
368	iii из	1	1
369	в другой	1	1
370	которых он	1	1
371	и следовательно	2	1
372	не зная	1	1
373	тех пор	4	1
374	как из	1	1
375	в двух	4	1
376	одной из	1	1
377	этот вопрос	1	1
378	во времени	2	1
379	весьма важная	1	1
380	только на	1	1
381	в поэзии	5	1
382	и других	1	1
383	на эту	1	1
384	здесь мы	3	1
385	нам вполне	1	1
386	одно из	1	1
387	себе в	1	1
388	никто не	1	1
389	к более	1	1
390	говорить об	2	1
391	содержания и	1	1
392	которое является	1	1
393	этом отношении	1	1
394	и вместе	1	1
395	нет и	1	1
396	в предисловии	1	1
397	в природе	1	1
398	и др	2	1
399	больше и	1	1
400	французского просвещения	1	1
401	ничего общего	3	1
402	превращается в	3	1
