N	3gram	Voloshinov_1	Analitik
1	не может быть	4	16
2	в том что	2	9
3	в то же	1	8
4	в отличие от	1	6
5	то же время	1	6
6	что иное как	2	5
7	литературного произведения как	1	5
8	по отношению к	3	5
9	с точки зрения	5	4
10	и не может	1	4
11	в конечном счете	1	4
12	не что иное	2	4
13	состоит в том	1	3
14	подобно тому как	1	3
15	того или иного	2	3
16	для того чтобы	1	3
17	с одной стороны	2	3
18	есть не что	2	3
19	собственно говоря и	1	3
20	нет и не	1	2
21	и к тому	1	2
22	в самом деле	2	2
23	то же самое	1	2
24	в этом отношении	1	2
25	в данном случае	2	2
26	далеко не всегда	1	2
27	но в то	1	2
28	с другой стороны	2	2
29	тех или иных	1	2
30	не знает категории	1	1
31	тех пор пока	3	1
32	а вовсе не	1	1
33	более или менее	1	1
34	равно как и	1	1
35	в широком понимании	1	1
36	один и тот	1	1
37	выходит за пределы	1	1
38	стороны литературное произведение	1	1
39	во всей своей	1	1
40	в зависимости от	2	1
41	между тем как	1	1
42	в собственном смысле	1	1
43	может и должно	1	1
44	ни одно слово	1	1
45	эстетического объекта и	1	1
46	полном соответствии с	2	1
47	с этой точки	1	1
48	то или иное	1	1
49	одно и то	3	1
50	в достаточной мере	1	1
51	в науке о	1	1
52	все эти три	1	1
53	в полном соответствии	2	1
54	течение всего своего	1	1
55	и то же	2	1
56	говорить не приходится	1	1
57	и как бы	1	1
58	прежде всего в	1	1
59	собственном смысле слова	1	1
60	включает в себя	1	1
61	этой точки зрения	1	1
62	до тех пор	4	1
63	и вместе с	1	1
64	в течение всего	1	1
65	возможно только в	1	1
66	в связи с	1	1
67	к тому что	1	1
68	языка но в	1	1
69	всей своей полноте	1	1
70	как и в	1	1
71	и тот же	1	1
