N	3gram	Ircho_Kome_2	Myslijsy
1	по отношению к	3	13
2	в том что	5	13
3	не может быть	1	9
4	только в том	1	6
5	тем не менее	1	6
6	с другой стороны	1	5
7	потому что в	1	4
8	но и в	1	4
9	в свою очередь	1	4
10	само по себе	1	4
11	в этом смысле	2	4
12	с точки зрения	1	3
13	с одной стороны	2	3
14	и в том	1	3
15	то же время	3	3
16	с самого начала	1	3
17	так и в	1	3
18	что и в	2	3
19	не только в	1	3
20	в то же	3	3
21	только потому что	2	2
22	бы то ни	2	2
23	к тому что	2	2
24	можем представить себе	1	2
25	и с этой	2	2
26	для того чтобы	4	2
27	и т п	2	2
28	друг от друга	1	2
29	никто не может	1	1
30	другой стороны он	1	1
31	не говоря уже	2	1
32	в ответ на	2	1
33	в своем сочинении	1	1
34	говоря уже о	2	1
35	не было бы	1	1
36	то что в	1	1
37	том что именно	1	1
38	до сих пор	2	1
39	что в нем	1	1
40	можно было бы	2	1
41	только тем что	1	1
42	не в состоянии	1	1
43	думать что в	1	1
44	более или менее	1	1
45	то ни было	2	1
46	а не для	1	1
47	на задний план	1	1
48	в связи с	3	1
49	ли в этом	1	1
50	таким же образом	1	1
51	в этих словах	1	1
52	в различных сочетаниях	1	1
53	во всяком случае	2	1
54	то окажется что	1	1
55	в то время	3	1
56	после того как	2	1
57	о том что	4	1
58	как и во	1	1
59	ни в одном	1	1
60	но все же	1	1
61	и в тех	1	1
62	ее и от	1	1
63	в каждом из	1	1
64	в первом случае	1	1
65	в так называемых	1	1
66	точно так же	1	1
67	не следует думать	1	1
68	как мы видели	1	1
