N	2gram	Vinokur_St_3	DiskursI
1	в этом	24	16
2	как и	4	16
3	состоит в	4	16
4	и в	25	16
5	в качестве	4	16
6	может быть	19	16
7	и не	10	15
8	а не	5	14
9	то есть	2	12
10	в частности	1	12
11	но в	5	11
12	представляет собой	1	11
13	но и	9	11
14	со стороны	3	10
15	не только	12	10
16	том что	15	10
17	своего рода	3	10
18	так и	5	9
19	не может	7	9
20	такого рода	5	9
21	как в	6	8
22	в том	20	8
23	а также	4	8
24	но не	2	7
25	в данном	1	7
26	в рамках	2	7
27	в нем	1	7
28	ни в	5	7
29	не менее	2	7
30	при всей	2	7
31	прежде всего	10	7
32	то же	5	6
33	еще не	2	6
34	с его	3	6
35	все же	4	6
36	в своей	4	6
37	по своей	1	6
38	в своих	8	6
39	и на	6	5
40	в своем	1	5
41	в то	7	5
42	хвала и	1	5
43	с другой	5	5
44	же время	3	5
45	что в	19	5
46	для него	3	5
47	то что	12	5
48	а с	2	5
49	я и	3	4
50	в рассказе	3	4
51	и то	1	4
52	разумеется не	2	4
53	в этой	14	4
54	потому что	5	4
55	этом отношении	4	4
56	о том	8	4
57	в пределах	1	4
58	лирической поэзии	1	4
59	одного из	2	4
60	времени в	1	4
61	с одной	2	4
62	одно из	2	4
63	в одном	1	4
64	одной стороны	3	4
65	как бы	6	4
66	ни для	1	4
67	не является	3	4
68	точки зрения	7	4
69	в период	1	4
70	к этому	3	4
71	можно назвать	4	4
72	также и	1	3
73	например в	4	3
74	и ее	2	3
75	проявляется в	1	3
76	к жизни	1	3
77	и как	1	3
78	и наконец	3	3
79	все эти	3	3
80	из этих	6	3
81	он не	5	3
82	подход к	1	3
83	и может	2	3
84	в другом	3	3
85	его в	1	3
86	это не	7	3
87	соответствии с	1	3
88	жизни но	2	3
89	в этих	11	3
90	в котором	5	3
91	не столько	2	3
92	одном из	1	3
93	не в	6	3
94	на рубеже	1	3
95	в русской	6	3
96	могут быть	2	3
97	но одновременно	1	3
98	той или	1	3
99	приводит к	1	3
100	в его	12	3
101	только в	6	3
102	и его	3	3
103	уже не	3	3
104	из них	1	3
105	в них	5	3
106	из двух	1	3
107	или иной	2	3
108	не было	4	3
109	не знает	1	3
110	в творчестве	3	3
111	в контексте	1	3
112	можно сказать	4	3
113	но это	4	3
114	и того	1	3
115	и все	1	3
116	следует признать	1	3
117	жизни и	1	3
118	как на	6	3
119	того же	2	2
120	и это	5	2
121	идет о	1	2
122	перед лицом	1	2
123	по преимуществу	1	2
124	той же	2	2
125	место в	6	2
126	совпадает с	1	2
127	говорить о	3	2
128	в ней	4	2
129	мы имеем	5	2
130	установку на	1	2
131	и мн	1	2
132	не требует	1	2
133	большей части	1	2
134	значении этого	1	2
135	в такого	1	2
136	отношение к	4	2
137	что как	1	2
138	отношения между	5	2
139	в целом	4	2
140	по словам	1	2
141	должна быть	1	2
142	не к	1	2
143	свое время	1	2
144	у пушкина	22	2
145	этого жанра	1	2
146	что ни	1	2
147	является не	1	2
148	же касается	1	2
149	и с	4	2
150	на почве	5	2
151	этот человек	2	2
152	но уже	1	2
153	или из	3	2
154	должно быть	1	2
155	такой же	2	2
156	все это	8	2
157	с точки	4	2
158	дело в	1	2
159	никогда не	2	2
160	на мой	1	2
161	со своим	1	2
162	в области	6	2
163	для себя	1	2
164	с ее	2	2
165	здесь не	1	2
166	времени и	2	2
167	в результате	2	2
168	на большую	1	2
169	но здесь	1	2
170	мн др	1	2
171	произведения как	2	2
172	между тем	6	2
173	русской литературе	1	2
174	в языке	8	2
175	что и	1	2
176	есть в	2	2
177	наше время	1	2
178	не о	1	2
179	на примере	1	2
180	именно в	1	2
181	по большей	1	2
182	не на	2	2
183	вместе с	2	2
184	о чем	1	2
185	пристального внимания	1	2
186	в той	1	2
187	или иного	1	2
188	тому как	1	2
189	что же	1	2
190	а потом	1	2
191	в свое	1	2
192	в формах	1	2
193	в наше	1	2
194	за которыми	1	2
195	и для	4	2
196	мой взгляд	1	2
197	а к	1	2
198	на языке	1	2
199	а в	6	2
200	другой стороны	5	2
201	что он	19	2
202	это в	4	2
203	как нечто	1	1
204	речь идет	2	1
205	для этих	1	1
206	одним из	1	1
207	не дошли	1	1
208	самом деле	2	1
209	сил и	1	1
210	тех же	1	1
211	переход от	1	1
212	в первом	1	1
213	однако каждый	1	1
214	в году	5	1
215	есть не	1	1
216	на материале	1	1
217	для своего	1	1
218	мы не	2	1
219	собой как	1	1
220	вопрос о	1	1
221	этом не	1	1
222	не была	2	1
223	в сущности	2	1
224	ему в	1	1
225	в некотором	1	1
226	этого термина	2	1
227	и со	1	1
228	пребывания в	1	1
229	во мне	1	1
230	он был	3	1
231	в а	1	1
232	в чем	4	1
233	истории в	1	1
234	во всех	2	1
235	тем как	2	1
236	в ее	1	1
237	точка зрения	4	1
238	дошли но	1	1
239	в сторону	1	1
240	если в	2	1
241	ответ на	5	1
242	xix столетия	1	1
243	которая не	1	1
244	повести о	1	1
245	не просто	2	1
246	у баратынского	1	1
247	за пределы	1	1
248	в истории	1	1
249	вследствие чего	1	1
250	в одной	2	1
251	и стилистически	1	1
252	в одних	1	1
253	однако не	1	1
254	которых является	2	1
255	то в	4	1
256	гораздо раньше	3	1
257	в самом	2	1
258	еще на	1	1
259	в которой	4	1
260	бог сойти	1	1
261	бы не	1	1
262	поэтому и	1	1
263	так в	1	1
264	раз в	1	1
265	им в	2	1
266	европейской поэзии	1	1
267	говорят о	1	1
268	частности на	1	1
269	но на	1	1
270	как у	1	1
271	человек не	1	1
272	к традициям	1	1
273	нового жанра	1	1
274	так сказать	2	1
275	и только	2	1
276	о которой	2	1
277	и именно	1	1
278	пушкина и	6	1
279	лирике в	1	1
280	и еще	1	1
281	он должен	1	1
282	же это	1	1
283	не как	2	1
284	одной и	1	1
285	что свойственно	1	1
286	его от	1	1
287	на этом	3	1
288	с этой	3	1
289	таким образом	10	1
290	что является	1	1
291	совпадают с	1	1
292	самого автора	1	1
293	об этом	5	1
294	о русском	2	1
295	решал в	1	1
296	лишь в	4	1
297	касается второго	1	1
298	того или	1	1
299	еще одно	1	1
300	в жизни	4	1
301	словами самого	1	1
302	этого не	1	1
303	несмотря на	3	1
304	поэтическое сознание	1	1
305	она была	1	1
306	вещами и	1	1
307	которую он	2	1
308	какое место	1	1
309	в такой	2	1
310	где мы	1	1
311	если можно	1	1
312	в которых	2	1
313	и той	1	1
314	тем не	2	1
315	по крайней	4	1
316	выражение под	1	1
317	и более	3	1
318	перед ним	1	1
319	том же	1	1
320	что этот	3	1
321	на историческую	2	1
322	на три	1	1
323	вплоть до	1	1
324	но они	2	1
325	с теми	1	1
326	самого начала	2	1
327	как о	2	1
328	дело не	2	1
329	одна из	2	1
330	в лирической	1	1
331	совершенно иными	1	1
332	к этим	2	1
333	на него	1	1
334	xix века	4	1
335	близок к	2	1
336	которого он	1	1
337	дай мне	1	1
338	чтобы стать	1	1
339	ровная и	1	1
340	и всегда	2	1
341	о другой	1	1
342	в общих	2	1
343	на язык	3	1
344	ничего не	4	1
345	благодаря тому	1	1
346	в разных	1	1
347	того как	1	1
348	обратим внимание	1	1
349	к ней	4	1
350	и до	1	1
351	такая же	1	1
352	в смене	1	1
353	что русский	2	1
354	этом жанре	1	1
355	известной степени	1	1
356	от их	1	1
357	уже о	1	1
358	начиная с	2	1
359	она во	2	1
360	под пером	2	1
361	но все	2	1
362	и другой	1	1
363	было у	2	1
364	отличается от	4	1
365	всего в	4	1
366	к тому	2	1
367	его с	1	1
368	но также	2	1
369	также от	1	1
370	утверждать что	2	1
371	ср с	3	1
372	в применении	1	1
373	должен быть	2	1
374	году в	1	1
375	представляют собой	1	1
376	сцены из	3	1
377	детали к	1	1
378	приходит к	1	1
379	и образ	1	1
380	говоря уже	1	1
381	в в	3	1
382	в собственном	1	1
383	более поздним	1	1
384	упоминаемые в	1	1
385	второго лица	1	1
386	с самого	2	1
387	во главе	1	1
388	как с	1	1
389	и сам	1	1
390	этот период	1	1
391	в образе	1	1
392	по аналогии	1	1
393	в нескольких	1	1
394	здесь как	1	1
395	чем у	1	1
396	мы в	1	1
397	поэтому в	1	1
398	ней и	1	1
399	в эпоху	1	1
400	для этого	2	1
401	с ним	1	1
402	к оде	1	1
403	не дай	1	1
404	все дело	1	1
405	которого можно	1	1
406	и здесь	3	1
407	и должно	1	1
408	не был	2	1
409	и т.д	1	1
410	внимание на	2	1
411	и что	3	1
412	не стоит	1	1
413	может не	1	1
414	в значительной	1	1
415	столкновения двух	1	1
416	и во	2	1
417	предстает в	1	1
418	должно было	1	1
419	он его	2	1
420	с нами	1	1
421	ним и	1	1
422	в форме	2	1
423	крайней мере	4	1
424	иной мере	1	1
425	которая и	1	1
426	века и	1	1
427	он создал	1	1
428	как она	1	1
429	о рассказе	1	1
430	которое было	1	1
431	менее в	1	1
432	именно о	1	1
433	пушкина может	1	1
434	действующих лиц	4	1
435	и две	1	1
436	отказ от	2	1
437	ср у	1	1
438	и так	1	1
439	б с	1	1
440	до нас	2	1
441	присутствие в	1	1
442	одних и	1	1
443	от них	2	1
444	менее очевидным	1	1
445	с которыми	2	1
446	так что	11	1
447	для всех	1	1
448	свидетельствуют о	1	1
449	оказывается в	1	1
450	и они	1	1
451	себя и	2	1
452	в поэзии	2	1
453	в элегии	1	1
454	во втором	2	1
455	не дает	1	1
456	в книге	1	1
457	и их	1	1
458	в новом	2	1
459	всяком случае	4	1
460	могло бы	1	1
461	содержания и	1	1
462	в современном	1	1
463	вовсе не	2	1
464	в состоянии	1	1
465	может служить	1	1
466	друг друга	1	1
467	не случайно	1	1
468	за границы	1	1
469	тем что	19	1
470	к той	1	1
471	в других	1	1
472	уступает место	1	1
473	русской поэзии	2	1
474	того что	5	1
475	не были	1	1
476	мне бог	1	1
477	и тех	1	1
478	лица в	1	1
479	о своем	1	1
480	еще и	1	1
481	и др	4	1
482	но есть	2	1
483	поэзии и	1	1
484	в некоторых	3	1
485	до конца	3	1
486	его как	3	1
487	и принимает	1	1
488	лирики и	1	1
489	на возможность	1	1
490	которые по	1	1
491	все то	1	1
492	там где	1	1
493	главе с	1	1
494	что из	2	1
495	более глубокое	1	1
496	стихотворений в	2	1
497	в одно	1	1
498	должна была	4	1
499	именно поэтому	2	1
500	в пушкинском	1	1
501	на фоне	1	1
502	человек в	1	1
503	внимания к	1	1
504	опирается на	1	1
505	в особенности	4	1
506	требует от	1	1
507	в разговоре	1	1
508	из которых	4	1
509	это были	1	1
510	оды и	1	1
511	в европейской	2	1
512	применении к	1	1
513	мой друг	3	1
514	это его	1	1
515	в это	2	1
516	образцом для	1	1
517	даже в	1	1
518	на пути	1	1
519	судьбы то	1	1
520	как некую	1	1
521	личность как	1	1
522	этом и	1	1
