N	3gram	Propp_Russ_1	Istorich
1	и т д	9	18
2	в этом случае	5	7
3	в этих случаях	1	6
4	вместе с тем	6	6
5	о том что	4	4
6	в связи с	4	4
7	но все же	2	4
8	мы видим что	1	4
9	тем не менее	3	4
10	так же как	1	3
11	здесь мы имеем	1	3
12	мы увидим ниже	2	3
13	но вместе с	1	3
14	т е в	1	3
15	и в обрядах	1	3
16	как мы увидим	5	3
17	после того как	2	3
18	друг с другом	1	2
19	в это время	2	2
20	как и в	1	2
21	но это не	2	2
22	в обрядах и	1	2
23	в заупокойном культе	1	2
24	что и в	1	2
25	в том что	15	2
26	же как и	1	2
27	мы имеем здесь	1	2
28	по отношению к	1	2
29	мы не будем	2	2
30	на то что	1	2
31	не только в	1	2
32	т е на	1	2
33	обрядах и в	1	2
34	это показывает что	2	2
35	в данном случае	1	2
36	наряду с этим	1	2
37	так как в	1	2
38	потому что он	1	2
39	не только для	1	1
40	подобно тому как	1	1
41	а и никифоров	2	1
42	на самом деле	1	1
43	и других животных	2	1
44	вопрос о том	1	1
45	и потому что	2	1
46	разрешать не будем	1	1
47	точно так же	1	1
48	все это показывает	2	1
49	для наших целей	2	1
50	это означает что	1	1
51	обращает на себя	1	1
52	стоит в связи	2	1
53	но и других	1	1
54	мы увидим что	1	1
55	к этому же	2	1
56	е тот кто	1	1
57	мы должны будем	1	1
58	можно сказать что	1	1
59	это не совсем	1	1
60	речь будет ниже	1	1
61	у него нет	1	1
62	но не объясняет	1	1
63	иметь в виду	1	1
64	что не только	1	1
65	эти случаи показывают	1	1
66	в немецкой науке	1	1
67	можно сделать из	2	1
68	нет в центральной	1	1
69	никак не может	1	1
70	с тем что	1	1
71	и в других	4	1
72	и многие другие	2	1
73	т е тот	1	1
74	и не только	1	1
75	в то время	1	1
76	совершенно очевидно что	1	1
77	что во время	1	1
78	трупы зашивались в	1	1
79	в некоторых местах	1	1
80	как мы знаем	1	1
81	в других формах	1	1
82	выводы можно сделать	2	1
83	в других местах	2	1
84	пришли на смену	1	1
85	покажет нам что	1	1
86	так как наша	1	1
87	и он же	1	1
88	на две части	1	1
89	не может считаться	1	1
90	в одно целое	1	1
91	как мы видели	1	1
92	в виду что	1	1
93	во многих отношениях	1	1
94	же выводы можно	2	1
95	только тогда когда	1	1
96	дело так что	1	1
97	т д и	1	1
98	в себе и	1	1
99	на другой день	1	1
100	с точки зрения	3	1
101	но тем не	2	1
102	объясняется тем что	1	1
103	сказывается и в	1	1
104	мы уже знаем	1	1
105	в отличие от	1	1
106	на небо но	1	1
107	во всех этих	1	1
108	даже если бы	1	1
109	а иногда и	3	1
110	во всяком случае	1	1
111	в свою очередь	2	1
112	как уже указано	1	1
113	которые приводят к	1	1
114	состоит в том	8	1
