N	2gram	Tiupa_Narr_1	Myshleni
1	в том	18	42
2	том что	14	35
3	в процессе	1	27
4	таким образом	1	25
5	в развитии	1	25
6	в этом	17	24
7	точки зрения	10	24
8	в качестве	21	21
9	в мышлении	1	21
10	и в	19	20
11	что в	3	19
12	в основе	5	17
13	то же	4	16
14	не только	32	15
15	то что	11	15
16	что они	3	14
17	как мы	3	13
18	в их	1	12
19	при этом	9	12
20	может быть	25	12
21	с другой	8	12
22	потому что	1	12
23	с точки	2	11
24	в его	9	11
25	так же	2	11
26	этого слова	2	11
27	в целом	1	11
28	и то	1	10
29	в себе	8	10
30	того что	1	10
31	только в	4	10
32	того же	1	9
33	могли бы	1	9
34	и как	5	9
35	как и	7	9
36	между тем	3	9
37	что и	1	9
38	тот же	1	9
39	с одной	7	9
40	слова в	1	9
41	одной стороны	7	9
42	как это	6	9
43	другой стороны	4	9
44	но и	23	9
45	и тем	4	8
46	было бы	4	8
47	этом смысле	1	8
48	и не	20	8
49	в результате	2	8
50	самом деле	2	7
51	один и	1	7
52	и тот	2	7
53	и более	1	7
54	тем самым	6	7
55	с другом	1	7
56	могут быть	3	7
57	же самое	1	7
58	в собственном	2	7
59	тем что	3	7
60	этом отношении	3	7
61	а не	12	7
62	что мы	2	7
63	как бы	4	7
64	друг с	1	7
65	же как	3	6
66	в самом	1	6
67	и на	3	6
68	тому же	5	6
69	те же	4	6
70	мы видели	1	6
71	одного и	1	6
72	к одному	1	6
73	по своей	3	6
74	к тому	7	6
75	можно было	2	6
76	в силу	4	6
77	его в	2	6
78	что он	6	6
79	уже в	3	6
80	не может	10	6
81	такого рода	7	6
82	и развития	1	6
83	сказать что	4	6
84	речь идет	4	5
85	мы уже	1	5
86	между собой	2	5
87	как в	7	5
88	все же	7	5
89	перед нами	4	5
90	и к	1	5
91	в действительности	1	5
92	все эти	2	5
93	это не	2	5
94	и того	1	5
95	и его	5	5
96	не является	8	5
97	никогда не	3	5
98	так и	9	5
99	если бы	1	5
100	о том	6	5
101	мы можем	1	5
102	выступает в	2	5
103	в частности	14	5
104	что слова	1	5
105	в готовом	1	5
106	в сущности	3	4
107	в своем	2	4
108	как уже	1	4
109	ключ к	2	4
110	состоит в	13	4
111	как они	1	4
112	и с	4	4
113	первую очередь	1	4
114	конкретной ситуации	1	4
115	с этой	1	4
116	на первый	2	4
117	в первую	1	4
118	в ходе	1	4
119	и при	1	4
120	не в	14	4
121	возникает в	1	4
122	представляется нам	1	4
123	что оно	1	4
124	роль в	2	4
125	на том	3	4
126	и только	2	4
127	все время	1	4
128	по выражению	2	4
129	из них	3	4
130	во всей	2	4
131	в области	2	4
132	в речи	1	4
133	по своему	1	4
134	обратимся к	3	4
135	в смысле	1	4
136	и для	2	4
137	для нас	1	4
138	ключом к	1	4
139	между ними	2	4
140	что понятие	1	4
141	этой точки	2	4
142	как известно	2	3
143	идет о	2	3
144	отдельных элементов	1	3
145	с таким	1	3
146	приходит к	2	3
147	приводят к	1	3
148	в виду	1	3
149	столь же	3	3
150	со словами	2	3
151	в чем	1	3
152	в настоящем	1	3
153	отнюдь не	5	3
154	когда он	3	3
155	не являются	2	3
156	но в	6	3
157	представляет собой	13	3
158	в этой	5	3
159	на его	1	3
160	на этом	1	3
161	что все	1	3
162	в совершенно	1	3
163	различие между	2	3
164	со всеми	1	3
165	ни в	3	3
166	в один	1	3
167	не менее	3	3
168	в обоих	2	3
169	и является	1	3
170	связи с	4	3
171	не могут	1	3
172	для образования	1	3
173	оно может	2	3
174	приводит к	2	3
175	и когда	2	3
176	внимание на	1	3
177	является в	1	3
178	и во	1	3
179	один из	3	3
180	одной из	4	3
181	но не	5	3
182	в какой	2	3
183	себя в	5	3
184	этого понятия	2	3
185	слова не	1	3
186	в равной	1	3
187	от тех	1	3
188	от того	1	3
189	со стороны	9	3
190	нас в	1	3
191	именно в	6	3
192	к которому	2	3
193	в связи	2	3
194	наряду с	2	3
195	по существу	2	3
196	и от	1	3
197	не подлежит	1	3
198	совершенно не	2	3
199	точно так	2	3
200	одним из	2	2
201	также и	1	2
202	переход от	4	2
203	между двумя	5	2
204	должна быть	2	2
205	видеть в	1	2
206	едва ли	1	2
207	мы имеем	2	2
208	при анализе	1	2
209	что если	1	2
210	место в	1	2
211	мы и	1	2
212	в ней	3	2
213	мы будем	1	2
214	отличие от	5	2
215	как говорит	3	2
216	напомним что	1	2
217	из этих	3	2
218	в известном	2	2
219	не есть	3	2
220	в нем	4	2
221	том чтобы	1	2
222	содержит в	1	2
223	свое время	1	2
224	подобно тому	2	2
225	встречаются в	1	2
226	не бывает	1	2
227	здесь мы	1	2
228	же не	4	2
229	входит в	1	2
230	который по	3	2
231	далеко не	5	2
232	в слове	1	2
233	оно имеет	1	2
234	и тогда	1	2
235	таким же	1	2
236	в следующем	1	2
237	в отличие	5	2
238	мысли и	1	2
239	собой не	2	2
240	в памяти	2	2
241	их в	1	2
242	том же	1	2
243	что этот	1	2
244	в той	6	2
245	в историческом	1	2
246	может служить	1	2
247	не имеет	2	2
248	к этим	1	2
249	свою силу	1	2
250	не по	1	2
251	что на	2	2
252	очень часто	1	2
253	мы узнаем	1	2
254	когда мы	2	2
255	отличается от	4	2
256	он видит	1	2
257	и он	3	2
258	свою очередь	3	2
259	и сами	1	2
260	здесь не	4	2
261	данном случае	4	2
262	еще не	7	2
263	и здесь	1	2
264	и т.д	7	2
265	всем протяжении	1	2
266	а также	7	2
267	может не	3	2
268	к другой	2	2
269	к нему	5	2
270	на одном	1	2
271	вслед за	4	2
272	в него	1	2
273	в современной	1	2
274	которое мы	1	2
275	согласно которой	1	2
276	но как	2	2
277	от одной	2	2
278	на всем	1	2
279	и у	1	2
280	в значении	1	2
281	в нашей	1	2
282	от других	1	2
283	от понятия	1	2
284	для него	2	2
285	тогда как	12	2
286	у него	4	2
287	и тех	1	2
288	а с	3	2
289	прежде всего	4	2
290	знаний и	1	2
291	с которым	1	2
292	если не	4	2
293	мышлении и	1	2
294	все основные	1	2
295	в данном	5	2
296	что это	3	2
297	тому как	2	2
298	с собственным	1	2
299	даже в	2	2
300	как только	1	2
301	в начале	1	2
302	числе и	4	2
303	тому или	1	2
304	в следующей	1	2
305	которая в	2	2
306	и т.п	8	2
