N	2gram	Savitsky_E_1	Istorich
1	и в	37	26
2	т е	9	22
3	так как	7	18
4	никогда не	3	13
5	потому что	3	13
6	и на	6	12
7	в этом	12	12
8	таким образом	2	12
9	в том	11	12
10	что в	21	12
11	мы видели	3	11
12	может быть	6	11
13	связь с	1	11
14	и т	1	10
15	не только	18	10
16	том что	6	10
17	с другой	7	10
18	и не	14	10
19	представление о	2	9
20	а именно	2	9
21	но и	14	9
22	и это	1	8
23	все эти	1	8
24	все же	1	8
25	в нем	1	8
26	т д	1	8
27	с ним	1	8
28	вместе с	2	8
29	другой стороны	2	8
30	например в	1	7
31	но в	14	7
32	здесь можно	1	7
33	мы можем	3	7
34	и его	1	7
35	о том	3	7
36	с одной	8	7
37	уже не	1	7
38	одной стороны	8	7
39	мы не	4	6
40	как в	3	6
41	в ином	1	6
42	и с	2	6
43	в виде	5	6
44	то что	6	6
45	в более	1	6
46	ее в	3	6
47	не может	9	6
48	то же	15	5
49	в ней	4	5
50	не будет	3	5
51	как и	7	5
52	и что	2	5
53	в то	16	5
54	то это	1	5
55	так и	10	5
56	нас к	2	5
57	в его	2	5
58	мы видим	2	5
59	только в	9	5
60	тем что	3	5
61	у нас	1	5
62	коротко ли	1	5
63	там где	3	5
64	как это	4	5
65	как мы	5	4
66	с его	1	4
67	что оно	1	4
68	но как	2	4
69	в китае	1	4
70	на его	1	4
71	на земле	1	4
72	и по	5	4
73	и тем	3	4
74	с тем	3	4
75	а также	7	4
76	что и	3	4
77	что между	1	4
78	себе в	3	4
79	в других	2	4
80	прежде всего	9	4
81	связано с	3	4
82	зависит от	1	4
83	как бы	6	4
84	но это	1	4
85	на своем	3	4
86	все что	1	4
87	же как	5	3
88	связана с	1	3
89	и то	2	3
90	должна быть	2	3
91	время как	1	3
92	видели что	1	3
93	или иное	1	3
94	независимо от	4	3
95	тех случаях	1	3
96	когда он	3	3
97	и наконец	2	3
98	та же	1	3
99	в себе	9	3
100	борьбы с	1	3
101	вообще не	3	3
102	главным образом	2	3
103	при этом	1	3
104	если бы	2	3
105	в них	3	3
106	такой же	2	3
107	в своей	8	3
108	и ее	1	3
109	в одном	2	3
110	не в	5	3
111	она не	2	3
112	вопрос не	2	3
113	к концу	1	3
114	могут быть	2	3
115	приходит к	1	3
116	и другие	1	3
117	данном случае	2	3
118	то время	1	3
119	имеется в	1	3
120	но так	1	3
121	один из	1	3
122	в качестве	14	3
123	при помощи	2	3
124	и других	2	3
125	от того	1	3
126	и только	3	3
127	со стороны	5	3
128	далеко не	2	3
129	от этого	5	3
130	не было	1	3
131	воды и	1	3
132	в частности	5	3
133	в данном	3	3
134	наряду с	2	3
135	в тех	1	3
136	как будто	2	3
137	и от	3	3
138	кроме того	1	3
139	только одна	1	3
140	случаях когда	2	3
141	или в	2	3
142	вопрос о	4	3
143	на берегу	1	3
144	а в	2	3
