N	3gram	Losev_Dial_4	FransuaR
1	то же время	6	8
2	в то же	6	8
3	как и все	2	5
4	в конце концов	1	4
5	и в то	2	4
6	для того чтобы	5	3
7	это и есть	4	3
8	с другой стороны	1	3
9	подобно тому как	4	3
10	имеется в виду	3	2
11	с точки зрения	9	2
12	на самом же	1	2
13	некоторые из них	1	2
14	самом же деле	1	2
15	не только в	1	2
16	о том что	1	2
17	нужно сказать что	1	2
18	но дело в	1	1
19	можно сказать что	1	1
20	весь мир и	1	1
21	другой стороны в	1	1
22	дело в том	1	1
23	на том же	1	1
24	что это не	1	1
25	смысле понимая под	1	1
26	на первый план	1	1
27	из них в	1	1
28	и не может	1	1
29	том случае если	1	1
30	в той же	1	1
31	в чем не	1	1
32	и то что	1	1
33	и вовсе не	1	1
34	в том случае	1	1
35	в это время	1	1
36	был бы не	1	1
37	в данном случае	1	1
38	но в то	2	1
39	и все его	1	1
40	в сущности это	1	1
41	ни в чем	1	1
42	в сущности только	1	1
43	в отличие от	1	1
44	средневекового учения о	1	1
45	и как бы	1	1
46	по природе своей	1	1
47	в мифе о	1	1
48	в связи с	1	1
49	в виду что	1	1
50	и вот как	1	1
51	не может быть	6	1
52	что мы уже	1	1
53	в нем нет	1	1
54	том же самом	1	1
55	в свою очередь	2	1
56	и на определенную	1	1
57	мы можем сказать	1	1
58	включает в себя	1	1
59	мы не знаем	1	1
60	но это не	1	1
61	мы видим что	2	1
62	в особенности же	1	1
63	мы сказали что	1	1
64	тех или иных	1	1
65	теперь мы можем	2	1
66	все на свете	3	1
67	в том что	9	1
68	все это не	1	1
69	можем сказать что	1	1
70	в ней и	1	1
