N	2gram	Losev_Dial_1	Myslijsy
1	то есть	1	34
2	потому что	14	33
3	то что	13	29
4	может быть	17	26
5	таким образом	1	24
6	в этом	12	23
7	в том	9	23
8	и в	18	23
9	и не	30	18
10	что в	13	17
11	при этом	1	15
12	только в	3	15
13	то же	10	14
14	в себе	11	14
15	как и	2	14
16	того что	2	14
17	так как	11	14
18	для нас	1	14
19	если бы	12	13
20	не было	6	12
21	а не	14	12
22	том что	9	12
23	что я	3	11
24	не в	6	11
25	по себе	25	11
26	но и	7	11
27	не может	12	11
28	не только	13	10
29	для меня	4	10
30	мы можем	4	10
31	что мы	1	10
32	и потому	3	10
33	между тем	1	9
34	не есть	40	9
35	мы не	1	8
36	то это	4	8
37	в своем	5	8
38	но в	6	8
39	было бы	12	8
40	стало быть	9	8
41	о том	4	8
42	другими словами	2	8
43	сказать что	10	8
44	и т	21	7
45	мы говорим	4	7
46	как в	2	7
47	с этим	2	7
48	что это	11	7
49	на то	5	7
50	в нем	16	7
51	в силу	1	7
52	что такое	10	7
53	мысли и	3	7
54	это не	9	7
55	по мере	2	7
56	и что	12	7
57	что и	3	7
58	вовсе не	7	7
59	могут быть	3	7
60	что если	2	6
61	и к	1	6
62	в которой	1	6
63	того как	1	6
64	когда мы	1	6
65	мысль о	1	6
66	так и	9	6
67	что не	7	6
68	заметить что	2	6
69	для того	2	6
70	вместе с	1	6
71	и то	9	5
72	есть нечто	10	5
73	говорить о	5	5
74	не то	6	5
75	один и	1	5
76	хотя и	4	5
77	бы и	2	5
78	есть для	2	5
79	как бы	11	5
80	и мы	5	5
81	должно быть	3	5
82	по крайней	4	5
83	не менее	2	5
84	с ним	6	5
85	не имеет	15	5
86	есть только	5	5
87	к нему	8	5
88	крайней мере	4	5
89	так что	15	5
90	есть в	1	5
91	не можем	1	5
92	уже в	1	5
93	только тогда	2	5
94	в его	3	5
95	для него	2	5
96	само по	5	5
97	что же	3	5
98	все это	11	5
99	тем более	2	5
100	а в	5	5
101	во всяком	4	5
102	а между	1	4
103	сам по	6	4
104	только потому	3	4
105	есть не	3	4
106	и о	3	4
107	что как	2	4
108	могли бы	1	4
109	думать что	3	4
110	что все	1	4
111	и с	5	4
112	его в	1	4
113	с другими	2	4
114	и тем	1	4
115	мы имеем	2	4
116	между собою	2	4
117	точки зрения	17	4
118	в котором	4	4
119	сих пор	2	4
120	тем не	1	4
121	т п	2	4
122	видно что	1	4
123	и более	4	4
124	в то	6	4
125	того чтобы	1	4
126	в сознании	3	4
127	в каком	8	4
128	же самое	1	4
129	если же	1	4
130	и может	2	4
131	быть может	4	4
132	каждый раз	1	4
133	и та	3	4
134	можно сказать	6	4
135	что он	11	4
136	хотя бы	6	4
137	то и	2	4
138	от того	1	4
139	только на	3	4
140	до сих	2	4
141	а именно	1	4
142	как же	5	4
143	но есть	2	4
144	так же	4	4
145	в данном	3	4
146	в той	1	4
147	да и	6	4
148	и все	3	4
149	в сравнении	1	4
150	есть уже	1	4
151	между ними	1	4
152	только как	2	4
153	есть то	1	4
154	тем самым	1	4
155	в таком	1	4
156	например в	1	3
157	самом деле	3	3
158	на самом	3	3
159	и есть	16	3
160	и до	1	3
161	что эти	1	3
162	мы уже	1	3
163	той же	1	3
164	что между	1	3
165	которое в	2	3
166	еще не	2	3
167	то мы	2	3
168	заметим что	1	3
169	там где	1	3
170	по которому	1	3
171	в самом	3	3
172	формы в	1	3
173	все эти	2	3
174	бы не	1	3
175	так в	1	3
176	и если	1	3
177	т д	19	3
178	к одному	1	3
179	и по	1	3
180	образа и	2	3
181	на нее	1	3
182	в каждом	2	3
183	мы его	1	3
184	не будет	1	3
185	что например	1	3
186	от одного	1	3
187	но уже	2	3
188	в них	3	3
189	все равно	3	3
190	не всегда	1	3
191	с точки	12	3
192	но это	8	3
193	в которых	2	3
194	говорим что	2	3
195	есть всегда	4	3
196	ее не	1	3
197	в науке	3	3
198	на себе	3	3
199	в нас	1	3
200	никогда не	9	3
201	в разных	3	3
202	же время	4	3
203	связи с	1	3
204	так то	1	3
205	должны быть	1	3
206	к тому	4	3
207	что у	1	3
208	в виду	5	3
209	говорим не	2	3
210	и только	1	3
211	и следовательно	2	3
212	с ними	2	3
213	пор не	1	3
214	то в	7	3
215	и так	2	3
216	уже не	2	3
217	в поэзии	1	3
218	при помощи	1	3
219	и других	1	3
220	и поэзии	1	3
221	себе в	1	3
222	и их	2	3
223	всяком случае	2	3
224	даже и	3	3
225	со стороны	2	3
226	и из	3	3
227	что человек	2	3
228	нельзя сказать	1	3
229	именно в	2	3
230	мы сами	2	3
231	что хотя	1	3
232	это есть	9	3
233	между прочим	1	3
234	кроме того	1	3
235	известной степени	1	3
236	в этих	5	3
237	только что	3	3
238	и состоит	2	3
239	и вместе	1	3
240	в искусстве	1	3
241	ни его	1	2
242	меня то	2	2
243	на деле	2	2
244	такое же	1	2
245	явления и	1	2
246	уже по	1	2
247	а как	1	2
248	как мы	4	2
249	что иное	1	2
250	оно есть	2	2
251	я не	5	2
252	но даже	1	2
253	мы и	2	2
254	же что	1	2
255	в ней	3	2
256	проявляется в	1	2
257	и говорить	2	2
258	не нужно	2	2
259	иное как	1	2
260	столь же	1	2
261	в различных	1	2
262	этих случаях	1	2
263	то он	2	2
264	к ним	2	2
265	и чем	1	2
266	и я	1	2
267	эта связь	1	2
268	же с	1	2
269	что по	1	2
270	его к	1	2
271	это можно	1	2
272	так или	1	2
273	из этих	2	2
274	в наших	1	2
275	что она	7	2
276	он не	3	2
277	не значит	3	2
278	переносном смысле	1	2
279	эта последняя	1	2
280	заметим только	1	2
281	не как	2	2
282	для понимания	1	2
283	наука не	10	2
284	бы они	1	2
285	здесь мы	1	2
286	в мире	2	2
287	форма есть	1	2
288	об этом	4	2
289	образ не	2	2
290	это было	2	2
291	за собою	1	2
292	она и	1	2
293	одна и	2	2
294	говорится о	1	2
295	что значит	1	2
296	но что	3	2
297	и при	2	2
298	если и	2	2
299	представить себе	1	2
300	и без	1	2
301	содержание этих	1	2
302	не отвлеченно	1	2
303	вопрос о	2	2
304	сами по	1	2
305	или что	2	2
306	и вообще	4	2
307	даже в	3	2
308	можем сказать	2	2
309	тому что	3	2
310	она не	6	2
311	и науки	3	2
312	до известной	1	2
313	даже не	3	2
314	виду что	1	2
315	вместе и	1	2
316	и другое	2	2
317	самого начала	1	2
318	мысли в	2	2
319	звуки не	1	2
320	дело не	2	2
321	иметь в	3	2
322	имеем дело	1	2
323	и притом	4	2
324	к ней	4	2
