N	2gram	Nazirov_Tr_1	Myshleni
1	в развитии	1	28
2	то что	4	26
3	в этом	9	25
4	что он	6	25
5	устной речи	1	24
6	потому что	2	21
7	таким образом	1	19
8	в том	2	18
9	не может	5	18
10	того чтобы	1	17
11	не только	8	16
12	и в	18	16
13	того что	1	16
14	что в	4	16
15	том что	4	15
16	так же	4	15
17	между собой	1	13
18	вопрос о	2	12
19	в ходе	2	12
20	в области	1	12
21	и что	4	12
22	и не	7	12
23	отношение к	2	11
24	в его	3	11
25	но не	1	10
26	как мы	1	10
27	только в	1	10
28	а не	1	10
29	с помощью	1	10
30	может быть	7	9
31	то же	5	8
32	должно быть	3	8
33	как и	5	8
34	тем самым	3	8
35	о том	2	8
36	он не	2	8
37	как это	3	8
38	и есть	1	7
39	представляет собой	1	7
40	в нем	4	7
41	но он	1	7
42	по себе	1	7
43	так и	5	7
44	и на	7	6
45	но в	6	6
46	в этой	4	6
47	как он	1	6
48	в другом	1	6
49	но если	1	6
50	не в	2	6
51	речи в	1	6
52	ребенок не	1	6
53	что оно	1	6
54	что все	2	6
55	у него	6	6
56	развития в	1	6
57	но и	4	6
58	в той	1	6
59	к тому	2	6
60	в сфере	1	5
61	в такой	1	5
62	должна быть	1	5
63	как в	3	5
64	в своем	3	5
65	говорит что	2	5
66	в которой	1	5
67	на все	1	5
68	тому что	1	5
69	с ним	3	5
70	что с	3	5
71	самого начала	1	5
72	в то	5	5
73	того как	1	5
74	никогда не	2	5
75	ничего не	2	5
76	с самого	1	5
77	можно было	1	5
78	по сравнению	1	5
79	на вопрос	1	5
80	но мы	1	5
81	заключается в	1	5
82	хотя бы	1	5
83	для него	3	5
84	тем что	2	5
85	ребенка в	2	5
86	сравнению с	1	5
87	как бы	7	5
88	не является	1	5
89	только что	1	5
90	и то	2	4
91	той же	1	4
92	на пороге	1	4
93	мысль что	1	4
94	за пределы	1	4
95	опирается на	1	4
96	в самом	2	4
97	все эти	3	4
98	вообще не	1	4
99	при этом	3	4
100	и по	1	4
101	это не	5	4
102	не имеет	2	4
103	могут быть	1	4
104	не есть	1	4
105	еще не	4	4
106	и т.д	1	4
107	в новой	1	4
108	так что	2	4
109	и их	1	4
110	не могут	2	4
111	именно в	1	4
112	на этот	1	4
113	ребенка и	2	4
114	вместе с	1	4
115	с этой	1	4
116	в целом	4	4
117	мы видим	1	4
118	в результате	1	4
119	бы в	1	4
120	по самой	1	4
121	самом деле	1	3
122	это и	1	3
123	в первом	2	3
124	вместо того	1	3
125	но как	1	3
126	все же	5	3
127	и как	3	3
128	то в	1	3
129	он в	1	3
130	и отношения	1	3
131	на этом	1	3
132	показал что	1	3
133	с тем	2	3
134	связаны между	1	3
135	собой как	1	3
136	не менее	1	3
137	до конца	2	3
138	что эта	1	3
139	идет в	1	3
140	только не	1	3
141	по своей	1	3
142	и его	6	3
143	связи с	1	3
144	еще в	2	3
145	и с	7	3
146	вот почему	1	3
147	в чем	1	3
148	к нему	3	3
149	что и	2	3
150	между тем	1	3
151	вопрос об	1	3
152	с одной	1	3
153	в известной	2	3
154	в одном	2	3
155	говорит о	2	3
156	прежде всего	4	3
157	сознательно и	1	3
158	в частности	2	3
159	к жизни	5	3
160	для ребенка	1	3
161	этом случае	1	3
162	но это	4	3
163	к этой	1	3
164	ту же	1	2
165	одним из	1	2
166	же по	1	2
167	что эти	2	2
168	исходит из	1	2
169	совершенно в	1	2
170	я не	4	2
171	в ней	1	2
172	быть в	1	2
173	столь же	2	2
174	во всех	1	2
175	с каким	1	2
176	что я	4	2
177	отличие от	2	2
178	в центре	1	2
179	понятие в	1	2
180	поэтому он	1	2
181	самой природе	1	2
182	то и	2	2
183	только один	1	2
184	если он	1	2
185	что она	2	2
186	к одному	1	2
187	но все	2	2
188	при которой	1	2
189	в них	1	2
190	в высшей	1	2
191	в своей	1	2
192	в котором	1	2
193	в отличие	2	2
194	должны были	1	2
195	значение для	1	2
196	все это	4	2
197	на всю	1	2
198	но они	2	2
199	этими двумя	2	2
200	высшей степени	1	2
201	он еще	1	2
202	но только	1	2
203	во всем	1	2
204	и здесь	2	2
205	в момент	1	2
206	не способен	1	2
207	знает что	2	2
208	указывает на	1	2
209	в виду	1	2
210	но при	2	2
211	в истории	1	2
212	что идет	1	2
213	на нее	1	2
214	это мы	1	2
215	это происходит	1	2
216	всем протяжении	1	2
217	его в	2	2
218	говорит он	1	2
219	на всем	2	2
220	только на	1	2
221	эти же	1	2
222	никто не	3	2
223	к ним	1	2
224	как будто	3	2
225	и даже	4	2
226	только к	2	2
227	обратиться к	1	2
228	естественно что	1	2
229	может ли	1	2
230	о чем	3	2
231	самой своей	1	2
232	и потому	1	2
233	и от	1	2
234	об отношении	1	2
235	чем он	2	2
236	совершенно не	1	2
237	но этот	1	2
238	по поводу	2	2
239	это понятие	1	2
240	во всяком	1	2
241	эта новая	1	1
242	а между	1	1
243	сказывается на	1	1
244	например в	1	1
245	что наконец	1	1
246	сам по	1	1
247	эта речь	1	1
248	на деле	1	1
249	что когда	1	1
250	в какой-то	1	1
251	и о	1	1
252	что уже	1	1
253	и новые	1	1
254	слов как	1	1
255	как во	1	1
256	но уже	1	1
257	это сказывается	1	1
258	и ее	2	1
259	событий и	1	1
260	он был	2	1
261	он сам	7	1
262	с его	2	1
263	в ее	2	1
264	в голове	1	1
265	значение и	1	1
266	а он	1	1
267	в общем	1	1
268	с совершенно	1	1
269	более чем	1	1
270	что именно	1	1
271	она даже	1	1
272	и дети	2	1
273	перед нами	2	1
274	и наконец	1	1
275	неизмеримо более	1	1
276	к числу	1	1
277	в себе	4	1
278	для ее	1	1
279	именно эта	1	1
280	из самых	2	1
281	что это	5	1
282	так сказать	1	1
283	роли в	1	1
284	чем для	1	1
285	которой не	1	1
286	и использует	1	1
287	не как	1	1
288	по всем	1	1
289	в скрытом	1	1
290	что без	1	1
291	скрытом виде	1	1
292	от нее	1	1
293	повторяет в	1	1
294	здесь мы	1	1
295	конечно в	1	1
296	об этом	4	1
297	лишь в	1	1
298	обоих случаях	1	1
299	этом прямо	1	1
300	приходит в	1	1
301	мог бы	3	1
302	ни в	2	1
303	рядом с	1	1
304	эту тему	1	1
305	которой он	1	1
306	несмотря на	5	1
307	можно так	1	1
308	этой связи	1	1
309	взгляд на	1	1
310	поэтому за	1	1
311	если можно	1	1
312	знает и	1	1
313	не столько	1	1
314	представление о	1	1
315	понимал что	1	1
316	что говорит	2	1
317	в основном	3	1
318	тем не	1	1
319	они сами	1	1
320	она не	1	1
321	в обоих	1	1
322	что ему	1	1
323	содержатся в	1	1
324	и притом	1	1
325	как его	1	1
326	ранней стадии	1	1
327	на котором	1	1
328	развитии этих	1	1
329	в самой	1	1
330	к ней	1	1
331	он пытался	1	1
332	входят в	1	1
333	что на	1	1
334	над ним	1	1
335	перед ним	1	1
336	по нашему	1	1
337	в духе	1	1
338	мы узнаем	1	1
339	внимания но	1	1
340	относится то	1	1
341	что вместе	1	1
342	к речи	1	1
343	что при	1	1
344	и он	3	1
345	где он	1	1
346	в применении	1	1
347	за самим	1	1
348	с ее	3	1
349	всего этого	1	1
350	на другой	1	1
351	мысль о	1	1
352	и совершенно	1	1
353	природе своей	1	1
354	в отношениях	1	1
355	но может	1	1
356	тем чем	1	1
357	и эту	1	1
358	после того	1	1
359	это часто	1	1
360	является ее	1	1
361	нуждается в	1	1
362	если за	1	1
363	в настоящей	1	1
364	все время	1	1
365	известно что	1	1
366	один из	3	1
367	с ними	1	1
368	что даже	1	1
369	могло быть	1	1
370	собой но	2	1
371	который в	2	1
372	всяком случае	1	1
373	между этими	2	1
374	это же	1	1
375	первостепенное значение	1	1
376	есть в	1	1
377	уже в	3	1
378	он очень	1	1
379	им всем	1	1
380	чтобы он	1	1
381	в виде	2	1
382	для чего	1	1
383	что не	1	1
384	а это	1	1
385	в понятие	1	1
386	не так	2	1
387	тогда как	1	1
388	в конце	3	1
389	с этими	1	1
390	т.д не	1	1
391	это было	1	1
392	более высокие	1	1
393	значение только	1	1
394	и вместе	1	1
395	в форме	1	1
396	он понял	1	1
397	даже не	1	1
398	с другим	1	1
399	психологического исследования	1	1
400	говорил что	1	1
401	как же	2	1
402	этом варианте	1	1
403	и знает	1	1
404	ее за	2	1
405	прошел по	1	1
406	только по	1	1
407	не было	1	1
408	попал в	1	1
409	нашему мнению	1	1
410	этого не	1	1
411	думается нам	1	1
412	с которым	1	1
413	одну из	1	1
414	под влиянием	2	1
415	в связи	1	1
416	и психологической	1	1
417	виде в	1	1
418	с первого	2	1
419	до этого	1	1
420	ко всем	1	1
421	если так	1	1
422	в данном	2	1
423	что за	3	1
424	смысле этого	1	1
425	применении к	1	1
426	не удалось	1	1
427	распадается на	1	1
428	тому типу	1	1
429	этого слова	1	1
430	известной степени	1	1
431	известной мере	1	1
432	и ко	1	1
433	на улице	1	1
434	тем и	1	1
435	при таком	1	1
436	это как	1	1
437	для нас	1	1
438	от него	1	1
439	и все	4	1
440	из себя	1	1
441	и которое	1	1
442	случае и	1	1
443	так выразиться	1	1
444	что этот	2	1
445	дело с	1	1
446	по сей	2	1
447	но еще	1	1
448	на ту	1	1
449	и это	2	1
450	это в	1	1
