N	2gram	Vygotskiy__4	Psycholo
1	то что	15	37
2	и в	20	30
3	в том	42	27
4	что в	19	24
5	и что	8	23
6	потому что	12	23
7	том что	35	21
8	того чтобы	7	20
9	таким образом	25	20
10	все время	4	20
11	для того	5	20
12	как бы	7	19
13	на то	5	17
14	что он	6	17
15	не только	15	16
16	если мы	10	16
17	в этом	24	14
18	в самом	6	14
19	как раз	1	13
20	так же	11	13
21	в сущности	4	12
22	с одной	9	12
23	одной стороны	9	12
24	вместе с	8	12
25	может быть	12	11
26	если бы	5	11
27	что мы	7	11
28	о том	5	10
29	и то	10	9
30	никогда не	5	9
31	увидим что	5	9
32	и когда	3	9
33	так как	10	9
34	с другой	12	9
35	для этого	1	9
36	не может	6	9
37	сказать что	6	9
38	мы увидим	1	9
39	самом деле	7	8
40	мы имеем	2	8
41	на деле	3	8
42	что это	2	8
43	он должен	1	8
44	при этом	12	8
45	заключается в	18	8
46	с тем	6	8
47	сейчас же	2	8
48	не в	4	8
49	сущности говоря	1	8
50	к тому	6	8
51	и это	2	8
52	тому что	4	8
53	того что	10	8
54	мы видим	10	8
55	а не	7	8
56	могут быть	7	8
57	то же	16	7
58	зависимости от	2	7
59	но не	3	7
60	все же	5	7
61	и как	9	7
62	в нем	2	7
63	точки зрения	24	7
64	по себе	1	7
65	в основе	17	7
66	совершенно ясно	1	7
67	этих двух	1	7
68	совершенно прав	3	7
69	мы можем	5	7
70	как это	9	7
71	в зависимости	1	6
72	мы уже	5	6
73	что если	2	6
74	в своем	4	6
75	говорит что	3	6
76	что она	1	6
77	на этом	3	6
78	факт что	2	6
79	что все	3	6
80	ясно что	2	6
81	как и	9	6
82	никак не	2	6
83	что с	4	6
84	и его	5	6
85	когда мы	2	6
86	в совершенно	3	6
87	или в	1	6
88	и здесь	2	6
89	о котором	1	6
90	по мнению	2	6
91	и тем	8	6
92	уже в	6	6
93	тем что	7	6
94	но и	9	6
95	именно в	3	6
96	же точно	1	6
97	и не	8	6
98	и для	4	6
99	что оно	4	6
100	совершенно не	3	6
101	прав когда	1	5
102	и есть	1	5
103	еще не	2	5
104	по этому	1	5
105	что они	14	5
106	что именно	1	5
107	когда он	3	5
108	в себе	10	5
109	в целом	11	5
110	в этой	3	5
111	было бы	8	5
112	во внимание	1	5
113	сих пор	1	5
114	с и	1	5
115	только не	5	5
116	же самое	7	5
117	как мы	13	5
118	но в	3	5
119	один из	3	5
120	дело с	1	5
121	только в	10	5
122	два противоположных	1	5
123	до сих	1	5
124	а с	2	5
125	и потому	1	5
126	эта теория	1	5
127	указывает что	1	5
128	художественное произведение	1	5
129	бы в	3	5
130	другой стороны	9	5
131	в своих	1	5
132	как только	2	4
133	в виду	3	4
134	в ней	2	4
135	друг к	1	4
136	как говорит	2	4
137	стороны и	2	4
138	могли бы	9	4
139	и к	5	4
140	что всякое	2	4
141	мы говорили	3	4
142	в основу	2	4
143	к другу	1	4
144	именно то	2	4
145	в своей	7	4
146	не могли	1	4
147	что эта	3	4
148	из которых	1	4
149	и именно	1	4
150	казалось бы	1	4
151	как она	1	4
152	заключает в	1	4
153	у нас	1	4
154	мы найдем	2	4
155	указывает на	2	4
156	по сравнению	4	4
157	и совершенно	1	4
158	мы могли	9	4
159	внимание на	3	4
160	в его	11	4
161	на одном	2	4
162	в него	2	4
163	это противоречие	1	4
164	только что	4	4
165	только на	2	4
166	в конце	1	4
167	должен был	1	4
168	от того	3	4
169	прежде всего	2	4
170	в частности	5	4
171	тот факт	1	4
172	о чем	1	4
173	сравнению с	3	4
174	в результате	8	4
